[2025-08-23 19:10:20.550] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 19:10:21.324] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 19:10:21.983] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"ct1wksqog4t3a6w7kt2fc4jys"}}
[2025-08-23 19:12:41.244] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":124,"TS":"2025-08-23T14:42:34.589","TID":5,"PID":1,"M":12,"S":18,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":78.4,"Y":101.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 19:12:42.484] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":125,"TS":"2025-08-23T14:42:40.878","TID":1,"PID":1,"M":12,"S":24,"PLID":449695,"PLUUID":"f14n6d52p37nkvoo5n3i52x2h","PN":"F. Agu","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":76.1,"Y":100.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["75.1"]},{"I":141,"V":["95.5"]},{"I":212,"V":["3.75384"]},{"I":213,"V":["4.428893"]},{"I":318,"V":["0.000112"]}]}}}
[2025-08-23 19:12:43.680] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":126,"TS":"2025-08-23T14:42:42.285","TID":1,"PID":1,"M":12,"S":25,"PLID":228564,"PLUUID":"b4q9q0qgmtz959rygieg9ln1l","PN":"R. Schmid","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":73.9,"Y":94.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["84.8"]},{"I":141,"V":["82.7"]},{"I":212,"V":["14.01672"]},{"I":213,"V":["5.667754"]}]}}}
[2025-08-23 19:12:44.904] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":98,"TS":"2025-08-23T14:42:44.668","TID":49,"PID":1,"M":12,"S":28,"PLID":551050,"PLUUID":"elwm97xvha0y0t8yqx5sur9ck","PN":"H. Larsson","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":17,"Y":12.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 19:12:47.914] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":99,"TS":"2025-08-23T14:42:45.164","TID":1,"PID":1,"M":12,"S":28,"PLID":551050,"PLUUID":"elwm97xvha0y0t8yqx5sur9ck","PN":"H. Larsson","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":17,"Y":11.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["60.9"]},{"I":141,"V":["26.8"]},{"I":212,"V":["47.31518"]},{"I":213,"V":["0.2275957"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 19:12:50.705] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":127,"TS":"2025-08-23T14:42:50.445","TID":49,"PID":1,"M":12,"S":33,"PLID":160541,"PLUUID":"2p48525x4ap9m81g6ode51cyd","PN":"N. Stark","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":36.2,"Y":53.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-23 19:12:55.218] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":128,"TS":"2025-08-23T14:42:54.381","TID":1,"PID":1,"M":12,"S":37,"PLID":160541,"PLUUID":"2p48525x4ap9m81g6ode51cyd","PN":"N. Stark","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":33.8,"Y":49.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["40"]},{"I":141,"V":["37.3"]},{"I":212,"V":["10.38559"]},{"I":213,"V":["5.389867"]},{"I":318,"V":["0.00002658"]}]}}}
[2025-08-23 19:12:56.840] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":129,"TS":"2025-08-23T14:42:55.21","TID":1,"PID":1,"M":12,"S":38,"PLID":96601,"PLUUID":"26nfmfc8p2doisd9p8vtd33dh","PN":"L. Bittencourt","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":40.1,"Y":37.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["31.9"]},{"I":141,"V":["50.5"]},{"I":212,"V":["12.43787"]},{"I":213,"V":["2.335386"]},{"I":318,"V":["0.00001279"]}]}}}
[2025-08-23 19:12:59.089] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":130,"TS":"2025-08-23T14:42:56.493","TID":1,"PID":1,"M":12,"S":40,"PLID":160541,"PLUUID":"2p48525x4ap9m81g6ode51cyd","PN":"N. Stark","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":32.6,"Y":51.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["45.2"]},{"I":141,"V":["41.4"]},{"I":212,"V":["14.7831"]},{"I":213,"V":["5.820687"]},{"I":318,"V":["0.00005479"]}]}}}
[2025-08-23 19:12:59.490] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":131,"TS":"2025-08-23T14:42:58.733","TID":1,"PID":1,"M":12,"S":42,"PLID":444687,"PLUUID":"39tod1iad3ztq17qveh8pwp9l","PN":"S. Lynen","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":45.2,"Y":41.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["35.3"]},{"I":141,"V":["27.6"]},{"I":212,"V":["14.00412"]},{"I":213,"V":["3.875921"]},{"I":318,"V":["0.00001821"]}]}}}
[2025-08-23 19:13:04.230] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":100,"TS":"2025-08-23T14:43:03.308","TID":3,"PID":1,"M":12,"S":46,"PLID":587982,"PLUUID":"4lg41m643jf18dgax298bufpw","PN":"J. Bahoya","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":61.9,"Y":84.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 19:13:04.629] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":132,"TS":"2025-08-23T14:43:04.334","TID":45,"PID":1,"M":12,"S":47,"PLID":444687,"PLUUID":"39tod1iad3ztq17qveh8pwp9l","PN":"S. Lynen","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":34.5,"Y":22.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:13:05.438] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":101,"TS":"2025-08-23T14:43:03.899","TID":1,"PID":1,"M":12,"S":47,"PLID":587982,"PLUUID":"4lg41m643jf18dgax298bufpw","PN":"J. Bahoya","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":66.5,"Y":91.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["63.0"]},{"I":141,"V":["86.6"]},{"I":212,"V":["4.96063"]},{"I":213,"V":["3.878079"]},{"I":318,"V":["0.00027929"]}]}}}
[2025-08-23 19:13:05.464] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":133,"TS":"2025-08-23T14:43:05.218","TID":61,"PID":1,"M":12,"S":48,"PLID":518758,"PLUUID":"3tpfqju821lze7myekb40kefo","PN":"J. Malatini","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":33.8,"Y":5.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:13:05.637] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":102,"TS":"2025-08-23T14:43:04.988","TID":49,"PID":1,"M":12,"S":48,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":63,"Y":86.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 19:13:07.045] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":64,"TS":"2025-08-23T14:37:13.213","TID":15,"PID":1,"M":6,"S":56,"PLID":225485,"PLUUID":"d3tfdqfnab7bqxfdh3399y06i","PN":"J. Burkardt","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":97.6,"Y":41.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":320,"V":["1"]},{"I":233,"V":["65"]},{"I":372,"V":["1jawzzqrharex8xx0mdyro89b"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":60,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["63"]},{"I":368,"V":["cql8wtq9md5k5krdqou4s7xsu"]},{"I":102,"V":["49.1"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0977"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":100,"V":["NULL"]},{"I":82,"V":["NULL"]},{"I":146,"V":["98.5"]},{"I":147,"V":["44.2"]},{"I":230,"V":["0.206730769230769"]},{"I":231,"V":["52.5277777777778"]}]}}}
[2025-08-23 19:13:08.657] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":103,"TS":"2025-08-23T14:43:05.531","TID":1,"PID":1,"M":12,"S":49,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":64.3,"Y":87.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["57.8"]},{"I":141,"V":["89.3"]},{"I":212,"V":["6.946214"]},{"I":213,"V":["2.954503"]},{"I":318,"V":["0.00015046"]}]}}}
[2025-08-23 19:13:12.191] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":104,"TS":"2025-08-23T14:43:08.379","TID":1,"PID":1,"M":12,"S":51,"PLID":465189,"PLUUID":"8qlz4omhgfnzyb2cgeou7xn56","PN":"A. Theate","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":58.6,"Y":89.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["46.8"]},{"I":141,"V":["72.0"]},{"I":212,"V":["17.13208"]},{"I":213,"V":["3.903958"]},{"I":318,"V":["0.00008447"]}]}}}
[2025-08-23 19:13:13.798] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":105,"TS":"2025-08-23T14:43:11.915","TID":1,"PID":1,"M":12,"S":55,"PLID":193645,"PLUUID":"1zumt9vkrqd8d3p3eqtwezi6t","PN":"R. Koch","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":52.6,"Y":70.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["69.8"]},{"I":141,"V":["93.9"]},{"I":212,"V":["24.20514"]},{"I":213,"V":["0.7285774"]},{"I":318,"V":["0.00043234"]}]}}}
[2025-08-23 19:13:17.199] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":64,"TS":"2025-08-23T14:37:13.213","TID":15,"PID":1,"M":6,"S":56,"PLID":225485,"PLUUID":"d3tfdqfnab7bqxfdh3399y06i","PN":"J. Burkardt","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":97.6,"Y":41.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":320,"V":["1"]},{"I":360,"V":["Checked by the GS Team"]},{"I":233,"V":["65"]},{"I":372,"V":["1jawzzqrharex8xx0mdyro89b"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":60,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["63"]},{"I":368,"V":["cql8wtq9md5k5krdqou4s7xsu"]},{"I":102,"V":["49.1"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0977"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":100,"V":["NULL"]},{"I":82,"V":["NULL"]},{"I":146,"V":["98.5"]},{"I":147,"V":["44.2"]},{"I":230,"V":["0.206730769230769"]},{"I":231,"V":["52.5277777777778"]}]}}}
[2025-08-23 19:13:18.821] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":106,"TS":"2025-08-23T14:43:13.515","TID":1,"PID":1,"M":12,"S":57,"PLID":587982,"PLUUID":"4lg41m643jf18dgax298bufpw","PN":"J. Bahoya","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":69.8,"Y":93.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["91.4"]},{"I":141,"V":["86.0"]},{"I":212,"V":["23.30753"]},{"I":213,"V":["6.050611"]},{"I":318,"V":["0.00263269"]}]}}}
[2025-08-23 19:13:21.414] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":107,"TS":"2025-08-23T14:43:18.554","TID":1,"PID":1,"M":13,"S":2,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":90.5,"Y":86.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["101.4"]},{"I":141,"V":["25.9"]},{"I":212,"V":["42.76783"]},{"I":213,"V":["4.983298"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 19:13:31.694] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":133,"TS":"2025-08-23T14:43:05.218","TID":43,"PID":1,"M":12,"S":48,"PLID":518758,"PLUUID":"3tpfqju821lze7myekb40kefo","PN":"J. Malatini","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":33.7999992370605,"Y":5.90000009536743,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":144,"V":["61"]}]}}}
[2025-08-23 19:13:45.735] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":134,"TS":"2025-08-23T14:43:22.13","TID":5,"PID":1,"M":13,"S":5,"PLID":513441,"PLUUID":"39yc76urwnda0ze6qb9h00ine","PN":"M. Backhaus","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":-1.3,"Y":73.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 19:13:52.788] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":135,"TS":"2025-08-23T14:43:50.668","TID":1,"PID":1,"M":13,"S":34,"PLID":225335,"PLUUID":"aaoycxwi9jny6flm4apz8a2uh","PN":"M. Friedl","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":1,"X":5.1,"Y":61.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["4.7"]},{"I":141,"V":["52"]},{"I":212,"V":["6.202237"]},{"I":213,"V":["4.644619"]},{"I":318,"V":["0.00000053"]},{"I":237,"V":["NULL"]}]}}}
[2025-08-23 19:13:55.602] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":136,"TS":"2025-08-23T14:43:53.485","TID":1,"PID":1,"M":13,"S":36,"PLID":513441,"PLUUID":"39yc76urwnda0ze6qb9h00ine","PN":"M. Backhaus","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":7,"Y":54.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["41.4"]},{"I":141,"V":["31.5"]},{"I":212,"V":["39.46956"]},{"I":213,"V":["5.868233"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 19:13:55.617] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":108,"TS":"2025-08-23T14:43:21.172","TID":5,"PID":1,"M":13,"S":4,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":0,"X":101.4,"Y":25.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 19:13:55.813] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":109,"TS":"2025-08-23T14:43:55.371","TID":8,"PID":1,"M":13,"S":38,"PLID":193645,"PLUUID":"1zumt9vkrqd8d3p3eqtwezi6t","PN":"R. Koch","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":65.5,"Y":67.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-23 19:13:56.826] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":137,"TS":"2025-08-23T14:43:56.188","TID":44,"PID":1,"M":13,"S":39,"PLID":474605,"PLUUID":"6qj9kdcrum9mqla72ytoojje1","PN":"M. Gr\u00fcll","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":41.4,"Y":31.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:13:58.418] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":110,"TS":"2025-08-23T14:43:56.780","TID":44,"PID":1,"M":13,"S":40,"PLID":193645,"PLUUID":"1zumt9vkrqd8d3p3eqtwezi6t","PN":"R. Koch","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":65.5,"Y":67.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 19:13:58.824] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":111,"TS":"2025-08-23T14:43:58.252","TID":49,"PID":1,"M":13,"S":41,"PLID":587982,"PLUUID":"4lg41m643jf18dgax298bufpw","PN":"J. Bahoya","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":66,"Y":75.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 19:13:59.811] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":112,"TS":"2025-08-23T14:43:58.459","TID":1,"PID":1,"M":13,"S":41,"PLID":587982,"PLUUID":"4lg41m643jf18dgax298bufpw","PN":"J. Bahoya","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":66,"Y":75.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["63.2"]},{"I":141,"V":["67.5"]},{"I":212,"V":["6.064323"]},{"I":213,"V":["4.206252"]},{"I":318,"V":["0.00076026"]}]}}}
[2025-08-23 19:14:00.209] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":138,"TS":"2025-08-23T14:43:59.420","TID":7,"PID":1,"M":13,"S":42,"PLID":474605,"PLUUID":"6qj9kdcrum9mqla72ytoojje1","PN":"M. Gr\u00fcll","TEAMID":171,"TUUID":"cu0eztmjcsbydyp53aleznorw","O":0,"X":29.1,"Y":13.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:14:00.240] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":113,"TS":"2025-08-23T14:43:58.987","TID":1,"PID":1,"M":13,"S":42,"PLID":573379,"PLUUID":"684cguhktvth28ql6qgvvmcyc","PN":"F. Cha\u00efbi","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":63.2,"Y":67.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["67.8"]},{"I":141,"V":["76.9"]},{"I":212,"V":["8.011652"]},{"I":213,"V":["0.9237005"]},{"I":318,"V":["0.00093443"]}]}}}
[2025-08-23 19:14:02.054] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":114,"TS":"2025-08-23T14:43:59.980","TID":3,"PID":1,"M":13,"S":43,"PLID":587982,"PLUUID":"4lg41m643jf18dgax298bufpw","PN":"J. Bahoya","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":67.8,"Y":76.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 19:14:04.990] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":115,"TS":"2025-08-23T14:44:01.851","TID":1,"PID":1,"M":13,"S":45,"PLID":587982,"PLUUID":"4lg41m643jf18dgax298bufpw","PN":"J. Bahoya","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":64.8,"Y":81.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["42.4"]},{"I":141,"V":["78.5"]},{"I":212,"V":["23.59155"]},{"I":213,"V":["3.219496"]},{"I":318,"V":["0.00005949"]}]}}}
[2025-08-23 19:14:06.599] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":116,"TS":"2025-08-23T14:44:04.651","TID":1,"PID":1,"M":13,"S":48,"PLID":465189,"PLUUID":"8qlz4omhgfnzyb2cgeou7xn56","PN":"A. Theate","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":42.9,"Y":79.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["53.2"]},{"I":141,"V":["64.3"]},{"I":212,"V":["15.14906"]},{"I":213,"V":["5.507449"]},{"I":318,"V":["0.00016014"]}]}}}
[2025-08-23 19:14:09.832] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":117,"TS":"2025-08-23T14:44:06.315","TID":1,"PID":1,"M":13,"S":49,"PLID":551050,"PLUUID":"elwm97xvha0y0t8yqx5sur9ck","PN":"H. Larsson","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":49.4,"Y":64.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["45.7"]},{"I":141,"V":["27.7"]},{"I":212,"V":["25.1894"]},{"I":213,"V":["4.557539"]},{"I":318,"V":["0.00008162"]}]}}}
[2025-08-23 19:14:11.597] [POEM] {"data":{"OID":2569047,"UUID":"ct1wksqog4t3a6w7kt2fc4jys","POEM":{"EVID":118,"TS":"2025-08-23T14:44:09.628","TID":1,"PID":1,"M":13,"S":53,"PLID":492942,"PLUUID":"dchp4ud6043gahy06jrm7q6i2","PN":"N. Collins","TEAMID":159,"TUUID":"c5hderjlkcoaze51e5wgvptk","O":1,"X":45.8,"Y":29.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["54.1"]},{"I":141,"V":["41.6"]},{"I":212,"V":["12.17379"]},{"I":213,"V":["0.7729097"]},{"I":318,"V":["0.00020634"]}]}}}
