[2025-08-23 22:14:37.940] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 22:14:38.606] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 22:14:39.256] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"cj1crau6yj93nnyk80lzjpes4"}}
[2025-08-23 22:17:33.480] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":124,"TS":"2025-08-23T17:47:30.864","TID":1,"PID":1,"M":13,"S":27,"PLID":87968,"PLUUID":"9dc7uictce9dq0tbphn74qz85","PN":"N. Leali","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":14.5,"Y":44.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["14.4"]},{"I":141,"V":["16.5"]},{"I":212,"V":["18.90429"]},{"I":213,"V":["4.706835"]},{"I":318,"V":["0.00000055"]}]}}}
[2025-08-23 22:17:36.112] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":125,"TS":"2025-08-23T17:47:33.98","TID":1,"PID":1,"M":13,"S":29,"PLID":624931,"PLUUID":"1lxfpn0wmr895me9xbzcfnh90","PN":"A. Marcandalli","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":14.3,"Y":16.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["41.9"]},{"I":141,"V":["34.6"]},{"I":212,"V":["31.48535"]},{"I":213,"V":["0.4016222"]},{"I":318,"V":["0.00002086"]}]}}}
[2025-08-23 22:17:36.331] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":126,"TS":"2025-08-23T17:47:35.770","TID":1,"PID":1,"M":13,"S":32,"PLID":450025,"PLUUID":"46yp8iqh0qm7i75d98tfrsbxm","PN":"L. Colombo","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":36.1,"Y":34.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["37.3"]},{"I":141,"V":["38.2"]},{"I":212,"V":["2.936104"]},{"I":213,"V":["1.127256"]}]}}}
[2025-08-23 22:17:37.949] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":123,"TS":"2025-08-23T17:47:37.526","TID":61,"PID":1,"M":13,"S":34,"PLID":227386,"PLUUID":"c4kxfrbrfedilykhbyak3e579","PN":"Y. Ramadani","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":60.9,"Y":60.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-23 22:17:40.373] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":124,"TS":"2025-08-23T17:47:40.105","TID":49,"PID":1,"M":13,"S":36,"PLID":215047,"PLUUID":"7pg1pu4ptby6hi0rp29hv4jxl","PN":"L. Coulibaly","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":72.5,"Y":28.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 22:17:43.175] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":125,"TS":"2025-08-23T17:47:40.458","TID":1,"PID":1,"M":13,"S":37,"PLID":215047,"PLUUID":"7pg1pu4ptby6hi0rp29hv4jxl","PN":"L. Coulibaly","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":74.1,"Y":28.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["84.3"]},{"I":141,"V":["19.7"]},{"I":212,"V":["12.23532"]},{"I":213,"V":["5.778516"]},{"I":318,"V":["0.00340804"]}]}}}
[2025-08-23 22:17:44.794] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":126,"TS":"2025-08-23T17:47:42.857","TID":1,"PID":1,"M":13,"S":39,"PLID":440272,"PLUUID":"cntcffa67r95rbcf1154r92zu","PN":"L. Banda","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":94.3,"Y":24.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["100.2"]},{"I":141,"V":["76.4"]},{"I":212,"V":["35.63068"]},{"I":213,"V":["1.396041"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 22:17:51.391] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":127,"TS":"2025-08-23T17:47:44.516","TID":5,"PID":1,"M":13,"S":41,"PLID":440272,"PLUUID":"cntcffa67r95rbcf1154r92zu","PN":"L. Banda","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":100.2,"Y":76.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 22:18:09.878] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":127,"TS":"2025-08-23T17:47:46.957","TID":5,"PID":1,"M":13,"S":43,"PLID":445733,"PLUUID":"2um03dny7h3sdvehq3bygd1t6","PN":"M. Frendrup","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":3.2,"Y":-2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 22:18:12.483] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":128,"TS":"2025-08-23T17:48:12.176","TID":55,"PID":1,"M":14,"S":8,"PLID":431026,"PLUUID":"7ojvhhfvbtbn60sc50y4l2ctm","PN":"J. V\u00e1squez","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":32.3,"Y":50.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-23 22:18:20.958] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":125,"TS":"2025-08-23T17:47:40.458","TID":43,"PID":1,"M":13,"S":37,"PLID":215047,"PLUUID":"7pg1pu4ptby6hi0rp29hv4jxl","PN":"L. Coulibaly","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":74.1,"Y":28.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["84.3"]},{"I":141,"V":["19.7"]},{"I":212,"V":["12.23532"]},{"I":213,"V":["5.778516"]},{"I":318,"V":["0.00340804"]},{"I":144,"V":["1"]}]}}}
[2025-08-23 22:18:21.390] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":126,"TS":"2025-08-23T17:47:42.857","TID":43,"PID":1,"M":13,"S":39,"PLID":440272,"PLUUID":"cntcffa67r95rbcf1154r92zu","PN":"L. Banda","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":94.3,"Y":25.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":2,"V":[null]},{"I":155,"V":[null]},{"I":56,"V":["Left"]},{"I":140,"V":["97.6"]},{"I":141,"V":["101.4"]},{"I":212,"V":["51.66034"]},{"I":213,"V":["1.503673"]},{"I":1,"V":[null]},{"I":345,"V":[null]},{"I":142,"V":[null]},{"I":144,"V":["1"]}]}}}
[2025-08-23 22:18:21.570] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":127,"TS":"2025-08-23T17:47:44.516","TID":43,"PID":1,"M":13,"S":41,"PLID":440272,"PLUUID":"cntcffa67r95rbcf1154r92zu","PN":"L. Banda","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":97.2,"Y":101.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":[null]},{"I":233,"V":["127"]},{"I":372,"V":["9g2h391ipndtx1s8mq3x2kjvg"]},{"I":144,"V":["5"]}]}}}
[2025-08-23 22:18:21.773] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":129,"TS":"2025-08-23T17:48:19.644","TID":1,"PID":1,"M":14,"S":16,"PLID":624931,"PLUUID":"1lxfpn0wmr895me9xbzcfnh90","PN":"A. Marcandalli","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":28.9,"Y":43.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":5,"V":["NULL"]},{"I":241,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["31.2"]},{"I":141,"V":["71.5"]},{"I":212,"V":["19.46241"]},{"I":213,"V":["1.44639"]},{"I":318,"V":["0.00000892"]}]}}}
[2025-08-23 22:18:22.178] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":124,"TS":"2025-08-23T17:47:40.105","TID":43,"PID":1,"M":13,"S":36,"PLID":215047,"PLUUID":"7pg1pu4ptby6hi0rp29hv4jxl","PN":"L. Coulibaly","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":72.5,"Y":28.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":144,"V":["49"]}]}}}
[2025-08-23 22:18:22.829] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":130,"TS":"2025-08-23T17:48:21.488","TID":1,"PID":1,"M":14,"S":18,"PLID":431026,"PLUUID":"7ojvhhfvbtbn60sc50y4l2ctm","PN":"J. V\u00e1squez","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":30.2,"Y":72.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["33"]},{"I":141,"V":["67.5"]},{"I":212,"V":["4.292783"]},{"I":213,"V":["5.466815"]},{"I":318,"V":["0.00000635"]}]}}}
[2025-08-23 22:18:23.615] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":128,"TS":"2025-08-23T17:48:23.305","TID":86,"PID":1,"M":14,"S":19,"PLID":227386,"PLUUID":"c4kxfrbrfedilykhbyak3e579","PN":"Y. Ramadani","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":67.7,"Y":49.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 22:18:25.566] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":131,"TS":"2025-08-23T17:48:22.457","TID":1,"PID":1,"M":14,"S":19,"PLID":445733,"PLUUID":"2um03dny7h3sdvehq3bygd1t6","PN":"M. Frendrup","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":33,"Y":67.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["24.9"]},{"I":141,"V":["76.4"]},{"I":212,"V":["10.51791"]},{"I":213,"V":["2.512601"]},{"I":318,"V":["0.00000261"]}]}}}
[2025-08-23 22:18:27.573] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":123,"TS":"2025-08-23T17:47:37.526","TID":43,"PID":1,"M":13,"S":34,"PLID":227386,"PLUUID":"c4kxfrbrfedilykhbyak3e579","PN":"Y. Ramadani","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":60.9,"Y":60.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":144,"V":["61"]}]}}}
[2025-08-23 22:18:30.784] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":132,"TS":"2025-08-23T17:48:25.175","TID":1,"PID":1,"M":14,"S":21,"PLID":431026,"PLUUID":"7ojvhhfvbtbn60sc50y4l2ctm","PN":"J. V\u00e1squez","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":22.3,"Y":76,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["3.7"]},{"I":141,"V":["57.6"]},{"I":212,"V":["23.1942"]},{"I":213,"V":["3.711371"]},{"I":318,"V":["0.00000027"]}]}}}
[2025-08-23 22:18:31.384] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":133,"TS":"2025-08-23T17:48:30.534","TID":1,"PID":1,"M":14,"S":27,"PLID":87968,"PLUUID":"9dc7uictce9dq0tbphn74qz85","PN":"N. Leali","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":3.8,"Y":43.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["3.9"]},{"I":141,"V":["43.4"]},{"I":212,"V":["0.2294363"]},{"I":213,"V":["5.187732"]}]}}}
[2025-08-23 22:18:36.646] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":129,"TS":"2025-08-23T17:48:36.330","TID":74,"PID":1,"M":14,"S":32,"PLID":215047,"PLUUID":"7pg1pu4ptby6hi0rp29hv4jxl","PN":"L. Coulibaly","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":90.9,"Y":66.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 22:18:37.413] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":130,"TS":"2025-08-23T17:48:37.65","TID":5,"PID":1,"M":14,"S":33,"PLID":215047,"PLUUID":"7pg1pu4ptby6hi0rp29hv4jxl","PN":"L. Coulibaly","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":90.6,"Y":100.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 22:18:40.034] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":128,"TS":"2025-08-23T17:48:12.176","TID":43,"PID":1,"M":14,"S":8,"PLID":431026,"PLUUID":"7ojvhhfvbtbn60sc50y4l2ctm","PN":"J. V\u00e1squez","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":32.2999992370605,"Y":50.2999992370605,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":144,"V":["55"]}]}}}
[2025-08-23 22:18:45.032] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":134,"TS":"2025-08-23T17:48:37.3","TID":5,"PID":1,"M":14,"S":33,"PLID":87968,"PLUUID":"9dc7uictce9dq0tbphn74qz85","PN":"N. Leali","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":2.9,"Y":-0.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 22:18:52.994] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":135,"TS":"2025-08-23T17:48:52.705","TID":61,"PID":1,"M":14,"S":49,"PLID":87968,"PLUUID":"9dc7uictce9dq0tbphn74qz85","PN":"N. Leali","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":3,"Y":41.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 22:19:02.621] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":131,"TS":"2025-08-23T17:48:58.154","TID":1,"PID":1,"M":14,"S":54,"PLID":462484,"PLUUID":"1oszv53od5pulbhx566ht984q","PN":"A. Gallo","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":89.5,"Y":101.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["94.7"]},{"I":141,"V":["94.4"]},{"I":212,"V":["7.11117"]},{"I":213,"V":["5.587799"]},{"I":318,"V":["0.00018952"]}]}}}
[2025-08-23 22:19:02.830] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":132,"TS":"2025-08-23T17:49:02.298","TID":50,"PID":1,"M":14,"S":58,"PLID":550922,"PLUUID":"d12unjo4sk39iix9of2yfask4","PN":"M. Berisha","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":95.1,"Y":94.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 22:19:04.239] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":136,"TS":"2025-08-23T17:49:03.295","TID":7,"PID":1,"M":14,"S":59,"PLID":556111,"PLUUID":"6vz9qzgtbh3iqzv73xw2xaiok","PN":"V. Carboni","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":5.8,"Y":13.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 22:19:04.428] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":137,"TS":"2025-08-23T17:49:03.920","TID":49,"PID":1,"M":15,"S":0,"PLID":556111,"PLUUID":"6vz9qzgtbh3iqzv73xw2xaiok","PN":"V. Carboni","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":9.1,"Y":17.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-23 22:19:09.388] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":138,"TS":"2025-08-23T17:49:04.576","TID":1,"PID":1,"M":15,"S":1,"PLID":556111,"PLUUID":"6vz9qzgtbh3iqzv73xw2xaiok","PN":"V. Carboni","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":11.4,"Y":19.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["74"]},{"I":141,"V":["8"]},{"I":212,"V":["66.18555"]},{"I":213,"V":["6.165791"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 22:19:10.194] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":133,"TS":"2025-08-23T17:49:09.834","TID":49,"PID":1,"M":15,"S":6,"PLID":520242,"PLUUID":"6udrxynn6611j9tjm258iu80k","PN":"Kialonda Gaspar","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":33.1,"Y":95.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 22:19:18.400] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":134,"TS":"2025-08-23T17:49:11.769","TID":1,"PID":1,"M":15,"S":8,"PLID":520242,"PLUUID":"6udrxynn6611j9tjm258iu80k","PN":"Kialonda Gaspar","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":25,"Y":92.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["18.4"]},{"I":141,"V":["54.9"]},{"I":212,"V":["26.55616"]},{"I":213,"V":["4.448376"]},{"I":318,"V":["0.00000157"]}]}}}
[2025-08-23 22:19:21.222] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":135,"TS":"2025-08-23T17:49:18.105","TID":1,"PID":1,"M":15,"S":14,"PLID":126486,"PLUUID":"3nfxhugbxid6o0r92txslivh1","PN":"W. Falcone","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":0,"X":25.3,"Y":42.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["67.7"]},{"I":141,"V":["22.0"]},{"I":212,"V":["46.59086"]},{"I":213,"V":["5.983916"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 22:19:24.044] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":136,"TS":"2025-08-23T17:49:22.713","TID":44,"PID":1,"M":15,"S":19,"PLID":227386,"PLUUID":"c4kxfrbrfedilykhbyak3e579","PN":"Y. Ramadani","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":60.2,"Y":24.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 22:19:24.402] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":137,"TS":"2025-08-23T17:49:23.802","TID":86,"PID":1,"M":15,"S":20,"PLID":227386,"PLUUID":"c4kxfrbrfedilykhbyak3e579","PN":"Y. Ramadani","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":60.4,"Y":29,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 22:19:27.225] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":136,"TS":"2025-08-23T17:49:22.713","TID":43,"PID":1,"M":15,"S":19,"PLID":227386,"PLUUID":"c4kxfrbrfedilykhbyak3e579","PN":"Y. Ramadani","TEAMID":130,"TUUID":"bi1fxjrncd0ram0oi7ja1jyuo","O":1,"X":60.2,"Y":24.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":[null]},{"I":144,"V":["44"]}]}}}
[2025-08-23 22:19:28.126] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":139,"TS":"2025-08-23T17:49:21.998","TID":1,"PID":1,"M":15,"S":18,"PLID":431026,"PLUUID":"7ojvhhfvbtbn60sc50y4l2ctm","PN":"J. V\u00e1squez","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":0,"X":31.7,"Y":75.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["44.6"]},{"I":141,"V":["67.9"]},{"I":212,"V":["14.4027"]},{"I":213,"V":["5.936336"]}]}}}
[2025-08-23 22:19:28.810] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":140,"TS":"2025-08-23T17:49:28.529","TID":86,"PID":1,"M":15,"S":25,"PLID":445733,"PLUUID":"2um03dny7h3sdvehq3bygd1t6","PN":"M. Frendrup","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":44.6,"Y":67.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-23 22:19:44.526] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":141,"TS":"2025-08-23T17:49:41.966","TID":1,"PID":1,"M":15,"S":38,"PLID":431026,"PLUUID":"7ojvhhfvbtbn60sc50y4l2ctm","PN":"J. V\u00e1squez","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":38.6,"Y":73.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":5,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["42"]},{"I":141,"V":["67"]},{"I":212,"V":["5.576518"]},{"I":213,"V":["5.407127"]},{"I":318,"V":["0.0000281"]}]}}}
[2025-08-23 22:19:47.219] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":142,"TS":"2025-08-23T17:49:44.231","TID":1,"PID":1,"M":15,"S":40,"PLID":588118,"PLUUID":"7xdhy2xi9mrhzjn6aiatd9ono","PN":"P. Masini","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":39.3,"Y":65.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["29.4"]},{"I":141,"V":["43.6"]},{"I":212,"V":["17.9388"]},{"I":213,"V":["4.09431"]},{"I":318,"V":["0.00000735"]}]}}}
[2025-08-23 22:19:49.858] [POEM] {"data":{"OID":2558511,"UUID":"cj1crau6yj93nnyk80lzjpes4","POEM":{"EVID":143,"TS":"2025-08-23T17:49:46.747","TID":1,"PID":1,"M":15,"S":43,"PLID":624931,"PLUUID":"1lxfpn0wmr895me9xbzcfnh90","PN":"A. Marcandalli","TEAMID":990,"TUUID":"4kumqzwifv478caxed8zywlh3","O":1,"X":29.9,"Y":39.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["29.4"]},{"I":141,"V":["20.7"]},{"I":212,"V":["12.79478"]},{"I":213,"V":["4.671345"]},{"I":318,"V":["0.00000406"]}]}}}
