[2025-08-23 23:27:32.048] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 23:27:32.706] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 23:27:33.369] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"49e80e647ljijc5bz8tqc2l0"}}
[2025-08-23 23:29:22.864] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":248,"TS":"2025-08-23T18:59:20.442","TID":1,"PID":1,"M":28,"S":6,"PLID":98448,"PLUUID":"8rgy29sd9okehwq8bzyb3v0t1","PN":"M. Dituro","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":28.6,"Y":64.4,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["31.7"]},{"I":141,"V":["29"]},{"I":212,"V":["24.29107"]},{"I":213,"V":["4.846793"]},{"I":318,"V":["0.00000806"]}]}}}
[2025-08-23 23:29:24.626] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":249,"TS":"2025-08-23T18:59:22.634","TID":1,"PID":1,"M":28,"S":8,"PLID":442299,"PLUUID":"7o7vwlqxknci1fymzkn9hug6i","PN":"D. Affengruber","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":31.4,"Y":27.8,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["39.3"]},{"I":141,"V":["22"]},{"I":212,"V":["9.184888"]},{"I":213,"V":["5.839356"]},{"I":318,"V":["0.00001164"]}]}}}
[2025-08-23 23:29:27.336] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":250,"TS":"2025-08-23T18:59:24.298","TID":1,"PID":1,"M":28,"S":10,"PLID":522785,"PLUUID":"clrlsy05spf55w39f84b7p3sa","PN":"John Donald","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":39.3,"Y":22.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["52.4"]},{"I":141,"V":["35.3"]},{"I":212,"V":["16.24132"]},{"I":213,"V":["0.5606421"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00011052"]}]}}}
[2025-08-23 23:29:34.906] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":212,"TS":"2025-08-23T18:59:34.530","TID":45,"PID":1,"M":28,"S":20,"PLID":461360,"PLUUID":"4ea0sjczqa5ah1w720zlakkfe","PN":"T. Almada","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":36,"Y":87.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 23:29:35.517] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":251,"TS":"2025-08-23T18:59:27.34","TID":1,"PID":1,"M":28,"S":12,"PLID":578538,"PLUUID":"1filh68q6hdk921qkdo7rsvmc","PN":"Rodrigo Mendoza","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":53.6,"Y":33.4,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["55.6"]},{"I":141,"V":["26.3"]},{"I":212,"V":["5.264939"]},{"I":213,"V":["5.122668"]},{"I":318,"V":["0.00010171"]}]}}}
[2025-08-23 23:29:38.711] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":252,"TS":"2025-08-23T18:59:35.258","TID":1,"PID":1,"M":28,"S":21,"PLID":561245,"PLUUID":"osme4gegtnhlldt4lsqf56ac","PN":"\u00c1. Rodr\u00edguez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":63.6,"Y":20,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["67.5"]},{"I":141,"V":["34.1"]},{"I":212,"V":["10.42587"]},{"I":213,"V":["1.167151"]},{"I":318,"V":["0.00110068"]}]}}}
[2025-08-23 23:29:43.105] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":253,"TS":"2025-08-23T18:59:39.498","TID":1,"PID":1,"M":28,"S":25,"PLID":578538,"PLUUID":"1filh68q6hdk921qkdo7rsvmc","PN":"Rodrigo Mendoza","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":65.5,"Y":48.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["70.3"]},{"I":141,"V":["77.3"]},{"I":212,"V":["20.48566"]},{"I":213,"V":["1.322219"]},{"I":318,"V":["0.00137101"]}]}}}
[2025-08-23 23:29:47.111] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":254,"TS":"2025-08-23T18:59:42.826","TID":1,"PID":1,"M":28,"S":28,"PLID":467020,"PLUUID":"5mgmcero3ui4a24v1w1upx3sa","PN":"Germ\u00e1n Valera","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":70,"Y":73.7,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["61.9"]},{"I":141,"V":["69.2"]},{"I":212,"V":["9.038729"]},{"I":213,"V":["3.486961"]},{"I":318,"V":["0.00057825"]}]}}}
[2025-08-23 23:29:49.111] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":213,"TS":"2025-08-23T18:59:48.722","TID":45,"PID":1,"M":28,"S":34,"PLID":487992,"PLUUID":"7mvqysbmyf6uj3jny3qpqw2ga","PN":"M. Ruggeri","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":31.4,"Y":84.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 23:29:50.926] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":255,"TS":"2025-08-23T18:59:46.795","TID":1,"PID":1,"M":28,"S":32,"PLID":578538,"PLUUID":"1filh68q6hdk921qkdo7rsvmc","PN":"Rodrigo Mendoza","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":63.4,"Y":69.2,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["57.7"]},{"I":141,"V":["62.4"]},{"I":212,"V":["7.563174"]},{"I":213,"V":["3.7994"]},{"I":318,"V":["0.00034731"]}]}}}
[2025-08-23 23:29:52.124] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":256,"TS":"2025-08-23T18:59:50.666","TID":1,"PID":1,"M":28,"S":36,"PLID":442299,"PLUUID":"7o7vwlqxknci1fymzkn9hug6i","PN":"D. Affengruber","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":57.5,"Y":62.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["62.6"]},{"I":141,"V":["69"]},{"I":212,"V":["7.119753"]},{"I":213,"V":["0.7195039"]},{"I":318,"V":["0.0004872"]}]}}}
[2025-08-23 23:29:52.323] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":214,"TS":"2025-08-23T18:59:52.66","TID":8,"PID":1,"M":28,"S":37,"PLID":503523,"PLUUID":"9e7ybe0nsu3byq2tteey3zuy2","PN":"Pablo Barrios","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":36.7,"Y":32.8,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-23 23:29:52.522] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":257,"TS":"2025-08-23T18:59:51.802","TID":1,"PID":1,"M":28,"S":37,"PLID":578538,"PLUUID":"1filh68q6hdk921qkdo7rsvmc","PN":"Rodrigo Mendoza","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":62.6,"Y":69,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["67.4"]},{"I":141,"V":["68.6"]},{"I":212,"V":["5.047334"]},{"I":213,"V":["6.22927"]}]}}}
[2025-08-23 23:29:53.806] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":215,"TS":"2025-08-23T18:59:53.538","TID":49,"PID":1,"M":28,"S":39,"PLID":482652,"PLUUID":"5es43b4a7fv0lkmp63dj439ey","PN":"G. Simeone","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":34.5,"Y":23.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[]}}}
[2025-08-23 23:29:55.735] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":258,"TS":"2025-08-23T18:59:55.386","TID":45,"PID":1,"M":28,"S":41,"PLID":578538,"PLUUID":"1filh68q6hdk921qkdo7rsvmc","PN":"Rodrigo Mendoza","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":68.1,"Y":82.5,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 23:29:58.330] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":216,"TS":"2025-08-23T18:59:55.346","TID":1,"PID":1,"M":28,"S":41,"PLID":482652,"PLUUID":"5es43b4a7fv0lkmp63dj439ey","PN":"G. Simeone","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":27.5,"Y":8.2,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["31.3"]},{"I":141,"V":["29.9"]},{"I":212,"V":["15.28593"]},{"I":213,"V":["1.306713"]},{"I":318,"V":["0.00000585"]}]}}}
[2025-08-23 23:29:58.523] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":217,"TS":"2025-08-23T18:59:57.986","TID":86,"PID":1,"M":28,"S":43,"PLID":503523,"PLUUID":"9e7ybe0nsu3byq2tteey3zuy2","PN":"Pablo Barrios","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":31.3,"Y":29.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[]}}}
[2025-08-23 23:29:58.545] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":259,"TS":"2025-08-23T18:59:58.234","TID":86,"PID":1,"M":28,"S":44,"PLID":199250,"PLUUID":"90ga4jxu6ydpoliajft8w9y39","PN":"Aleix Febas","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":66.7,"Y":73.2,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[]}}}
[2025-08-23 23:30:00.776] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":260,"TS":"2025-08-23T19:00:00.442","TID":78,"PID":1,"M":28,"S":46,"PLID":199250,"PLUUID":"90ga4jxu6ydpoliajft8w9y39","PN":"Aleix Febas","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":66.7,"Y":73.2,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[]}}}
[2025-08-23 23:30:04.200] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":260,"TS":"2025-08-23T19:00:00.442","TID":17,"PID":1,"M":28,"S":46,"PLID":199250,"PLUUID":"90ga4jxu6ydpoliajft8w9y39","PN":"Aleix Febas","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":66.7,"Y":73.2,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":31,"V":["NULL"]},{"I":393,"V":["NULL"]},{"I":13,"V":["243"]},{"I":55,"V":["259"]},{"I":368,"V":["5kcfopfo01ipgr9zvb73gnr2p"]}]}}}
[2025-08-23 23:30:18.864] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":218,"TS":"2025-08-23T19:00:17.249","TID":1,"PID":1,"M":29,"S":3,"PLID":503523,"PLUUID":"9e7ybe0nsu3byq2tteey3zuy2","PN":"Pablo Barrios","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":32.5,"Y":30.4,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":5,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["45.8"]},{"I":141,"V":["12.4"]},{"I":212,"V":["18.56984"]},{"I":213,"V":["5.563519"]},{"I":318,"V":["0.00002057"]}]}}}
[2025-08-23 23:30:22.454] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":219,"TS":"2025-08-23T19:00:19.618","TID":1,"PID":1,"M":29,"S":5,"PLID":192364,"PLUUID":"amxunh6enoc99r07cp7qt621h","PN":"Marcos Llorente","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":54.8,"Y":8.5,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["44.7"]},{"I":141,"V":["23.8"]},{"I":212,"V":["14.85629"]},{"I":213,"V":["2.365762"]},{"I":318,"V":["0.00004205"]}]}}}
[2025-08-23 23:30:25.662] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":220,"TS":"2025-08-23T19:00:22.65","TID":1,"PID":1,"M":29,"S":7,"PLID":503523,"PLUUID":"9e7ybe0nsu3byq2tteey3zuy2","PN":"Pablo Barrios","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":46.8,"Y":24.8,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["37.2"]},{"I":141,"V":["50.4"]},{"I":212,"V":["20.11579"]},{"I":213,"V":["2.095665"]},{"I":318,"V":["0.00002474"]}]}}}
[2025-08-23 23:30:32.327] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":221,"TS":"2025-08-23T19:00:25.426","TID":1,"PID":1,"M":29,"S":11,"PLID":488662,"PLUUID":"3ub05nnpt9o7s387z6oj8vf56","PN":"J. Cardoso","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":39.3,"Y":55.7,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["47.6"]},{"I":141,"V":["88.1"]},{"I":212,"V":["23.69304"]},{"I":213,"V":["1.194123"]},{"I":318,"V":["0.00003979"]}]}}}
[2025-08-23 23:30:34.409] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":222,"TS":"2025-08-23T19:00:32.2","TID":1,"PID":1,"M":29,"S":17,"PLID":235093,"PLUUID":"1vyh50nfaq2kq5pmivpkc1psl","PN":"D. Hancko","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":72.2,"Y":84.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["92.7"]},{"I":141,"V":["49.9"]},{"I":212,"V":["31.93896"]},{"I":213,"V":["5.451921"]}]}}}
[2025-08-23 23:30:37.247] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":223,"TS":"2025-08-23T19:00:35.826","TID":5,"PID":1,"M":29,"S":21,"PLID":235093,"PLUUID":"1vyh50nfaq2kq5pmivpkc1psl","PN":"D. Hancko","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":84.9,"Y":101.7,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 23:30:38.834] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":261,"TS":"2025-08-23T19:00:36.458","TID":12,"PID":1,"M":29,"S":22,"PLID":442299,"PLUUID":"7o7vwlqxknci1fymzkn9hug6i","PN":"D. Affengruber","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":5.3,"Y":50.9,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["5.3"]},{"I":141,"V":["50.9"]},{"I":212,"V":["0"]},{"I":213,"V":["0"]}]}}}
[2025-08-23 23:30:39.038] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":262,"TS":"2025-08-23T19:00:38.555","TID":5,"PID":1,"M":29,"S":24,"PLID":442299,"PLUUID":"7o7vwlqxknci1fymzkn9hug6i","PN":"D. Affengruber","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":17.3,"Y":-1.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 23:30:48.556] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":224,"TS":"2025-08-23T19:00:44.362","TID":27,"PID":1,"M":29,"S":30,"PLID":0,"TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":83.3,"Y":101,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":201,"V":["NULL"]},{"I":246,"V":["NULL"]}]}}}
[2025-08-23 23:30:50.247] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":263,"TS":"2025-08-23T19:00:46.748","TID":27,"PID":1,"M":29,"S":32,"PLID":0,"PLUUID":"8c7gv6syowflyvpftmzcwh8no","PN":"Jon L\u00f3pez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":17.3,"Y":-1.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":201,"V":["NULL"]},{"I":246,"V":["NULL"]}]}}}
[2025-08-23 23:32:40.052] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":225,"TS":"2025-08-23T19:02:39.786","TID":28,"PID":1,"M":31,"S":25,"PLID":0,"TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":66.6,"Y":76.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":55,"V":["224"]},{"I":368,"V":["64y4o8o44f9f71w165xrd3u2w"]}]}}}
[2025-08-23 23:32:48.063] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":264,"TS":"2025-08-23T19:02:47.658","TID":28,"PID":1,"M":31,"S":33,"PLID":0,"PLUUID":"8c7gv6syowflyvpftmzcwh8no","PN":"Jon L\u00f3pez","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":17.3,"Y":-1.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":55,"V":["263"]},{"I":368,"V":["25oe9b38d9kftmlxih35r8ng2"]}]}}}
[2025-08-23 23:32:55.687] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":226,"TS":"2025-08-23T19:02:53.889","TID":1,"PID":1,"M":31,"S":39,"PLID":487992,"PLUUID":"7mvqysbmyf6uj3jny3qpqw2ga","PN":"M. Ruggeri","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":69.8,"Y":101.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["59.8"]},{"I":141,"V":["80.0"]},{"I":212,"V":["18.05512"]},{"I":213,"V":["4.091753"]},{"I":318,"V":["0.00007954"]}]}}}
[2025-08-23 23:32:58.237] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":227,"TS":"2025-08-23T19:02:55.313","TID":1,"PID":1,"M":31,"S":41,"PLID":488662,"PLUUID":"3ub05nnpt9o7s387z6oj8vf56","PN":"J. Cardoso","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":58.2,"Y":77.7,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["46.6"]},{"I":141,"V":["32.6"]},{"I":212,"V":["32.99816"]},{"I":213,"V":["4.334336"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00010593"]}]}}}
[2025-08-23 23:32:59.467] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":228,"TS":"2025-08-23T19:02:57.521","TID":1,"PID":1,"M":31,"S":43,"PLID":224919,"PLUUID":"6xulax65kp4aid70nk7g5jr2t","PN":"Robin Le Normand","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":46.6,"Y":32.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["53.7"]},{"I":141,"V":["10.9"]},{"I":212,"V":["16.53229"]},{"I":213,"V":["5.180202"]},{"I":318,"V":["0.00007408"]}]}}}
[2025-08-23 23:33:02.384] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":265,"TS":"2025-08-23T19:03:01.658","TID":12,"PID":1,"M":31,"S":47,"PLID":199250,"PLUUID":"90ga4jxu6ydpoliajft8w9y39","PN":"Aleix Febas","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":6.8,"Y":77.6,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["6.8"]},{"I":141,"V":["77.6"]},{"I":212,"V":["0"]},{"I":213,"V":["0"]}]}}}
[2025-08-23 23:33:02.588] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":266,"TS":"2025-08-23T19:03:02.18","TID":85,"PID":1,"M":31,"S":47,"PLID":199250,"PLUUID":"90ga4jxu6ydpoliajft8w9y39","PN":"Aleix Febas","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":0,"X":-1.9,"Y":75,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[]}}}
[2025-08-23 23:33:02.820] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":229,"TS":"2025-08-23T19:02:59.122","TID":1,"PID":1,"M":31,"S":44,"PLID":192364,"PLUUID":"amxunh6enoc99r07cp7qt621h","PN":"Marcos Llorente","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":54.4,"Y":10.3,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["91.1"]},{"I":141,"V":["24.2"]},{"I":212,"V":["39.67728"]},{"I":213,"V":["0.2405347"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 23:33:06.806] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":230,"TS":"2025-08-23T19:03:06.594","TID":85,"PID":1,"M":31,"S":52,"PLID":192364,"PLUUID":"amxunh6enoc99r07cp7qt621h","PN":"Marcos Llorente","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":1,"X":91.1,"Y":24.2,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[]}}}
[2025-08-23 23:33:39.188] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":231,"TS":"2025-08-23T19:03:32.899","TID":1,"PID":1,"M":32,"S":18,"PLID":461360,"PLUUID":"4ea0sjczqa5ah1w720zlakkfe","PN":"T. Almada","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":99.5,"Y":0.5,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":2,"V":["NULL"]},{"I":6,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":224,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["100.9"]},{"I":141,"V":["49.1"]},{"I":212,"V":["33.08068"]},{"I":213,"V":["1.526345"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 23:33:41.106] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":267,"TS":"2025-08-23T19:03:39.241","TID":5,"PID":1,"M":32,"S":25,"PLID":578538,"PLUUID":"1filh68q6hdk921qkdo7rsvmc","PN":"Rodrigo Mendoza","TEAMID":954,"TUUID":"4yg9ttzw0m51048doksv8uq5r","O":1,"X":-0.7,"Y":47,"STAT":{"CPID":1,"SC":"1:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-23 23:33:42.590] [POEM] {"data":{"OID":2571951,"UUID":"49e80e647ljijc5bz8tqc2l0","POEM":{"EVID":232,"TS":"2025-08-23T19:03:38.812","TID":5,"PID":1,"M":32,"S":24,"PLID":461360,"PLUUID":"4ea0sjczqa5ah1w720zlakkfe","PN":"T. Almada","TEAMID":175,"TUUID":"4ku8o6uf87yd8iecdalipo6wd","O":0,"X":100.9,"Y":49.1,"STAT":{"CPID":1,"SC":"1:1"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
