[2025-08-23 19:12:49.289] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 19:12:49.948] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 19:12:50.600] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"cvxiwe1m7tpfeel02s60xym8k"}}
[2025-08-23 19:14:34.827] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":132,"TS":"2025-08-23T14:44:34.518","TID":10,"PID":1,"M":14,"S":3,"PLID":180161,"PLUUID":"2hrvu72syd3vyic6ylygxbyl1","PN":"B. Gimber","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":22.2,"Y":57.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":94,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:14:35.400] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":132,"TS":"2025-08-23T14:44:34.518","TID":10,"PID":1,"M":14,"S":3,"PLID":180161,"PLUUID":"2hrvu72syd3vyic6ylygxbyl1","PN":"B. Gimber","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":22.2,"Y":57.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":142,"V":["NULL"]},{"I":94,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:14:38.213] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":133,"TS":"2025-08-23T14:44:36.792","TID":27,"PID":1,"M":14,"S":6,"PLID":0,"TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":22.2,"Y":57.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 19:14:38.625] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":106,"TS":"2025-08-23T14:44:38.147","TID":27,"PID":1,"M":14,"S":7,"PLID":0,"PLUUID":"cs8chviezq7sr6ox9y5wuzo16","PN":"P. van der Veen","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":77.3,"Y":27.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-23 19:14:41.297] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":105,"TS":"2025-08-23T14:44:31.995","TID":15,"PID":1,"M":14,"S":1,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":71.7,"Y":31.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0226"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]}]}}}
[2025-08-23 19:14:51.911] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":105,"TS":"2025-08-23T14:44:31.995","TID":15,"PID":1,"M":14,"S":1,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":71.7,"Y":31.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["104"]},{"I":368,"V":["7ya1dqv1qr3bwek3ml58kyxbq"]},{"I":102,"V":["51.0403803291128"]},{"I":103,"V":["19"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0226"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]},{"I":146,"V":["80.7115384615385"]},{"I":147,"V":["37.7222222222222"]},{"I":230,"V":["97.8461538461538"]},{"I":231,"V":["48.375"]}]}}}
[2025-08-23 19:14:52.287] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":105,"TS":"2025-08-23T14:44:31.995","TID":15,"PID":1,"M":14,"S":1,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":71.7,"Y":31.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":233,"V":["132"]},{"I":372,"V":["7mgh5i9e9fqr3cxm4p9n6eqye"]},{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["104"]},{"I":368,"V":["7ya1dqv1qr3bwek3ml58kyxbq"]},{"I":102,"V":["51.0403803291128"]},{"I":103,"V":["19"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0226"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]},{"I":146,"V":["80.7115384615385"]},{"I":147,"V":["37.7222222222222"]},{"I":230,"V":["97.8461538461538"]},{"I":231,"V":["48.375"]}]}}}
[2025-08-23 19:14:52.493] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":132,"TS":"2025-08-23T14:44:32.95","TID":10,"PID":1,"M":14,"S":1,"PLID":180161,"PLUUID":"2hrvu72syd3vyic6ylygxbyl1","PN":"B. Gimber","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":19.3,"Y":62.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":142,"V":["NULL"]},{"I":94,"V":["NULL"]},{"I":233,"V":["105"]},{"I":372,"V":["18ta88pnfa08axmdy8j0dem5d"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:15:14.904] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":132,"TS":"2025-08-23T14:44:32.95","TID":10,"PID":1,"M":14,"S":1,"PLID":180161,"PLUUID":"2hrvu72syd3vyic6ylygxbyl1","PN":"B. Gimber","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":19.3,"Y":62.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":94,"V":["NULL"]},{"I":233,"V":["105"]},{"I":372,"V":["18ta88pnfa08axmdy8j0dem5d"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 19:15:18.933] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":105,"TS":"2025-08-23T14:44:31.995","TID":15,"PID":1,"M":14,"S":1,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":72.2,"Y":38.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":233,"V":["132"]},{"I":372,"V":["7mgh5i9e9fqr3cxm4p9n6eqye"]},{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["104"]},{"I":368,"V":["7ya1dqv1qr3bwek3ml58kyxbq"]},{"I":102,"V":["50.7350818094322"]},{"I":103,"V":["19"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0247"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]},{"I":146,"V":["80.1923076923077"]},{"I":147,"V":["41.875"]},{"I":230,"V":["97.8461538461538"]},{"I":231,"V":["48.375"]}]}}}
[2025-08-23 19:15:19.909] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":105,"TS":"2025-08-23T14:44:31.995","TID":15,"PID":1,"M":14,"S":1,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":72.6,"Y":36.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":233,"V":["132"]},{"I":372,"V":["7mgh5i9e9fqr3cxm4p9n6eqye"]},{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":76,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["104"]},{"I":368,"V":["7ya1dqv1qr3bwek3ml58kyxbq"]},{"I":102,"V":["52.4238558800492"]},{"I":103,"V":["19"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0248"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]},{"I":146,"V":["79.2836538461538"]},{"I":147,"V":["40.6111111111111"]},{"I":230,"V":["98.1057692307692"]},{"I":231,"V":["48.9166666666667"]}]}}}
[2025-08-23 19:15:33.295] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":134,"TS":"2025-08-23T14:45:33.54","TID":28,"PID":1,"M":15,"S":2,"PLID":0,"TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":22.2,"Y":57.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":55,"V":["133"]},{"I":368,"V":["25nker0t3nzgoha9wkqwn2xvj"]}]}}}
[2025-08-23 19:15:35.722] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":107,"TS":"2025-08-23T14:45:35.370","TID":28,"PID":1,"M":15,"S":4,"PLID":0,"PLUUID":"cs8chviezq7sr6ox9y5wuzo16","PN":"P. van der Veen","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":55.1,"Y":25.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":55,"V":["106"]},{"I":368,"V":["16vt34189soptk2cws7pqssp"]}]}}}
[2025-08-23 19:15:47.574] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":135,"TS":"2025-08-23T14:45:47.334","TID":68,"PID":1,"M":15,"S":16,"PLID":0,"TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":25.1,"Y":62.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 19:15:49.699] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":108,"TS":"2025-08-23T14:45:49.385","TID":68,"PID":1,"M":15,"S":18,"PLID":0,"PLUUID":"cs8chviezq7sr6ox9y5wuzo16","PN":"P. van der Veen","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":77.5,"Y":32.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-23 19:15:58.404] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":109,"TS":"2025-08-23T14:45:56.297","TID":1,"PID":1,"M":15,"S":25,"PLID":109219,"PLUUID":"acxwc7xxrtyssiy390t859kgl","PN":"M. Arnold","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":74.9,"Y":35.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["70.7"]},{"I":141,"V":["88"]},{"I":212,"V":["36.03884"]},{"I":213,"V":["1.693472"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00153609"]}]}}}
[2025-08-23 19:16:01.392] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":110,"TS":"2025-08-23T14:45:58.73","TID":1,"PID":1,"M":15,"S":27,"PLID":522015,"PLUUID":"diyzb2gwf1zkvqyjc63085eui","PN":"A. Zehnter","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":70.6,"Y":88,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["79"]},{"I":141,"V":["97.3"]},{"I":212,"V":["10.8529"]},{"I":213,"V":["0.622049"]},{"I":318,"V":["0.00062587"]}]}}}
[2025-08-23 19:16:01.788] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":111,"TS":"2025-08-23T14:46:01.17","TID":3,"PID":1,"M":15,"S":30,"PLID":486206,"PLUUID":"aplc9mad75h1k90o3qla9c7l6","PN":"P. Wimmer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":77.1,"Y":85,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 19:16:02.593] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":136,"TS":"2025-08-23T14:46:01.237","TID":7,"PID":1,"M":15,"S":30,"PLID":193494,"PLUUID":"98glpci54ztzmd3yn1kttlvpx","PN":"M. Busch","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":0,"X":17.5,"Y":5.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 19:16:07.402] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":112,"TS":"2025-08-23T14:46:04.441","TID":1,"PID":1,"M":15,"S":33,"PLID":424001,"PLUUID":"adi6l78sdvet408eho4fi4xk9","PN":"Vinicius Souza","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":71.4,"Y":59.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["79.9"]},{"I":141,"V":["48.7"]},{"I":212,"V":["11.645"]},{"I":213,"V":["5.585643"]},{"I":318,"V":["0.01973597"]}]}}}
[2025-08-23 19:16:08.405] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":113,"TS":"2025-08-23T14:46:07.177","TID":1,"PID":1,"M":15,"S":36,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":73.9,"Y":63,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["81.2"]},{"I":141,"V":["68.8"]},{"I":212,"V":["8.620172"]},{"I":213,"V":["0.4752171"]}]}}}
[2025-08-23 19:16:09.227] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":137,"TS":"2025-08-23T14:46:08.982","TID":49,"PID":1,"M":15,"S":38,"PLID":193494,"PLUUID":"98glpci54ztzmd3yn1kttlvpx","PN":"M. Busch","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":20.2,"Y":25.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 19:16:13.013] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":138,"TS":"2025-08-23T14:46:09.350","TID":1,"PID":1,"M":15,"S":38,"PLID":193494,"PLUUID":"98glpci54ztzmd3yn1kttlvpx","PN":"M. Busch","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":20.1,"Y":26.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["22.9"]},{"I":141,"V":["11.8"]},{"I":212,"V":["10.22384"]},{"I":213,"V":["5.004071"]},{"I":318,"V":["0.00000165"]}]}}}
[2025-08-23 19:16:13.621] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":139,"TS":"2025-08-23T14:46:12.725","TID":1,"PID":1,"M":15,"S":41,"PLID":505201,"PLUUID":"5bnq6c53ofgo9msqn3vlobpm2","PN":"A. Ibrahimovi\u0107","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":0,"X":23.8,"Y":15.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["53.5"]},{"I":141,"V":["49.8"]},{"I":212,"V":["38.9832"]},{"I":213,"V":["0.6435678"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 19:16:14.013] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":114,"TS":"2025-08-23T14:46:13.641","TID":49,"PID":1,"M":15,"S":42,"PLID":214641,"PLUUID":"bm5w5xsbbflm26pdhmejwgvs9","PN":"M. Jenz","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":45.9,"Y":54.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-23 19:16:16.811] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":115,"TS":"2025-08-23T14:46:14.409","TID":1,"PID":1,"M":15,"S":43,"PLID":214641,"PLUUID":"bm5w5xsbbflm26pdhmejwgvs9","PN":"M. Jenz","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":45.5,"Y":54.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["21.9"]},{"I":141,"V":["58.2"]},{"I":212,"V":["24.90063"]},{"I":213,"V":["3.043123"]},{"I":318,"V":["0.00000554"]}]}}}
[2025-08-23 19:16:20.833] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":116,"TS":"2025-08-23T14:46:16.457","TID":1,"PID":1,"M":15,"S":45,"PLID":232904,"PLUUID":"a79ojcztkvgui9sw4zbkmvr3d","PN":"K. Grabara","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":21.7,"Y":56.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["35.8"]},{"I":141,"V":["85.5"]},{"I":212,"V":["24.55038"]},{"I":213,"V":["0.9234827"]},{"I":318,"V":["0.00001014"]}]}}}
[2025-08-23 19:16:23.223] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":117,"TS":"2025-08-23T14:46:20.601","TID":1,"PID":1,"M":15,"S":49,"PLID":570164,"PLUUID":"5d3stmq3pgka4qhdfoff35t9m","PN":"K. Koulierakis","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":39.3,"Y":76.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.8"]},{"I":141,"V":["54"]},{"I":212,"V":["16.81535"]},{"I":213,"V":["4.294448"]},{"I":318,"V":["0.00001434"]}]}}}
[2025-08-23 19:16:29.661] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":118,"TS":"2025-08-23T14:46:22.921","TID":1,"PID":1,"M":15,"S":52,"PLID":109219,"PLUUID":"acxwc7xxrtyssiy390t859kgl","PN":"M. Arnold","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":35.7,"Y":45,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["44.3"]},{"I":141,"V":["9.9"]},{"I":212,"V":["25.51906"]},{"I":213,"V":["5.074077"]},{"I":318,"V":["0.00003082"]}]}}}
[2025-08-23 19:16:32.307] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":119,"TS":"2025-08-23T14:46:29.432","TID":1,"PID":1,"M":15,"S":58,"PLID":514716,"PLUUID":"2mwe6l0eu1tisri3eu26fx8x6","PN":"K. Fischer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":63.2,"Y":5.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["60.3"]},{"I":141,"V":["18.4"]},{"I":212,"V":["9.157103"]},{"I":213,"V":["1.90978"]},{"I":318,"V":["0.00026217"]}]}}}
[2025-08-23 19:16:34.517] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":120,"TS":"2025-08-23T14:46:31.977","TID":1,"PID":1,"M":16,"S":1,"PLID":424001,"PLUUID":"adi6l78sdvet408eho4fi4xk9","PN":"Vinicius Souza","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":57.2,"Y":16.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["46.7"]},{"I":141,"V":["29.4"]},{"I":212,"V":["14.08895"]},{"I":213,"V":["2.469512"]},{"I":318,"V":["0.00008347"]}]}}}
[2025-08-23 19:16:35.921] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":121,"TS":"2025-08-23T14:46:34.233","TID":1,"PID":1,"M":16,"S":3,"PLID":214641,"PLUUID":"bm5w5xsbbflm26pdhmejwgvs9","PN":"M. Jenz","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":45.9,"Y":27.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["46.2"]},{"I":141,"V":["8.4"]},{"I":212,"V":["12.85586"]},{"I":213,"V":["4.736894"]},{"I":318,"V":["0.00003428"]}]}}}
[2025-08-23 19:16:37.942] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":122,"TS":"2025-08-23T14:46:35.721","TID":1,"PID":1,"M":16,"S":4,"PLID":514716,"PLUUID":"2mwe6l0eu1tisri3eu26fx8x6","PN":"K. Fischer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":45,"Y":12,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["43"]},{"I":141,"V":["34.6"]},{"I":212,"V":["15.51082"]},{"I":213,"V":["1.706603"]},{"I":318,"V":["0.00004552"]}]}}}
[2025-08-23 19:16:43.175] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":123,"TS":"2025-08-23T14:46:37.736","TID":1,"PID":1,"M":16,"S":7,"PLID":109219,"PLUUID":"acxwc7xxrtyssiy390t859kgl","PN":"M. Arnold","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":43,"Y":35.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["44.7"]},{"I":141,"V":["67.3"]},{"I":212,"V":["21.69755"]},{"I":213,"V":["1.488436"]},{"I":318,"V":["0.00006479"]}]}}}
[2025-08-23 19:16:46.161] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":124,"TS":"2025-08-23T14:46:42.938","TID":1,"PID":1,"M":16,"S":12,"PLID":570164,"PLUUID":"5d3stmq3pgka4qhdfoff35t9m","PN":"K. Koulierakis","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":59.3,"Y":71.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["78.6"]},{"I":141,"V":["67.2"]},{"I":212,"V":["20.50499"]},{"I":213,"V":["6.130039"]},{"I":318,"V":["0.00657956"]}]}}}
[2025-08-23 19:16:46.383] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":125,"TS":"2025-08-23T14:46:45.897","TID":61,"PID":1,"M":16,"S":15,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":0,"X":84.9,"Y":72.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-23 19:16:48.372] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":126,"TS":"2025-08-23T14:46:48.138","TID":86,"PID":1,"M":16,"S":17,"PLID":229046,"PLUUID":"3hd9nxdb54zn4fhbf7qa7x0q1","PN":"L. Majer","TEAMID":172,"TUUID":"a8l3w3n0j99qjlsxj3jnmgkz1","O":1,"X":89.3,"Y":74.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-23 19:16:48.610] [POEM] {"data":{"OID":2569053,"UUID":"cvxiwe1m7tpfeel02s60xym8k","POEM":{"EVID":140,"TS":"2025-08-23T14:46:48.358","TID":86,"PID":1,"M":16,"S":17,"PLID":180161,"PLUUID":"2hrvu72syd3vyic6ylygxbyl1","PN":"B. Gimber","TEAMID":2891,"TUUID":"3xcg7xikgrn2x8oa65sopb2is","O":1,"X":10,"Y":23,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
