[2025-08-17 21:01:28.187] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-17 21:01:28.910] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-17 21:01:29.626] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"74h5os2atpg4gkrdbrss9gefo"}}
[2025-08-17 21:03:20.059] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":187,"TS":"2025-08-17T16:33:12.731","TID":1,"PID":1,"M":18,"S":2,"PLID":606371,"PLUUID":"5wsz3usdkj01snq28pzpiwb2s","PN":"A. Avom","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":68.6,"Y":19.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["95.3"]},{"I":141,"V":["13.4"]},{"I":212,"V":["28.38129"]},{"I":213,"V":["6.126812"]},{"I":318,"V":["0.00240861"]}]}}}
[2025-08-17 21:03:25.366] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":188,"TS":"2025-08-17T16:33:20.476","TID":1,"PID":1,"M":18,"S":10,"PLID":626970,"PLUUID":"drvxsxvv0g03fw69sf8xvyp6","PN":"M. Bamba","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":90.5,"Y":24.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["89.2"]},{"I":141,"V":["45.4"]},{"I":212,"V":["14.34509"]},{"I":213,"V":["1.666095"]}]}}}
[2025-08-17 21:03:26.178] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":189,"TS":"2025-08-17T16:33:26.604","TID":86,"PID":1,"M":18,"S":16,"PLID":551976,"PLUUID":"5xswuoacpzuco82mmu00gjyms","PN":"P. Pagis","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":89.1,"Y":46.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-17 21:03:29.582] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":190,"TS":"2025-08-17T16:33:30.108","TID":78,"PID":1,"M":18,"S":20,"PLID":551976,"PLUUID":"5xswuoacpzuco82mmu00gjyms","PN":"P. Pagis","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":89.1,"Y":46.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-17 21:03:33.660] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":190,"TS":"2025-08-17T16:33:30.108","TID":17,"PID":1,"M":18,"S":20,"PLID":551976,"PLUUID":"5xswuoacpzuco82mmu00gjyms","PN":"P. Pagis","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":89.1,"Y":46.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":31,"V":["NULL"]},{"I":392,"V":["NULL"]},{"I":13,"V":["243"]},{"I":55,"V":["189"]},{"I":368,"V":["uh9j897po3xusv3qcmchqzpg"]}]}}}
[2025-08-17 21:03:36.500] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":157,"TS":"2025-08-17T16:33:36.989","TID":86,"PID":1,"M":18,"S":27,"PLID":208973,"PLUUID":"a1oi2uvchhnwi4kqw9npdp0q1","PN":"F. Sierralta","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":15,"Y":51.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-17 21:03:47.178] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":158,"TS":"2025-08-17T16:33:47.580","TID":27,"PID":1,"M":18,"S":37,"PLID":0,"PLUUID":"6sp9r67d1qbx0r7c1xxc6s9g5","PN":"C. P\u00e9lissier","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":15,"Y":51.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-17 21:03:53.627] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":191,"TS":"2025-08-17T16:33:53.676","TID":12,"PID":1,"M":18,"S":43,"PLID":476401,"PLUUID":"5emz2pmqmy4ksbmmt3krbtzze","PN":"F. Mendy","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":7,"Y":63,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["6.5"]},{"I":141,"V":["55.5"]},{"I":212,"V":["5.126951"]},{"I":213,"V":["4.609809"]}]}}}
[2025-08-17 21:04:15.211] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":159,"TS":"2025-08-17T16:34:15.692","TID":28,"PID":1,"M":19,"S":5,"PLID":0,"PLUUID":"6sp9r67d1qbx0r7c1xxc6s9g5","PN":"C. P\u00e9lissier","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":15,"Y":51.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":55,"V":["158"]},{"I":368,"V":["9nzop077nfg7hx3ai29wajzlg"]}]}}}
[2025-08-17 21:04:16.132] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":160,"TS":"2025-08-17T16:34:16.486","TID":45,"PID":1,"M":19,"S":6,"PLID":247389,"PLUUID":"ebx4h86svfnvegspalqgxqfah","PN":"E. Owusu","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":28.1,"Y":9.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 21:04:48.201] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":161,"TS":"2025-08-17T16:34:48.318","TID":1,"PID":1,"M":19,"S":38,"PLID":612855,"PLUUID":"3r9qvhedhr1o6zm6c5l4alkpg","PN":"I. Osman","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":35.8,"Y":95.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":5,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["37.2"]},{"I":141,"V":["87.2"]},{"I":212,"V":["5.700786"]},{"I":213,"V":["4.973195"]}]}}}
[2025-08-17 21:04:53.419] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":162,"TS":"2025-08-17T16:34:53.960","TID":49,"PID":1,"M":19,"S":44,"PLID":612855,"PLUUID":"3r9qvhedhr1o6zm6c5l4alkpg","PN":"I. Osman","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":33.9,"Y":93.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-17 21:04:58.023] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":163,"TS":"2025-08-17T16:34:57.167","TID":1,"PID":1,"M":19,"S":47,"PLID":103116,"PLUUID":"cglp4k40r1t672m7j0eb5ktsl","PN":"D. L\u00e9on","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":14.6,"Y":48.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":5,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["28.6"]},{"I":141,"V":["13.9"]},{"I":212,"V":["27.85812"]},{"I":213,"V":["5.268249"]},{"I":318,"V":["0.00000262"]}]}}}
[2025-08-17 21:04:59.032] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":164,"TS":"2025-08-17T16:34:58.447","TID":1,"PID":1,"M":19,"S":48,"PLID":519343,"PLUUID":"1ho9nox6j8s5cxd1kxjspsrca","PN":"M. Senaya","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":28.6,"Y":13.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["72.6"]},{"I":141,"V":["-1.4"]},{"I":212,"V":["47.35698"]},{"I":213,"V":["6.061686"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-17 21:04:59.230] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":38,"TS":"2025-08-17T16:18:43.408","TID":43,"PID":1,"M":3,"S":33,"PLID":250182,"PLUUID":"92x4ssmd4sq2upjn0dyws5wq1","PN":"A. Tosin","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":41.3,"Y":30.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":142,"V":[null]},{"I":399,"V":["509284"]},{"I":144,"V":["83"]}]}}}
[2025-08-17 21:04:59.243] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":165,"TS":"2025-08-17T16:34:59.457","TID":5,"PID":1,"M":19,"S":49,"PLID":519343,"PLUUID":"1ho9nox6j8s5cxd1kxjspsrca","PN":"M. Senaya","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":72.6,"Y":-1.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-17 21:05:06.263] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":192,"TS":"2025-08-17T16:35:00.735","TID":5,"PID":1,"M":19,"S":50,"PLID":476401,"PLUUID":"5emz2pmqmy4ksbmmt3krbtzze","PN":"F. Mendy","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":21.6,"Y":100.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-17 21:05:15.096] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":193,"TS":"2025-08-17T16:35:06.815","TID":1,"PID":1,"M":19,"S":57,"PLID":177020,"PLUUID":"31ur1f7xmxndnnabhrxyov6xh","PN":"Igor Silva","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":26.6,"Y":101,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["17.0"]},{"I":141,"V":["85.7"]},{"I":212,"V":["14.48619"]},{"I":213,"V":["3.942807"]},{"I":318,"V":["0.00000035"]}]}}}
[2025-08-17 21:05:16.870] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":194,"TS":"2025-08-17T16:35:15.599","TID":1,"PID":1,"M":20,"S":5,"PLID":422480,"PLUUID":"996i59930r3kd4xk48x9fsp2h","PN":"M. Talbi","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":34.4,"Y":81,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["55.2"]},{"I":141,"V":["80.7"]},{"I":212,"V":["21.84095"]},{"I":213,"V":["6.273845"]},{"I":318,"V":["0.00010351"]}]}}}
[2025-08-17 21:05:17.270] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":195,"TS":"2025-08-17T16:35:17.327","TID":1,"PID":1,"M":20,"S":7,"PLID":551976,"PLUUID":"5xswuoacpzuco82mmu00gjyms","PN":"P. Pagis","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":55.2,"Y":80.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["56.0"]},{"I":141,"V":["83.3"]},{"I":212,"V":["1.957402"]},{"I":213,"V":["1.127256"]}]}}}
[2025-08-17 21:05:18.673] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":166,"TS":"2025-08-17T16:35:19.48","TID":74,"PID":1,"M":20,"S":9,"PLID":199056,"PLUUID":"bty8qu3hdcfdb3mlr9i70qga1","PN":"G. Osho","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":37.4,"Y":13.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 21:05:20.068] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":196,"TS":"2025-08-17T16:35:19.823","TID":1,"PID":1,"M":20,"S":10,"PLID":422480,"PLUUID":"996i59930r3kd4xk48x9fsp2h","PN":"M. Talbi","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":45.6,"Y":90.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["59.5"]},{"I":141,"V":["81.9"]},{"I":212,"V":["15.82619"]},{"I":213,"V":["5.886134"]},{"I":318,"V":["0.00016995"]}]}}}
[2025-08-17 21:05:20.470] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":197,"TS":"2025-08-17T16:35:20.559","TID":1,"PID":1,"M":20,"S":10,"PLID":551976,"PLUUID":"5xswuoacpzuco82mmu00gjyms","PN":"P. Pagis","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":59.5,"Y":81.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["67.6"]},{"I":141,"V":["83.6"]},{"I":212,"V":["8.583202"]},{"I":213,"V":["0.1350922"]}]}}}
[2025-08-17 21:05:26.888] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":167,"TS":"2025-08-17T16:35:22.319","TID":1,"PID":1,"M":20,"S":12,"PLID":519343,"PLUUID":"1ho9nox6j8s5cxd1kxjspsrca","PN":"M. Senaya","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":0,"X":36.8,"Y":7.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["85.1"]},{"I":141,"V":["19.3"]},{"I":212,"V":["51.36728"]},{"I":213,"V":["0.1595318"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-17 21:05:28.515] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":198,"TS":"2025-08-17T16:35:28.143","TID":1,"PID":1,"M":20,"S":18,"PLID":194188,"PLUUID":"a065rtv2lfh0rso33dfuah4ut","PN":"B. Kamara","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":12.8,"Y":83,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["22.8"]},{"I":141,"V":["84.5"]},{"I":212,"V":["10.54943"]},{"I":213,"V":["0.096839"]},{"I":318,"V":["0.00000128"]}]}}}
[2025-08-17 21:05:29.089] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":199,"TS":"2025-08-17T16:35:29.7","TID":1,"PID":1,"M":20,"S":19,"PLID":107258,"PLUUID":"3hiehiu25aufrc0q9890haqc5","PN":"L. Abergel","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":22.8,"Y":84.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28.2"]},{"I":141,"V":["88.7"]},{"I":212,"V":["6.348672"]},{"I":213,"V":["0.4666062"]},{"I":318,"V":["0.00000239"]}]}}}
[2025-08-17 21:05:31.900] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":200,"TS":"2025-08-17T16:35:29.487","TID":1,"PID":1,"M":20,"S":19,"PLID":422480,"PLUUID":"996i59930r3kd4xk48x9fsp2h","PN":"M. Talbi","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":28.2,"Y":88.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["25.6"]},{"I":141,"V":["81.6"]},{"I":212,"V":["5.546394"]},{"I":213,"V":["4.19776"]},{"I":318,"V":["0.0000023"]}]}}}
[2025-08-17 21:05:33.483] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":201,"TS":"2025-08-17T16:35:32.320","TID":1,"PID":1,"M":20,"S":22,"PLID":107258,"PLUUID":"3hiehiu25aufrc0q9890haqc5","PN":"L. Abergel","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":27.3,"Y":78.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28.2"]},{"I":141,"V":["54.3"]},{"I":212,"V":["16.75467"]},{"I":213,"V":["4.768821"]},{"I":318,"V":["0.00000547"]}]}}}
[2025-08-17 21:05:37.094] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":202,"TS":"2025-08-17T16:35:33.951","TID":1,"PID":1,"M":20,"S":24,"PLID":476401,"PLUUID":"5emz2pmqmy4ksbmmt3krbtzze","PN":"F. Mendy","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":27,"Y":50.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.2"]},{"I":141,"V":["63.5"]},{"I":212,"V":["9.330017"]},{"I":213,"V":["1.202391"]},{"I":318,"V":["0.00000599"]}]}}}
[2025-08-17 21:05:37.500] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-17 21:05:38.276] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-17 21:05:38.991] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"74h5os2atpg4gkrdbrss9gefo"}}
[2025-08-17 21:05:39.205] [IN] {"csb":{"rc":0,"msg":"Client subscribed"}}
[2025-08-17 21:05:39.206] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":202,"TS":"2025-08-17T16:35:33.951","TID":1,"PID":1,"M":20,"S":24,"PLID":476401,"PLUUID":"5emz2pmqmy4ksbmmt3krbtzze","PN":"F. Mendy","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":27,"Y":50.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.2"]},{"I":141,"V":["63.5"]},{"I":212,"V":["9.330017"]},{"I":213,"V":["1.202391"]},{"I":318,"V":["0.00000599"]}]}}}
[2025-08-17 21:05:42.149] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":203,"TS":"2025-08-17T16:35:37.519","TID":1,"PID":1,"M":20,"S":27,"PLID":107258,"PLUUID":"3hiehiu25aufrc0q9890haqc5","PN":"L. Abergel","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":31.9,"Y":54.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["64.8"]},{"I":141,"V":["3.8"]},{"I":212,"V":["48.66135"]},{"I":213,"V":["5.501754"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00021252"]}]}}}
[2025-08-17 21:05:42.152] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":203,"TS":"2025-08-17T16:35:37.519","TID":1,"PID":1,"M":20,"S":27,"PLID":107258,"PLUUID":"3hiehiu25aufrc0q9890haqc5","PN":"L. Abergel","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":31.9,"Y":54.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["64.8"]},{"I":141,"V":["3.8"]},{"I":212,"V":["48.66135"]},{"I":213,"V":["5.501754"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00021252"]}]}}}
[2025-08-17 21:05:44.954] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":204,"TS":"2025-08-17T16:35:42.640","TID":1,"PID":1,"M":20,"S":32,"PLID":547430,"PLUUID":"blsn3vd9ixyrtiiw3t023cuwa","PN":"J. Mvuka","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":69.3,"Y":5.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["61.9"]},{"I":141,"V":["6.4"]},{"I":212,"V":["7.805921"]},{"I":213,"V":["3.045621"]},{"I":318,"V":["0.00015892"]}]}}}
[2025-08-17 21:05:44.955] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":204,"TS":"2025-08-17T16:35:42.640","TID":1,"PID":1,"M":20,"S":32,"PLID":547430,"PLUUID":"blsn3vd9ixyrtiiw3t023cuwa","PN":"J. Mvuka","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":69.3,"Y":5.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["61.9"]},{"I":141,"V":["6.4"]},{"I":212,"V":["7.805921"]},{"I":213,"V":["3.045621"]},{"I":318,"V":["0.00015892"]}]}}}
[2025-08-17 21:05:49.352] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":205,"TS":"2025-08-17T16:35:45.360","TID":1,"PID":1,"M":20,"S":35,"PLID":606371,"PLUUID":"5wsz3usdkj01snq28pzpiwb2s","PN":"A. Avom","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":62,"Y":8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["73.4"]},{"I":141,"V":["7.6"]},{"I":212,"V":["11.97309"]},{"I":213,"V":["6.260466"]},{"I":318,"V":["0.00045237"]}]}}}
[2025-08-17 21:05:49.354] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":205,"TS":"2025-08-17T16:35:45.360","TID":1,"PID":1,"M":20,"S":35,"PLID":606371,"PLUUID":"5wsz3usdkj01snq28pzpiwb2s","PN":"A. Avom","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":1,"X":62,"Y":8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["73.4"]},{"I":141,"V":["7.6"]},{"I":212,"V":["11.97309"]},{"I":213,"V":["6.260466"]},{"I":318,"V":["0.00045237"]}]}}}
[2025-08-17 21:05:49.549] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":206,"TS":"2025-08-17T16:35:49.778","TID":1,"PID":1,"M":20,"S":39,"PLID":250182,"PLUUID":"92x4ssmd4sq2upjn0dyws5wq1","PN":"A. Tosin","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":71.3,"Y":3.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["70.3"]},{"I":141,"V":["4.1"]},{"I":212,"V":["1.084659"]},{"I":213,"V":["2.888117"]}]}}}
[2025-08-17 21:05:49.550] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":206,"TS":"2025-08-17T16:35:49.778","TID":1,"PID":1,"M":20,"S":39,"PLID":250182,"PLUUID":"92x4ssmd4sq2upjn0dyws5wq1","PN":"A. Tosin","TEAMID":694,"TUUID":"70nn27vgkt6l48lvv5e66q7ww","O":0,"X":71.3,"Y":3.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["70.3"]},{"I":141,"V":["4.1"]},{"I":212,"V":["1.084659"]},{"I":213,"V":["2.888117"]}]}}}
[2025-08-17 21:05:51.256] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":168,"TS":"2025-08-17T16:35:51.800","TID":74,"PID":1,"M":20,"S":41,"PLID":445970,"PLUUID":"aujgya83jg4eylvm7hjjbbasq","PN":"L. Sinayoko","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":38.8,"Y":96.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 21:05:51.258] [POEM] {"data":{"OID":2568436,"UUID":"74h5os2atpg4gkrdbrss9gefo","POEM":{"EVID":168,"TS":"2025-08-17T16:35:51.800","TID":74,"PID":1,"M":20,"S":41,"PLID":445970,"PLUUID":"aujgya83jg4eylvm7hjjbbasq","PN":"L. Sinayoko","TEAMID":138,"TUUID":"9bxav814mkuhueiyivyive82d","O":1,"X":38.8,"Y":96.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
