[2025-08-19 00:32:44.800] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-19 00:32:45.449] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-19 00:32:46.097] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"13ylro8dy443m52qxwrxm9zis"}}
[2025-08-19 00:34:21.608] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":34,"TS":"2025-08-18T20:04:19.165","TID":1,"PID":1,"M":2,"S":14,"PLID":106611,"PLUUID":"6og6s61vrg51rfqxk9cipylzp","PN":"M. Keane","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":4.9,"Y":67.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["4.1"]},{"I":141,"V":["55.5"]},{"I":212,"V":["8.406075"]},{"I":213,"V":["4.612294"]},{"I":318,"V":["0.00000015"]}]}}}
[2025-08-19 00:34:24.008] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":35,"TS":"2025-08-18T20:04:21.373","TID":1,"PID":1,"M":2,"S":16,"PLID":111234,"PLUUID":"e8dina16u5kt5ho4u5igtmimt","PN":"J. Pickford","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":4.1,"Y":55.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["47.6"]},{"I":141,"V":["78.9"]},{"I":212,"V":["48.36732"]},{"I":213,"V":["0.3352259"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00003297"]}]}}}
[2025-08-19 00:34:24.433] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":36,"TS":"2025-08-18T20:04:23.709","TID":44,"PID":1,"M":2,"S":18,"PLID":486385,"PLUUID":"6z3a27dxffwacyxof0imvcfvu","PN":"Beto","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":47.6,"Y":78.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-19 00:34:25.215] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":38,"TS":"2025-08-18T20:04:24.701","TID":44,"PID":1,"M":2,"S":19,"PLID":214225,"PLUUID":"otan631zzfnq2sektkl3ywo9","PN":"J. Rodon","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":54.2,"Y":17.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-19 00:34:26.411] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":39,"TS":"2025-08-18T20:04:25.28","TID":1,"PID":1,"M":2,"S":20,"PLID":214225,"PLUUID":"otan631zzfnq2sektkl3ywo9","PN":"J. Rodon","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":54.2,"Y":17.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["53.9"]},{"I":141,"V":["28.3"]},{"I":212,"V":["7.418691"]},{"I":213,"V":["1.613269"]},{"I":318,"V":["0.00007365"]}]}}}
[2025-08-19 00:34:26.617] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":40,"TS":"2025-08-18T20:04:25.548","TID":1,"PID":1,"M":2,"S":20,"PLID":199598,"PLUUID":"f1ma05bi3t1hfbflylx5d9tyh","PN":"E. Ampadu","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":53.9,"Y":28.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["58.8"]},{"I":141,"V":["12.9"]},{"I":212,"V":["11.66764"]},{"I":213,"V":["5.169061"]}]}}}
[2025-08-19 00:34:28.020] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":37,"TS":"2025-08-18T20:04:27.197","TID":1,"PID":1,"M":2,"S":22,"PLID":232928,"PLUUID":"15948izygnu32cu1pw6h5wp9l","PN":"J. Garner","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":36.4,"Y":91.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["44.5"]},{"I":141,"V":["82.1"]},{"I":212,"V":["10.72147"]},{"I":213,"V":["5.628548"]}]}}}
[2025-08-19 00:34:29.429] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":41,"TS":"2025-08-18T20:04:28.220","TID":1,"PID":1,"M":2,"S":23,"PLID":214225,"PLUUID":"otan631zzfnq2sektkl3ywo9","PN":"J. Rodon","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":54.2,"Y":15.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["58.1"]},{"I":141,"V":["15.9"]},{"I":212,"V":["4.122572"]},{"I":213,"V":["0.11572"]},{"I":318,"V":["0.00010728"]}]}}}
[2025-08-19 00:34:29.818] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":42,"TS":"2025-08-18T20:04:29.237","TID":49,"PID":1,"M":2,"S":24,"PLID":248056,"PLUUID":"28ucbvor6b0yxreoieehudfc9","PN":"A. Tanaka","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":58.1,"Y":15.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-19 00:34:30.021] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":43,"TS":"2025-08-18T20:04:29.364","TID":1,"PID":1,"M":2,"S":24,"PLID":248056,"PLUUID":"28ucbvor6b0yxreoieehudfc9","PN":"A. Tanaka","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":58.1,"Y":15.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["56.4"]},{"I":141,"V":["7.4"]},{"I":212,"V":["6.049349"]},{"I":213,"V":["4.412857"]},{"I":318,"V":["0.00006921"]}]}}}
[2025-08-19 00:34:31.092] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":44,"TS":"2025-08-18T20:04:30.253","TID":1,"PID":1,"M":2,"S":25,"PLID":200617,"PLUUID":"dkwkmrmpb7rq4e660efcu5hat","PN":"D. James","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":56.4,"Y":7.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["51.4"]},{"I":141,"V":["6.2"]},{"I":212,"V":["5.313036"]},{"I":213,"V":["3.295787"]},{"I":318,"V":["0.00003511"]}]}}}
[2025-08-19 00:34:34.037] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":45,"TS":"2025-08-18T20:04:30.844","TID":1,"PID":1,"M":2,"S":26,"PLID":226182,"PLUUID":"dwumn5qew7ae53givnx2p892h","PN":"J. Bogle","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":51.4,"Y":6.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["60.7"]},{"I":141,"V":["11"]},{"I":212,"V":["10.29606"]},{"I":213,"V":["0.3225798"]},{"I":318,"V":["0.00011015"]}]}}}
[2025-08-19 00:34:35.248] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":46,"TS":"2025-08-18T20:04:33.828","TID":1,"PID":1,"M":2,"S":29,"PLID":248056,"PLUUID":"28ucbvor6b0yxreoieehudfc9","PN":"A. Tanaka","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":63.1,"Y":8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["75.6"]},{"I":141,"V":["7.3"]},{"I":212,"V":["13.13363"]},{"I":213,"V":["6.246934"]}]}}}
[2025-08-19 00:34:35.442] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":38,"TS":"2025-08-18T20:04:35.166","TID":49,"PID":1,"M":2,"S":30,"PLID":232928,"PLUUID":"15948izygnu32cu1pw6h5wp9l","PN":"J. Garner","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":21,"Y":89.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-19 00:34:38.301] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":39,"TS":"2025-08-18T20:04:36.397","TID":1,"PID":1,"M":2,"S":31,"PLID":232928,"PLUUID":"15948izygnu32cu1pw6h5wp9l","PN":"J. Garner","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":21.1,"Y":90.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["25.6"]},{"I":141,"V":["77.7"]},{"I":212,"V":["10.14368"]},{"I":213,"V":["5.196936"]},{"I":318,"V":["0.00000184"]}]}}}
[2025-08-19 00:34:40.113] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":40,"TS":"2025-08-18T20:04:37.997","TID":1,"PID":1,"M":2,"S":33,"PLID":80801,"PLUUID":"ceerfv28fygp7m2euv5n5uu39","PN":"I. Gueye","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":23.5,"Y":79.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["16.4"]},{"I":141,"V":["94.5"]},{"I":212,"V":["12.79923"]},{"I":213,"V":["2.192544"]},{"I":318,"V":["0.00000053"]}]}}}
[2025-08-19 00:34:42.905] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":41,"TS":"2025-08-18T20:04:39.884","TID":1,"PID":1,"M":2,"S":35,"PLID":232928,"PLUUID":"15948izygnu32cu1pw6h5wp9l","PN":"J. Garner","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":16.4,"Y":93.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["40.6"]},{"I":141,"V":["95.3"]},{"I":212,"V":["25.43946"]},{"I":213,"V":["0.04813281"]}]}}}
[2025-08-19 00:34:42.947] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":47,"TS":"2025-08-18T20:04:42.701","TID":8,"PID":1,"M":2,"S":37,"PLID":199598,"PLUUID":"f1ma05bi3t1hfbflylx5d9tyh","PN":"E. Ampadu","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":58.6,"Y":4.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-19 00:34:43.708] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":48,"TS":"2025-08-18T20:04:43.340","TID":5,"PID":1,"M":2,"S":38,"PLID":199598,"PLUUID":"f1ma05bi3t1hfbflylx5d9tyh","PN":"E. Ampadu","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":58.8,"Y":-0.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-19 00:34:46.283] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":42,"TS":"2025-08-18T20:04:43.517","TID":5,"PID":1,"M":2,"S":38,"PLID":232928,"PLUUID":"15948izygnu32cu1pw6h5wp9l","PN":"J. Garner","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":38,"Y":102,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-19 00:35:00.587] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":43,"TS":"2025-08-18T20:04:59.191","TID":1,"PID":1,"M":2,"S":54,"PLID":232928,"PLUUID":"15948izygnu32cu1pw6h5wp9l","PN":"J. Garner","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":35.3,"Y":102,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["20.6"]},{"I":141,"V":["71.6"]},{"I":212,"V":["25.79866"]},{"I":213,"V":["4.071028"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00000085"]}]}}}
[2025-08-19 00:35:02.782] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":44,"TS":"2025-08-18T20:05:00.973","TID":1,"PID":1,"M":2,"S":56,"PLID":106611,"PLUUID":"6og6s61vrg51rfqxk9cipylzp","PN":"M. Keane","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":18.6,"Y":66.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["24.0"]},{"I":141,"V":["20.8"]},{"I":212,"V":["31.58903"]},{"I":213,"V":["4.89286"]},{"I":318,"V":["0.00000226"]}]}}}
[2025-08-19 00:35:08.810] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":45,"TS":"2025-08-18T20:05:02.541","TID":1,"PID":1,"M":2,"S":57,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":23.9,"Y":21.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["15.7"]},{"I":141,"V":["55.0"]},{"I":212,"V":["24.28924"]},{"I":213,"V":["1.933152"]},{"I":318,"V":["0.00000108"]}]}}}
[2025-08-19 00:35:12.624] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":46,"TS":"2025-08-18T20:05:08.477","TID":1,"PID":1,"M":3,"S":3,"PLID":111234,"PLUUID":"e8dina16u5kt5ho4u5igtmimt","PN":"J. Pickford","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":27.7,"Y":63.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["72.3"]},{"I":141,"V":["6.1"]},{"I":212,"V":["61.09429"]},{"I":213,"V":["5.585794"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00040796"]}]}}}
[2025-08-19 00:35:13.200] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":49,"TS":"2025-08-18T20:05:12.892","TID":45,"PID":1,"M":3,"S":8,"PLID":235826,"PLUUID":"6ka58mn83rknx80e4y2jk3949","PN":"J. Piroe","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":29.9,"Y":44.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-19 00:35:16.210] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":47,"TS":"2025-08-18T20:05:12.413","TID":1,"PID":1,"M":3,"S":7,"PLID":512462,"PLUUID":"8u5vfczmsnklqp9bpilrbvy8k","PN":"J. O'Brien","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":72.3,"Y":6.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["71.1"]},{"I":141,"V":["19.6"]},{"I":212,"V":["9.266068"]},{"I":213,"V":["1.707199"]},{"I":318,"V":["0.00054871"]}]}}}
[2025-08-19 00:35:18.677] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":48,"TS":"2025-08-18T20:05:16.30","TID":1,"PID":1,"M":3,"S":11,"PLID":502697,"PLUUID":"18qxb54ol1s4mtgl7n3224ciy","PN":"C. Alcaraz","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":77.3,"Y":21.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["96.7"]},{"I":141,"V":["8.7"]},{"I":212,"V":["22.04621"]},{"I":213,"V":["5.890718"]},{"I":318,"V":["0.00130552"]}]}}}
[2025-08-19 00:35:19.485] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":49,"TS":"2025-08-18T20:05:18.413","TID":1,"PID":1,"M":3,"S":13,"PLID":512462,"PLUUID":"8u5vfczmsnklqp9bpilrbvy8k","PN":"J. O'Brien","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":96.8,"Y":7.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["95.6"]},{"I":141,"V":["16.6"]},{"I":212,"V":["6.24836"]},{"I":213,"V":["1.773842"]}]}}}
[2025-08-19 00:35:19.691] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":50,"TS":"2025-08-18T20:05:19.532","TID":61,"PID":1,"M":3,"S":14,"PLID":243526,"PLUUID":"fij46jr9fq43444gr1y8tl9l","PN":"G. Gudmundsson","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":4.8,"Y":90.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-19 00:35:23.217] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":49,"TS":"2025-08-18T20:05:18.413","TID":43,"PID":1,"M":3,"S":13,"PLID":512462,"PLUUID":"8u5vfczmsnklqp9bpilrbvy8k","PN":"J. O'Brien","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":96.8,"Y":7.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":2,"V":[null]},{"I":155,"V":[null]},{"I":56,"V":["Right"]},{"I":140,"V":["95.6"]},{"I":141,"V":["16.6"]},{"I":212,"V":["6.24836"]},{"I":213,"V":["1.773842"]},{"I":144,"V":["1"]}]}}}
[2025-08-19 00:36:02.930] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":51,"TS":"2025-08-18T20:05:59.693","TID":1,"PID":1,"M":3,"S":54,"PLID":201595,"PLUUID":"dve7yj8usejn9x7pmdjvozje1","PN":"Lucas Perri","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":13.1,"Y":82.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":5,"V":["NULL"]},{"I":157,"V":["NULL"]},{"I":241,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["72.9"]},{"I":141,"V":["61.5"]},{"I":212,"V":["64.3783"]},{"I":213,"V":["6.060594"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-19 00:36:03.934] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":50,"TS":"2025-08-18T20:06:02.925","TID":12,"PID":1,"M":3,"S":58,"PLID":106611,"PLUUID":"6og6s61vrg51rfqxk9cipylzp","PN":"M. Keane","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":27.3,"Y":41.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["39.0"]},{"I":141,"V":["35.3"]},{"I":212,"V":["13.07912"]},{"I":213,"V":["5.932925"]}]}}}
[2025-08-19 00:36:05.453] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":52,"TS":"2025-08-18T20:06:04.459","TID":1,"PID":1,"M":3,"S":59,"PLID":199598,"PLUUID":"f1ma05bi3t1hfbflylx5d9tyh","PN":"E. Ampadu","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":65.1,"Y":67.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["69.4"]},{"I":141,"V":["69.7"]},{"I":212,"V":["4.75639"]},{"I":213,"V":["0.3199555"]},{"I":318,"V":["0.00107818"]}]}}}
[2025-08-19 00:36:06.515] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":53,"TS":"2025-08-18T20:06:05.195","TID":1,"PID":1,"M":4,"S":0,"PLID":466525,"PLUUID":"az7owi5t4bclkamjsjuyxzv1l","PN":"A. Stach","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":69.4,"Y":69.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["74.9"]},{"I":141,"V":["69"]},{"I":212,"V":["5.794584"]},{"I":213,"V":["6.200947"]}]}}}
[2025-08-19 00:36:08.112] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":51,"TS":"2025-08-18T20:06:07.773","TID":49,"PID":1,"M":4,"S":2,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":1,"X":27.6,"Y":31,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-19 00:36:11.345] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":52,"TS":"2025-08-18T20:06:08.348","TID":1,"PID":1,"M":4,"S":3,"PLID":17761,"PLUUID":"35jaxclh329duzefna708jk5x","PN":"J. Tarkowski","TEAMID":11,"TUUID":"ehd2iemqmschhj2ec0vayztzz","O":0,"X":27.6,"Y":31,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["81.4"]},{"I":141,"V":["22.6"]},{"I":212,"V":["56.77805"]},{"I":213,"V":["6.182413"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-19 00:36:12.922] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":54,"TS":"2025-08-18T20:06:10.884","TID":1,"PID":1,"M":4,"S":6,"PLID":214225,"PLUUID":"otan631zzfnq2sektkl3ywo9","PN":"J. Rodon","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":21.6,"Y":75.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["6.8"]},{"I":141,"V":["69"]},{"I":212,"V":["16.1751"]},{"I":213,"V":["3.422746"]},{"I":318,"V":["0.0000001"]}]}}}
[2025-08-19 00:36:13.126] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":55,"TS":"2025-08-18T20:06:12.612","TID":52,"PID":1,"M":4,"S":7,"PLID":201595,"PLUUID":"dve7yj8usejn9x7pmdjvozje1","PN":"Lucas Perri","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":0,"X":6.8,"Y":68.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-19 00:36:25.138] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":56,"TS":"2025-08-18T20:06:16.116","TID":1,"PID":1,"M":4,"S":11,"PLID":201595,"PLUUID":"dve7yj8usejn9x7pmdjvozje1","PN":"Lucas Perri","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":7.1,"Y":65.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":123,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["9"]},{"I":141,"V":["39.2"]},{"I":212,"V":["18.1301"]},{"I":213,"V":["4.82265"]},{"I":318,"V":["0.00000031"]}]}}}
[2025-08-19 00:36:27.162] [POEM] {"data":{"OID":2561904,"UUID":"13ylro8dy443m52qxwrxm9zis","POEM":{"EVID":57,"TS":"2025-08-18T20:06:24.924","TID":1,"PID":1,"M":4,"S":20,"PLID":214225,"PLUUID":"otan631zzfnq2sektkl3ywo9","PN":"J. Rodon","TEAMID":2,"TUUID":"48gk2hpqtsl6p9sx9kjhaydq4","O":1,"X":36.1,"Y":32.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["52.3"]},{"I":141,"V":["43.4"]},{"I":212,"V":["18.63716"]},{"I":213,"V":["0.4209701"]},{"I":318,"V":["0.00010496"]}]}}}
