[2025-08-17 18:38:24.217] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-17 18:38:24.935] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-17 18:38:25.673] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"12znl0wq9dni0y2j3xb2dsmj8"}}
[2025-08-17 18:41:04.475] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":98,"TS":"2025-08-17T14:11:01.893","TID":1,"PID":1,"M":10,"S":8,"PLID":225796,"PLUUID":"dczrgxyolp7lcz413wkz7ap61","PN":"R. James","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":44.7,"Y":44.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["45.1"]},{"I":141,"V":["84.5"]},{"I":212,"V":["27.33923"]},{"I":213,"V":["1.555433"]},{"I":318,"V":["0.00003556"]}]}}}
[2025-08-17 18:41:07.537] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":99,"TS":"2025-08-17T14:11:04.917","TID":1,"PID":1,"M":10,"S":11,"PLID":180736,"PLUUID":"5e2zgfe3ltc6qbnoqdfshqsph","PN":"T. Chalobah","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":42.5,"Y":87.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.4"]},{"I":141,"V":["59.0"]},{"I":212,"V":["21.03964"]},{"I":213,"V":["4.296245"]},{"I":318,"V":["0.00001268"]}]}}}
[2025-08-17 18:41:08.188] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":100,"TS":"2025-08-17T14:11:07.973","TID":1,"PID":1,"M":10,"S":14,"PLID":577016,"PLUUID":"ek4oa7zejocbbgu1l2vdebitw","PN":"J. Acheampong","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":36,"Y":53.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["39.9"]},{"I":141,"V":["40.4"]},{"I":212,"V":["9.742414"]},{"I":213,"V":["5.146195"]}]}}}
[2025-08-17 18:41:09.604] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":62,"TS":"2025-08-17T14:11:10.23","TID":49,"PID":1,"M":10,"S":16,"PLID":232413,"PLUUID":"4wic6z72nwmhkheme209fcmp5","PN":"E. Eze","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":63.6,"Y":65,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-17 18:41:14.207] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":101,"TS":"2025-08-17T14:11:14.52","TID":7,"PID":1,"M":10,"S":20,"PLID":486672,"PLUUID":"3uc9z96xvain84leorf4ls962","PN":"M. Caicedo","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":28,"Y":66.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 18:41:14.277] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":63,"TS":"2025-08-17T14:11:11.31","TID":1,"PID":1,"M":10,"S":17,"PLID":232413,"PLUUID":"4wic6z72nwmhkheme209fcmp5","PN":"E. Eze","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":65.6,"Y":59.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["70.6"]},{"I":141,"V":["44.2"]},{"I":212,"V":["11.89704"]},{"I":213,"V":["5.169421"]},{"I":318,"V":["0.00234788"]}]}}}
[2025-08-17 18:41:14.606] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":64,"TS":"2025-08-17T14:11:14.647","TID":50,"PID":1,"M":10,"S":21,"PLID":232185,"PLUUID":"44s112hd02w1i2ucvai9jy7e1","PN":"I. Sarr","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":0,"X":71.2,"Y":41.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 18:41:16.407] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":65,"TS":"2025-08-17T14:11:15.175","TID":1,"PID":1,"M":10,"S":22,"PLID":232185,"PLUUID":"44s112hd02w1i2ucvai9jy7e1","PN":"I. Sarr","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":71.2,"Y":41.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["89.1"]},{"I":141,"V":["12.7"]},{"I":212,"V":["26.9482"]},{"I":213,"V":["5.484221"]},{"I":318,"V":["0.00256307"]}]}}}
[2025-08-17 18:41:18.131] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":66,"TS":"2025-08-17T14:11:16.760","TID":1,"PID":1,"M":10,"S":23,"PLID":247348,"PLUUID":"3yb66hal4fvr04bawz0y3efhl","PN":"D. Mu\u00f1oz","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":0,"X":89.7,"Y":12.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["86.8"]},{"I":141,"V":["45.6"]},{"I":212,"V":["22.5109"]},{"I":213,"V":["1.70648"]}]}}}
[2025-08-17 18:41:19.776] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":102,"TS":"2025-08-17T14:11:19.605","TID":12,"PID":1,"M":10,"S":26,"PLID":448047,"PLUUID":"1zxwich342p8fholev7ddkwh6","PN":"E. Fern\u00e1ndez","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":10.2,"Y":54,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["17.7"]},{"I":141,"V":["52.5"]},{"I":212,"V":["7.940783"]},{"I":213,"V":["6.154378"]}]}}}
[2025-08-17 18:41:20.768] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":103,"TS":"2025-08-17T14:11:21.189","TID":45,"PID":1,"M":10,"S":28,"PLID":244851,"PLUUID":"dl10343h8yopcgerzur5samwa","PN":"C. Palmer","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":25.3,"Y":45.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 18:41:21.389] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":104,"TS":"2025-08-17T14:11:21.557","TID":45,"PID":1,"M":10,"S":28,"PLID":244851,"PLUUID":"dl10343h8yopcgerzur5samwa","PN":"C. Palmer","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":25.3,"Y":45.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 18:41:22.838] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":105,"TS":"2025-08-17T14:11:23.141","TID":45,"PID":1,"M":10,"S":30,"PLID":486672,"PLUUID":"3uc9z96xvain84leorf4ls962","PN":"M. Caicedo","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":26.4,"Y":41.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 18:41:23.393] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":67,"TS":"2025-08-17T14:11:22.312","TID":3,"PID":1,"M":10,"S":29,"PLID":232413,"PLUUID":"4wic6z72nwmhkheme209fcmp5","PN":"E. Eze","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":72.7,"Y":52.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 18:41:24.590] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":68,"TS":"2025-08-17T14:11:23.847","TID":3,"PID":1,"M":10,"S":30,"PLID":232413,"PLUUID":"4wic6z72nwmhkheme209fcmp5","PN":"E. Eze","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":0,"X":74.7,"Y":57.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 18:41:30.395] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":106,"TS":"2025-08-17T14:11:24.468","TID":7,"PID":1,"M":10,"S":31,"PLID":225796,"PLUUID":"dczrgxyolp7lcz413wkz7ap61","PN":"R. James","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":25.1,"Y":40.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 18:41:30.595] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":107,"TS":"2025-08-17T14:11:30.740","TID":86,"PID":1,"M":10,"S":37,"PLID":179268,"PLUUID":"7c2wnewpcf1idj6ghj6gu0wyd","PN":"Marc Cucurella","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":19.4,"Y":49.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-17 18:41:33.406] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":69,"TS":"2025-08-17T14:11:26.902","TID":4,"PID":1,"M":10,"S":33,"PLID":108413,"PLUUID":"dbebh5mvzowjrp7h4qvzxvaol","PN":"W. Hughes","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":79.9,"Y":45.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":13,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":152,"V":["NULL"]},{"I":265,"V":["NULL"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 18:41:57.104] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":70,"TS":"2025-08-17T14:11:20.449","TID":3,"PID":1,"M":10,"S":27,"PLID":232413,"PLUUID":"4wic6z72nwmhkheme209fcmp5","PN":"E. Eze","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":77.7,"Y":55.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 18:42:44.395] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":78,"TS":"2025-08-17T14:09:32.621","TID":10,"PID":1,"M":8,"S":39,"PLID":215059,"PLUUID":"d9yxninyn4bac8f0ufxsnlqll","PN":"Robert S\u00e1nchez","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":1.6,"Y":43.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":177,"V":["NULL"]},{"I":179,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":190,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-17 18:42:46.624] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":53,"TS":"2025-08-17T14:09:31.480","TID":13,"PID":1,"M":8,"S":38,"PLID":427623,"PLUUID":"5nsag404623qznyyizl8yuwkq","PN":"C. Richards","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":89.8,"Y":46.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":24,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":73,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["59.327731092437"]},{"I":103,"V":["9.72222222222223"]},{"I":321,"V":["0.0734"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":458,"V":["NULL"]},{"I":137,"V":["NULL"]},{"I":153,"V":["NULL"]},{"I":146,"V":["98.2355769230769"]},{"I":147,"V":["55.0555555555556"]},{"I":230,"V":["98.1057692307692"]},{"I":231,"V":["49.2777777777778"]}]}}}
[2025-08-17 18:43:18.208] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":71,"TS":"2025-08-17T14:13:17.302","TID":38,"PID":1,"M":12,"S":24,"PLID":232413,"PLUUID":"4wic6z72nwmhkheme209fcmp5","PN":"E. Eze","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":81.3,"Y":49.5,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":26,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["1"]}]}}}
[2025-08-17 18:43:23.051] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":71,"TS":"2025-08-17T14:13:17.302","TID":16,"PID":1,"M":12,"S":24,"PLID":232413,"PLUUID":"4wic6z72nwmhkheme209fcmp5","PN":"E. Eze","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":81.3,"Y":49.5,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":26,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.1473"]},{"I":327,"V":["2"]},{"I":326,"V":["1"]},{"I":374,"V":["2025-08-17 14:13:16.124"]},{"I":461,"V":["2025-08-17 13:13:16.124"]},{"I":375,"V":["12:23.060"]}]}}}
[2025-08-17 18:44:14.133] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":71,"TS":"2025-08-17T14:13:17.302","TID":16,"PID":1,"M":12,"S":24,"PLID":232413,"PLUUID":"4wic6z72nwmhkheme209fcmp5","PN":"E. Eze","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":81.3,"Y":49.5,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":26,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":113,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["48.2811306340718"]},{"I":103,"V":["16.4556962025316"]},{"I":321,"V":["0.1473"]},{"I":327,"V":["3"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":230,"V":["99.1442307692308"]},{"I":231,"V":["50"]},{"I":280,"V":["FREE_KICK_WON"]},{"I":281,"V":["108413"]},{"I":282,"V":["31"]},{"I":322,"V":["0.1271"]},{"I":374,"V":["2025-08-17 14:13:16.124"]},{"I":461,"V":["2025-08-17 13:13:16.124"]},{"I":375,"V":["12:23.060"]},{"I":472,"V":["69"]},{"I":473,"V":["621ulpp1v6cpbu5ort5jpulh9"]}]}}}
[2025-08-17 18:44:45.208] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":72,"TS":"2025-08-17T14:14:45.349","TID":27,"PID":1,"M":13,"S":52,"PLID":0,"TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":81.3,"Y":49.5,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":201,"V":["NULL"]},{"I":207,"V":["NULL"]},{"I":364,"V":["NULL"]}]}}}
[2025-08-17 18:44:51.000] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":71,"TS":"2025-08-17T14:13:17.302","TID":16,"PID":1,"M":12,"S":24,"PLID":232413,"PLUUID":"4wic6z72nwmhkheme209fcmp5","PN":"E. Eze","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":81.3,"Y":49.5,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":343,"V":["1"]},{"I":26,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":113,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["48.2811306340718"]},{"I":103,"V":["16.4556962025316"]},{"I":321,"V":["0.1473"]},{"I":327,"V":["3"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":230,"V":["99.1442307692308"]},{"I":231,"V":["50"]},{"I":280,"V":["FREE_KICK_WON"]},{"I":281,"V":["108413"]},{"I":282,"V":["31"]},{"I":322,"V":["0.1271"]},{"I":374,"V":["2025-08-17 14:13:16.124"]},{"I":461,"V":["2025-08-17 13:13:16.124"]},{"I":375,"V":["12:23.060"]},{"I":472,"V":["69"]},{"I":473,"V":["621ulpp1v6cpbu5ort5jpulh9"]}]}}}
[2025-08-17 18:44:51.203] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":73,"TS":"2025-08-17T14:14:45.359","TID":65,"PID":1,"M":13,"S":52,"PLID":232413,"PLUUID":"4wic6z72nwmhkheme209fcmp5","PN":"E. Eze","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":81.3,"Y":49.5,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":329,"V":["NULL"]},{"I":365,"V":["71"]},{"I":370,"V":["cevs0m07nrdltdf2d5p9a05m3"]}]}}}
[2025-08-17 18:45:40.398] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":108,"TS":"2025-08-17T14:15:40.708","TID":86,"PID":1,"M":14,"S":47,"PLID":486672,"PLUUID":"3uc9z96xvain84leorf4ls962","PN":"M. Caicedo","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":9.6,"Y":51.2,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[]}}}
[2025-08-17 18:45:43.004] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":71,"TS":"2025-08-17T14:13:17.302","TID":16,"PID":1,"M":12,"S":24,"PLID":232413,"PLUUID":"4wic6z72nwmhkheme209fcmp5","PN":"E. Eze","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":81.3,"Y":49.5,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":343,"V":["2"]},{"I":26,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":113,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["48.2811306340718"]},{"I":103,"V":["16.4556962025316"]},{"I":321,"V":["0.1473"]},{"I":327,"V":["3"]},{"I":326,"V":["1"]},{"I":458,"V":["NULL"]},{"I":230,"V":["99.1442307692308"]},{"I":231,"V":["50"]},{"I":280,"V":["FREE_KICK_WON"]},{"I":281,"V":["108413"]},{"I":282,"V":["31"]},{"I":322,"V":["0.1271"]},{"I":374,"V":["2025-08-17 14:13:16.124"]},{"I":461,"V":["2025-08-17 13:13:16.124"]},{"I":375,"V":["12:23.060"]},{"I":472,"V":["69"]},{"I":473,"V":["621ulpp1v6cpbu5ort5jpulh9"]}]}}}
[2025-08-17 18:45:43.120] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":74,"TS":"2025-08-17T14:15:42.741","TID":28,"PID":1,"M":14,"S":49,"PLID":0,"TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":81.3,"Y":49.5,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":364,"V":["NULL"]},{"I":55,"V":["72"]},{"I":368,"V":["1kmr4xhqf09sergfyurgpx87s"]}]}}}
[2025-08-17 18:45:55.392] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":75,"TS":"2025-08-17T14:15:55.814","TID":86,"PID":1,"M":15,"S":2,"PLID":209036,"PLUUID":"9ipux4xiejibplsbbhqz8d5gp","PN":"M. Gu\u00e9hi","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":86.8,"Y":47.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-17 18:46:25.950] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":109,"TS":"2025-08-17T14:16:22.260","TID":1,"PID":1,"M":15,"S":29,"PLID":215059,"PLUUID":"d9yxninyn4bac8f0ufxsnlqll","PN":"Robert S\u00e1nchez","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":1,"X":15,"Y":48.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":5,"V":["NULL"]},{"I":241,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["15.1"]},{"I":141,"V":["27.7"]},{"I":212,"V":["14.34838"]},{"I":213,"V":["4.719707"]},{"I":318,"V":["0.00000077"]}]}}}
[2025-08-17 18:46:27.561] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":110,"TS":"2025-08-17T14:16:26.356","TID":1,"PID":1,"M":15,"S":33,"PLID":577016,"PLUUID":"ek4oa7zejocbbgu1l2vdebitw","PN":"J. Acheampong","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":25.2,"Y":24.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["66.1"]},{"I":141,"V":["6.8"]},{"I":212,"V":["44.54514"]},{"I":213,"V":["6.01434"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-17 18:46:30.703] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":76,"TS":"2025-08-17T14:16:30.549","TID":12,"PID":1,"M":15,"S":37,"PLID":244723,"PLUUID":"6dqnwhx0eglxhelidxg0dphm2","PN":"T. Mitchell","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":27.7,"Y":91.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["43.2"]},{"I":141,"V":["96.5"]},{"I":212,"V":["16.6841"]},{"I":213,"V":["0.2219065"]}]}}}
[2025-08-17 18:46:33.027] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":77,"TS":"2025-08-17T14:16:32.613","TID":1,"PID":1,"M":15,"S":39,"PLID":209036,"PLUUID":"9ipux4xiejibplsbbhqz8d5gp","PN":"M. Gu\u00e9hi","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":0,"X":43.2,"Y":96.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["60.6"]},{"I":141,"V":["88.1"]},{"I":212,"V":["19.1421"]},{"I":213,"V":["5.98017"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-17 18:46:33.255] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":111,"TS":"2025-08-17T14:16:33.12","TID":1,"PID":1,"M":15,"S":39,"PLID":486672,"PLUUID":"3uc9z96xvain84leorf4ls962","PN":"M. Caicedo","TEAMID":8,"TUUID":"9q0arba2kbnywth8bkxlhgmdr","O":0,"X":42.4,"Y":17.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["56.7"]},{"I":141,"V":["17.0"]},{"I":212,"V":["15.02054"]},{"I":213,"V":["6.256019"]}]}}}
[2025-08-17 18:46:35.616] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":78,"TS":"2025-08-17T14:16:35.269","TID":1,"PID":1,"M":15,"S":42,"PLID":108413,"PLUUID":"dbebh5mvzowjrp7h4qvzxvaol","PN":"W. Hughes","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":43.2,"Y":82.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["55.4"]},{"I":141,"V":["77.1"]},{"I":212,"V":["13.3448"]},{"I":213,"V":["5.999122"]},{"I":318,"V":["0.00009866"]}]}}}
[2025-08-17 18:46:37.148] [POEM] {"data":{"OID":2561902,"UUID":"12znl0wq9dni0y2j3xb2dsmj8","POEM":{"EVID":79,"TS":"2025-08-17T14:16:36.69","TID":1,"PID":1,"M":15,"S":43,"PLID":232185,"PLUUID":"44s112hd02w1i2ucvai9jy7e1","PN":"I. Sarr","TEAMID":31,"TUUID":"1c8m2ko0wxq1asfkuykurdr0y","O":1,"X":55.4,"Y":77.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["56.6"]},{"I":141,"V":["87.5"]},{"I":212,"V":["7.183369"]},{"I":213,"V":["1.394479"]},{"I":318,"V":["0.00005319"]}]}}}
