[2025-08-16 14:35:49.601] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-16 14:35:50.394] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-16 14:35:51.157] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"6ncygvluu6ppschsugz9odnv8"}}
[2025-08-16 14:37:49.720] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":35,"TS":"2025-08-16T10:07:50.457","TID":8,"PID":1,"M":4,"S":21,"PLID":530974,"PLUUID":"76l36yrzqri48jtz5idaxjyzt","PN":"Y. Maejima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":57.2,"Y":11.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-16 14:37:50.958] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":36,"TS":"2025-08-16T10:07:51.689","TID":61,"PID":1,"M":4,"S":23,"PLID":502378,"PLUUID":"74nsqkyskico0dzgtxjheka5m","PN":"K. Konno","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":67.2,"Y":3.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-16 14:37:51.711] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":37,"TS":"2025-08-16T10:07:52.234","TID":5,"PID":1,"M":4,"S":23,"PLID":502378,"PLUUID":"74nsqkyskico0dzgtxjheka5m","PN":"K. Konno","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":68.5,"Y":-0.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 14:37:52.734] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":51,"TS":"2025-08-16T10:07:53.219","TID":5,"PID":1,"M":4,"S":24,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":26,"Y":101.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 14:38:05.252] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":52,"TS":"2025-08-16T10:08:04.726","TID":1,"PID":1,"M":4,"S":36,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":26,"Y":101.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["31.8"]},{"I":141,"V":["94.4"]},{"I":212,"V":["7.943431"]},{"I":213,"V":["5.586029"]},{"I":318,"V":["0.00000084"]}]}}}
[2025-08-16 14:38:05.944] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":53,"TS":"2025-08-16T10:08:05.912","TID":1,"PID":1,"M":4,"S":37,"PLID":123868,"PLUUID":"eoczejus2tqlxh9u7j8by4ij9","PN":"A. \u010cavri\u0107","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":31.8,"Y":94.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27.3"]},{"I":141,"V":["95.6"]},{"I":212,"V":["4.794943"]},{"I":213,"V":["2.970581"]},{"I":318,"V":["0.00000194"]}]}}}
[2025-08-16 14:38:07.231] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":54,"TS":"2025-08-16T10:08:06.936","TID":1,"PID":1,"M":4,"S":38,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":26.9,"Y":95.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.8"]},{"I":141,"V":["94.4"]},{"I":212,"V":["4.18933"]},{"I":213,"V":["6.070575"]},{"I":318,"V":["0.00000261"]}]}}}
[2025-08-16 14:38:07.548] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":38,"TS":"2025-08-16T10:08:08.105","TID":45,"PID":1,"M":4,"S":39,"PLID":530974,"PLUUID":"76l36yrzqri48jtz5idaxjyzt","PN":"Y. Maejima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":64.9,"Y":8.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 14:38:08.555] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":55,"TS":"2025-08-16T10:08:07.784","TID":1,"PID":1,"M":4,"S":39,"PLID":123868,"PLUUID":"eoczejus2tqlxh9u7j8by4ij9","PN":"A. \u010cavri\u0107","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":30.8,"Y":94.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28.9"]},{"I":141,"V":["91.4"]},{"I":212,"V":["2.853353"]},{"I":213,"V":["3.938143"]}]}}}
[2025-08-16 14:38:08.823] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":39,"TS":"2025-08-16T10:08:09.561","TID":8,"PID":1,"M":4,"S":40,"PLID":502378,"PLUUID":"74nsqkyskico0dzgtxjheka5m","PN":"K. Konno","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":65,"Y":12.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-16 14:38:10.639] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":56,"TS":"2025-08-16T10:08:10.889","TID":3,"PID":1,"M":4,"S":42,"PLID":123868,"PLUUID":"eoczejus2tqlxh9u7j8by4ij9","PN":"A. \u010cavri\u0107","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":26.5,"Y":88.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 14:38:16.535] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":57,"TS":"2025-08-16T10:08:13.881","TID":1,"PID":1,"M":4,"S":45,"PLID":173476,"PLUUID":"5u3nf7qbreypvi8rut8n8smhh","PN":"K. Misao","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":31.2,"Y":83.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.5"]},{"I":141,"V":["69.7"]},{"I":212,"V":["9.209377"]},{"I":213,"V":["4.632494"]},{"I":318,"V":["0.00000569"]}]}}}
[2025-08-16 14:38:19.386] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":58,"TS":"2025-08-16T10:08:17.215","TID":1,"PID":1,"M":4,"S":48,"PLID":158213,"PLUUID":"64orrvhh1or23zgu10vvwgted","PN":"G. Shibasaki","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":36.4,"Y":48.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["48.6"]},{"I":141,"V":["19.2"]},{"I":212,"V":["23.68674"]},{"I":213,"V":["5.283787"]},{"I":318,"V":["0.00005602"]}]}}}
[2025-08-16 14:38:21.142] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":59,"TS":"2025-08-16T10:08:19.905","TID":1,"PID":1,"M":4,"S":51,"PLID":646881,"PLUUID":"21u8s21r8m5n6my22bnoirxuc","PN":"K. Nono","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":57.2,"Y":13.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["54.2"]},{"I":141,"V":["18.5"]},{"I":212,"V":["4.786577"]},{"I":213,"V":["2.289076"]},{"I":318,"V":["0.00010053"]}]}}}
[2025-08-16 14:38:22.689] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":60,"TS":"2025-08-16T10:08:21.862","TID":1,"PID":1,"M":4,"S":53,"PLID":158213,"PLUUID":"64orrvhh1or23zgu10vvwgted","PN":"G. Shibasaki","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":54.9,"Y":18.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["56.8"]},{"I":141,"V":["8.3"]},{"I":212,"V":["7.282585"]},{"I":213,"V":["4.989878"]},{"I":318,"V":["0.00008983"]}]}}}
[2025-08-16 14:38:26.171] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":61,"TS":"2025-08-16T10:08:23.381","TID":1,"PID":1,"M":4,"S":54,"PLID":646881,"PLUUID":"21u8s21r8m5n6my22bnoirxuc","PN":"K. Nono","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":56.5,"Y":6.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["43.1"]},{"I":141,"V":["25.2"]},{"I":212,"V":["18.87383"]},{"I":213,"V":["2.412046"]},{"I":318,"V":["0.00004141"]}]}}}
[2025-08-16 14:38:28.440] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":62,"TS":"2025-08-16T10:08:26.820","TID":1,"PID":1,"M":4,"S":58,"PLID":158234,"PLUUID":"cqjhp31uh46s2jfedo48h86ol","PN":"N. Ueda","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":42.4,"Y":30.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["40.2"]},{"I":141,"V":["67.2"]},{"I":212,"V":["25.13039"]},{"I":213,"V":["1.662847"]},{"I":318,"V":["0.00003304"]}]}}}
[2025-08-16 14:38:29.923] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":40,"TS":"2025-08-16T10:08:30.664","TID":61,"PID":1,"M":5,"S":2,"PLID":630646,"PLUUID":"e1823k3tqqinmsh2g34uxumfo","PN":"S. Usui","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":71.3,"Y":10.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-16 14:38:31.883] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":63,"TS":"2025-08-16T10:08:29.154","TID":1,"PID":1,"M":5,"S":0,"PLID":477590,"PLUUID":"1aibcbtl21102upaj529kf8tm","PN":"Kim Tae-Hyeon","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":40.7,"Y":70.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["52.5"]},{"I":141,"V":["91.5"]},{"I":212,"V":["18.75222"]},{"I":213,"V":["0.8490165"]},{"I":318,"V":["0.0000557"]}]}}}
[2025-08-16 14:38:36.223] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":64,"TS":"2025-08-16T10:08:32.605","TID":1,"PID":1,"M":5,"S":4,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":47.9,"Y":88.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["35.3"]},{"I":141,"V":["80.9"]},{"I":212,"V":["14.17896"]},{"I":213,"V":["3.509526"]},{"I":318,"V":["0.00001189"]}]}}}
[2025-08-16 14:38:40.794] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":65,"TS":"2025-08-16T10:08:36.941","TID":1,"PID":1,"M":5,"S":8,"PLID":477590,"PLUUID":"1aibcbtl21102upaj529kf8tm","PN":"Kim Tae-Hyeon","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":35.3,"Y":76.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.3"]},{"I":141,"V":["37.1"]},{"I":212,"V":["27.43501"]},{"I":213,"V":["4.51984"]},{"I":318,"V":["0.0000094"]}]}}}
[2025-08-16 14:38:45.500] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":66,"TS":"2025-08-16T10:08:41.517","TID":1,"PID":1,"M":5,"S":12,"PLID":158234,"PLUUID":"cqjhp31uh46s2jfedo48h86ol","PN":"N. Ueda","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":31.8,"Y":36,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["42.5"]},{"I":141,"V":["45.2"]},{"I":212,"V":["12.85935"]},{"I":213,"V":["0.5080729"]},{"I":318,"V":["0.00003184"]}]}}}
[2025-08-16 14:38:48.265] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":67,"TS":"2025-08-16T10:08:46.222","TID":1,"PID":1,"M":5,"S":17,"PLID":173476,"PLUUID":"5u3nf7qbreypvi8rut8n8smhh","PN":"K. Misao","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":35.8,"Y":40.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["30.8"]},{"I":141,"V":["25.8"]},{"I":212,"V":["11.17059"]},{"I":213,"V":["4.223116"]},{"I":318,"V":["0.00000676"]}]}}}
[2025-08-16 14:38:49.822] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":68,"TS":"2025-08-16T10:08:48.910","TID":1,"PID":1,"M":5,"S":20,"PLID":158234,"PLUUID":"cqjhp31uh46s2jfedo48h86ol","PN":"N. Ueda","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":31,"Y":24.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["29.3"]},{"I":141,"V":["34.3"]},{"I":212,"V":["6.767644"]},{"I":213,"V":["1.837709"]},{"I":318,"V":["0.00000513"]}]}}}
[2025-08-16 14:38:53.364] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":69,"TS":"2025-08-16T10:08:50.529","TID":1,"PID":1,"M":5,"S":21,"PLID":173476,"PLUUID":"5u3nf7qbreypvi8rut8n8smhh","PN":"K. Misao","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":29.9,"Y":38.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["29.3"]},{"I":141,"V":["60.6"]},{"I":212,"V":["15.0412"]},{"I":213,"V":["1.612694"]},{"I":318,"V":["0.00000634"]}]}}}
[2025-08-16 14:38:58.797] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":70,"TS":"2025-08-16T10:08:54.87","TID":1,"PID":1,"M":5,"S":25,"PLID":477590,"PLUUID":"1aibcbtl21102upaj529kf8tm","PN":"Kim Tae-Hyeon","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":32.4,"Y":70.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["88.6"]},{"I":141,"V":["91.5"]},{"I":212,"V":["60.64985"]},{"I":213,"V":["0.2330695"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-16 14:38:59.787] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":41,"TS":"2025-08-16T10:09:00.11","TID":12,"PID":1,"M":5,"S":31,"PLID":462357,"PLUUID":"3cen673039ickz8g3q4ryqvze","PN":"T. Kamijima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":10.8,"Y":5.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["10.8"]},{"I":141,"V":["5.9"]},{"I":212,"V":["0"]},{"I":213,"V":["0"]}]}}}
[2025-08-16 14:38:59.993] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":71,"TS":"2025-08-16T10:09:00.270","TID":5,"PID":1,"M":5,"S":31,"PLID":477590,"PLUUID":"1aibcbtl21102upaj529kf8tm","PN":"Kim Tae-Hyeon","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":89.1,"Y":101.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 14:39:00.187] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":42,"TS":"2025-08-16T10:09:00.516","TID":5,"PID":1,"M":5,"S":31,"PLID":462357,"PLUUID":"3cen673039ickz8g3q4ryqvze","PN":"T. Kamijima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":14.6,"Y":-1.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 14:39:08.677] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":72,"TS":"2025-08-16T10:09:07.424","TID":1,"PID":1,"M":5,"S":38,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":89.1,"Y":101.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["83.7"]},{"I":141,"V":["95.7"]},{"I":212,"V":["6.868207"]},{"I":213,"V":["3.741225"]},{"I":318,"V":["0.00016209"]}]}}}
[2025-08-16 14:39:10.201] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":73,"TS":"2025-08-16T10:09:09.311","TID":1,"PID":1,"M":5,"S":40,"PLID":123868,"PLUUID":"eoczejus2tqlxh9u7j8by4ij9","PN":"A. \u010cavri\u0107","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":83.8,"Y":95,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["78.8"]},{"I":141,"V":["89.7"]},{"I":212,"V":["6.367991"]},{"I":213,"V":["3.743185"]},{"I":318,"V":["0.00091324"]}]}}}
[2025-08-16 14:39:11.223] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":74,"TS":"2025-08-16T10:09:10.898","TID":1,"PID":1,"M":5,"S":42,"PLID":158213,"PLUUID":"64orrvhh1or23zgu10vvwgted","PN":"G. Shibasaki","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":78.3,"Y":89.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["87.0"]},{"I":141,"V":["95.1"]},{"I":212,"V":["9.845395"]},{"I":213,"V":["0.3822039"]},{"I":318,"V":["0.00090157"]}]}}}
[2025-08-16 14:39:13.498] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":75,"TS":"2025-08-16T10:09:11.931","TID":1,"PID":1,"M":5,"S":43,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":87,"Y":95.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["81.2"]},{"I":141,"V":["96.6"]},{"I":212,"V":["6.174828"]},{"I":213,"V":["2.975645"]},{"I":318,"V":["0.00060553"]}]}}}
[2025-08-16 14:39:14.955] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":76,"TS":"2025-08-16T10:09:14.217","TID":1,"PID":1,"M":5,"S":45,"PLID":123868,"PLUUID":"eoczejus2tqlxh9u7j8by4ij9","PN":"A. \u010cavri\u0107","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":79.4,"Y":96.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["77.1"]},{"I":141,"V":["92.1"]},{"I":212,"V":["3.845034"]},{"I":213,"V":["4.033302"]},{"I":318,"V":["0.00061561"]}]}}}
[2025-08-16 14:39:15.669] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":77,"TS":"2025-08-16T10:09:15.673","TID":1,"PID":1,"M":5,"S":47,"PLID":158213,"PLUUID":"64orrvhh1or23zgu10vvwgted","PN":"G. Shibasaki","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":77.7,"Y":94.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["85.8"]},{"I":141,"V":["100.7"]},{"I":212,"V":["9.492612"]},{"I":213,"V":["0.4602084"]}]}}}
[2025-08-16 14:39:15.868] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":78,"TS":"2025-08-16T10:09:16.337","TID":5,"PID":1,"M":5,"S":47,"PLID":158213,"PLUUID":"64orrvhh1or23zgu10vvwgted","PN":"G. Shibasaki","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":85.8,"Y":100.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 14:39:16.570] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":43,"TS":"2025-08-16T10:09:17.242","TID":5,"PID":1,"M":5,"S":48,"PLID":462357,"PLUUID":"3cen673039ickz8g3q4ryqvze","PN":"T. Kamijima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":21.5,"Y":-1.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 14:39:33.516] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":44,"TS":"2025-08-16T10:09:31.466","TID":1,"PID":1,"M":6,"S":2,"PLID":530974,"PLUUID":"76l36yrzqri48jtz5idaxjyzt","PN":"Y. Maejima","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":1,"X":22.3,"Y":-1.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["39.5"]},{"I":141,"V":["11.7"]},{"I":212,"V":["20.29012"]},{"I":213,"V":["0.4732576"]},{"I":318,"V":["0.00000185"]}]}}}
[2025-08-16 14:39:34.556] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":45,"TS":"2025-08-16T10:09:34.250","TID":1,"PID":1,"M":6,"S":5,"PLID":630646,"PLUUID":"e1823k3tqqinmsh2g34uxumfo","PN":"S. Usui","TEAMID":433,"TUUID":"ydlnn8jofdkseegh42az3fpt","O":0,"X":39.5,"Y":11.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["36"]},{"I":141,"V":["4.9"]},{"I":212,"V":["5.906522"]},{"I":213,"V":["4.040847"]}]}}}
[2025-08-16 14:39:35.050] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":79,"TS":"2025-08-16T10:09:35.756","TID":49,"PID":1,"M":6,"S":7,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":1,"X":61.9,"Y":96.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-16 14:39:36.403] [POEM] {"data":{"OID":2495593,"UUID":"6ncygvluu6ppschsugz9odnv8","POEM":{"EVID":80,"TS":"2025-08-16T10:09:36.851","TID":1,"PID":1,"M":6,"S":8,"PLID":216504,"PLUUID":"3yolt0tc40fjqupa2ea4epka1","PN":"R. Ogawa","TEAMID":1412,"TUUID":"9s2g5k3dlmfii452t8edaeozh","O":0,"X":62.2,"Y":96.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["63.8"]},{"I":141,"V":["95.4"]},{"I":212,"V":["1.788"]},{"I":213,"V":["5.933841"]}]}}}
