[2025-08-17 18:43:32.400] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-17 18:43:33.120] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-17 18:43:33.837] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"74zpn9q4fwxv9jgn3a7ijslck"}}
[2025-08-17 18:46:35.797] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":105,"TS":"2025-08-17T14:16:33.288","TID":1,"PID":1,"M":16,"S":3,"PLID":212325,"PLUUID":"dl4e5ojyhccj6w0vgksfzvmxh","PN":"P. Lees-Melou","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":87.9,"Y":16.4,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":2,"V":["NULL"]},{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["92.2"]},{"I":141,"V":["60.5"]},{"I":212,"V":["30.32598"]},{"I":213,"V":["1.421359"]}]}}}
[2025-08-17 18:46:36.908] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":172,"TS":"2025-08-17T14:16:36.680","TID":44,"PID":1,"M":16,"S":7,"PLID":550867,"PLUUID":"7vf9423uzzr1jtxzvse24cs9g","PN":"O. Tour\u00e9","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":9,"Y":34.2,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 18:46:37.120] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":106,"TS":"2025-08-17T14:16:37.231","TID":44,"PID":1,"M":16,"S":7,"PLID":168539,"PLUUID":"am0pcyvtaws1i69jt09dgnsnp","PN":"L. Ajorque","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":0,"X":92.2,"Y":60.8,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-17 18:46:37.534] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":107,"TS":"2025-08-17T14:16:37.880","TID":61,"PID":1,"M":16,"S":8,"PLID":168539,"PLUUID":"am0pcyvtaws1i69jt09dgnsnp","PN":"L. Ajorque","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":91.7,"Y":60.9,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-17 18:46:37.916] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":173,"TS":"2025-08-17T14:16:37.97","TID":12,"PID":1,"M":16,"S":7,"PLID":550867,"PLUUID":"7vf9423uzzr1jtxzvse24cs9g","PN":"O. Tour\u00e9","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":9,"Y":34.2,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["12.3"]},{"I":141,"V":["38.3"]},{"I":212,"V":["4.447378"]},{"I":213,"V":["0.6775502"]}]}}}
[2025-08-17 18:46:39.116] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":174,"TS":"2025-08-17T14:16:39.449","TID":10,"PID":1,"M":16,"S":10,"PLID":44346,"PLUUID":"5awkzgwwh48prwgvxwewuc5hx","PN":"O. Giroud","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":12,"Y":50.2,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":94,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-17 18:46:40.335] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":108,"TS":"2025-08-17T14:16:39.280","TID":1,"PID":1,"M":16,"S":9,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":86.9,"Y":52.2,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["93.1"]},{"I":141,"V":["50.4"]},{"I":212,"V":["6.624068"]},{"I":213,"V":["6.097337"]},{"I":318,"V":["0.19538597"]}]}}}
[2025-08-17 18:46:40.529] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":175,"TS":"2025-08-17T14:16:40.777","TID":10,"PID":1,"M":16,"S":11,"PLID":44346,"PLUUID":"5awkzgwwh48prwgvxwewuc5hx","PN":"O. Giroud","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":12.1,"Y":49.5,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":94,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-17 18:46:40.543] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":109,"TS":"2025-08-17T14:16:40.640","TID":39,"PID":1,"M":16,"S":11,"PLID":430510,"PLUUID":"bj37ny1s1gbbe4wrgyz1wag9h","PN":"Mama Bald\u00e9","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":91.4,"Y":50.9,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":250,"V":["NULL"]}]}}}
[2025-08-17 18:46:40.936] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":110,"TS":"2025-08-17T14:16:41.202","TID":86,"PID":1,"M":16,"S":11,"PLID":430510,"PLUUID":"bj37ny1s1gbbe4wrgyz1wag9h","PN":"Mama Bald\u00e9","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":91.4,"Y":50.9,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[]}}}
[2025-08-17 18:46:42.904] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":176,"TS":"2025-08-17T14:16:43.352","TID":86,"PID":1,"M":16,"S":14,"PLID":586855,"PLUUID":"9ov7tj31hixo7xp0tfffuhpn8","PN":"N. Mukau","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":11.6,"Y":55,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[]}}}
[2025-08-17 18:46:51.438] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":175,"TS":"2025-08-17T14:16:40.777","TID":10,"PID":1,"M":16,"S":11,"PLID":44346,"PLUUID":"5awkzgwwh48prwgvxwewuc5hx","PN":"O. Giroud","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":12.1,"Y":49.5,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":142,"V":["NULL"]},{"I":94,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-17 18:46:59.564] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":108,"TS":"2025-08-17T14:16:39.280","TID":15,"PID":1,"M":16,"S":9,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":86.9,"Y":52.2,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":142,"V":["NULL"]},{"I":22,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0451"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]}]}}}
[2025-08-17 18:47:01.372] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":111,"TS":"2025-08-17T14:17:01.847","TID":61,"PID":1,"M":16,"S":32,"PLID":168539,"PLUUID":"am0pcyvtaws1i69jt09dgnsnp","PN":"L. Ajorque","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":93.4,"Y":49.1,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]}]}}}
[2025-08-17 18:47:12.211] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":108,"TS":"2025-08-17T14:16:39.280","TID":15,"PID":1,"M":16,"S":9,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":86.9,"Y":52.2,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":142,"V":["NULL"]},{"I":22,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["107"]},{"I":368,"V":["gwqgvw350mfi33qo97mpr402"]},{"I":102,"V":["50.347599905415"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0451"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]},{"I":146,"V":["90.9663461538462"]},{"I":147,"V":["51.625"]},{"I":230,"V":["98.4951923076923"]},{"I":231,"V":["50.9027777777778"]}]}}}
[2025-08-17 18:47:12.223] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":177,"TS":"2025-08-17T14:17:09.769","TID":1,"PID":1,"M":16,"S":40,"PLID":424992,"PLUUID":"eaf4b3le808xp7j4rejomxf55","PN":"B. \u00d6zer","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":10.9,"Y":53.3,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":5,"V":["NULL"]},{"I":152,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["12.4"]},{"I":141,"V":["23.7"]},{"I":212,"V":["20.18953"]},{"I":213,"V":["4.790479"]},{"I":318,"V":["0.00000061"]}]}}}
[2025-08-17 18:47:12.269] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":108,"TS":"2025-08-17T14:16:39.280","TID":15,"PID":1,"M":16,"S":9,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":86.9,"Y":52.2,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":142,"V":["NULL"]},{"I":233,"V":["174"]},{"I":372,"V":["acebjbdhitssjsmkzmkayxw3t"]},{"I":22,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["107"]},{"I":368,"V":["gwqgvw350mfi33qo97mpr402"]},{"I":102,"V":["50.347599905415"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0451"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]},{"I":146,"V":["90.9663461538462"]},{"I":147,"V":["51.625"]},{"I":230,"V":["98.4951923076923"]},{"I":231,"V":["50.9027777777778"]}]}}}
[2025-08-17 18:47:12.429] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":174,"TS":"2025-08-17T14:16:39.380","TID":10,"PID":1,"M":16,"S":10,"PLID":44346,"PLUUID":"5awkzgwwh48prwgvxwewuc5hx","PN":"O. Giroud","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":1,"X":9,"Y":48.4,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":94,"V":["NULL"]},{"I":233,"V":["108"]},{"I":372,"V":["5q1ybz299enve9yi826ra0tqf"]},{"I":56,"V":["Back"]}]}}}
[2025-08-17 18:47:15.422] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":109,"TS":"2025-08-17T14:16:39.640","TID":15,"PID":1,"M":16,"S":10,"PLID":430510,"PLUUID":"bj37ny1s1gbbe4wrgyz1wag9h","PN":"Mama Bald\u00e9","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":87.9,"Y":51.2,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0831"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]}]}}}
[2025-08-17 18:47:16.854] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":178,"TS":"2025-08-17T14:17:12.584","TID":1,"PID":1,"M":16,"S":43,"PLID":538078,"PLUUID":"a5jrqzijth7e3uxl4phi83sdm","PN":"N. Ngoy","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":0,"X":14.5,"Y":22.3,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["58.2"]},{"I":141,"V":["19.9"]},{"I":212,"V":["45.91401"]},{"I":213,"V":["6.247633"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-17 18:47:17.340] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":112,"TS":"2025-08-17T14:17:17.711","TID":49,"PID":1,"M":16,"S":48,"PLID":546635,"PLUUID":"2ds26ub6ho0baamsjcmh7mmfo","PN":"B. Locko","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":39.8,"Y":77.4,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[]}}}
[2025-08-17 18:47:19.852] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":109,"TS":"2025-08-17T14:16:39.640","TID":15,"PID":1,"M":16,"S":10,"PLID":430510,"PLUUID":"bj37ny1s1gbbe4wrgyz1wag9h","PN":"Mama Bald\u00e9","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":87.9,"Y":51.2,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":102,"V":["49.5789880099964"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0831"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":458,"V":["NULL"]},{"I":139,"V":["NULL"]},{"I":100,"V":["NULL"]},{"I":82,"V":["NULL"]},{"I":146,"V":["95.5096153846154"]},{"I":147,"V":["50.1805555555556"]},{"I":230,"V":["99.1442307692308"]},{"I":231,"V":["50"]}]}}}
[2025-08-17 18:47:22.442] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":113,"TS":"2025-08-17T14:17:18.391","TID":1,"PID":1,"M":16,"S":49,"PLID":546635,"PLUUID":"2ds26ub6ho0baamsjcmh7mmfo","PN":"B. Locko","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":40.6,"Y":75.6,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["35.5"]},{"I":141,"V":["61.5"]},{"I":212,"V":["10.98207"]},{"I":213,"V":["4.203035"]},{"I":318,"V":["0.00001512"]}]}}}
[2025-08-17 18:47:25.233] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":114,"TS":"2025-08-17T14:17:22.896","TID":1,"PID":1,"M":16,"S":53,"PLID":162316,"PLUUID":"7xd54eb65lg7zldvnyd58bq39","PN":"B. Chardonnet","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":35.5,"Y":56,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["36"]},{"I":141,"V":["70.7"]},{"I":212,"V":["10.00978"]},{"I":213,"V":["1.518324"]},{"I":318,"V":["0.0000131"]}]}}}
[2025-08-17 18:47:27.945] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":115,"TS":"2025-08-17T14:17:25.567","TID":1,"PID":1,"M":16,"S":56,"PLID":544830,"PLUUID":"boeam163ur1t3ifq01px99xwp","PN":"J. Le Cardinal","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":37.1,"Y":71.1,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["53.4"]},{"I":141,"V":["98"]},{"I":212,"V":["25.05036"]},{"I":213,"V":["0.818628"]},{"I":318,"V":["0.00004798"]}]}}}
[2025-08-17 18:47:31.242] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":116,"TS":"2025-08-17T14:17:28.240","TID":1,"PID":1,"M":16,"S":58,"PLID":243741,"PLUUID":"5lfki1zoxd4l96hjbr2rw3d2h","PN":"H. Magnetti","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":53.4,"Y":98,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["46.8"]},{"I":141,"V":["89.4"]},{"I":212,"V":["9.067745"]},{"I":213,"V":["3.842515"]},{"I":318,"V":["0.00003125"]}]}}}
[2025-08-17 18:47:33.074] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":117,"TS":"2025-08-17T14:17:31.583","TID":1,"PID":1,"M":17,"S":2,"PLID":546635,"PLUUID":"2ds26ub6ho0baamsjcmh7mmfo","PN":"B. Locko","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":47.3,"Y":89.7,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["64.5"]},{"I":141,"V":["90.5"]},{"I":212,"V":["18.06819"]},{"I":213,"V":["0.03011271"]},{"I":318,"V":["0.00020226"]}]}}}
[2025-08-17 18:47:33.082] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":108,"TS":"2025-08-17T14:16:39.280","TID":15,"PID":1,"M":16,"S":9,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":86.9,"Y":52.2,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":142,"V":["NULL"]},{"I":233,"V":["174"]},{"I":372,"V":["acebjbdhitssjsmkzmkayxw3t"]},{"I":22,"V":["NULL"]},{"I":15,"V":["NULL"]},{"I":17,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["107"]},{"I":368,"V":["gwqgvw350mfi33qo97mpr402"]},{"I":102,"V":["50.347599905415"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0451"]},{"I":328,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":459,"V":["NULL"]},{"I":82,"V":["NULL"]},{"I":146,"V":["90.9663461538462"]},{"I":147,"V":["51.625"]},{"I":230,"V":["98.4951923076923"]},{"I":231,"V":["50.9027777777778"]}]}}}
[2025-08-17 18:47:37.240] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":118,"TS":"2025-08-17T14:17:33.456","TID":1,"PID":1,"M":17,"S":4,"PLID":559827,"PLUUID":"8gkexxgf3pypshhqwg6ibp7o4","PN":"K. Doumbia","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":65.3,"Y":91.2,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["55.9"]},{"I":141,"V":["97.8"]},{"I":212,"V":["10.84246"]},{"I":213,"V":["2.714828"]},{"I":318,"V":["0.00007491"]}]}}}
[2025-08-17 18:47:38.307] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":119,"TS":"2025-08-17T14:17:37.631","TID":1,"PID":1,"M":17,"S":8,"PLID":243741,"PLUUID":"5lfki1zoxd4l96hjbr2rw3d2h","PN":"H. Magnetti","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":55.1,"Y":97.1,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["38.7"]},{"I":141,"V":["83.9"]},{"I":212,"V":["19.41899"]},{"I":213,"V":["3.622099"]},{"I":318,"V":["0.00001931"]}]}}}
[2025-08-17 18:47:40.994] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":120,"TS":"2025-08-17T14:17:38.807","TID":1,"PID":1,"M":17,"S":9,"PLID":546635,"PLUUID":"2ds26ub6ho0baamsjcmh7mmfo","PN":"B. Locko","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":37.7,"Y":83,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["27"]},{"I":141,"V":["72.3"]},{"I":212,"V":["13.38527"]},{"I":213,"V":["3.716292"]},{"I":318,"V":["0.00000462"]}]}}}
[2025-08-17 18:47:46.059] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":121,"TS":"2025-08-17T14:17:41.367","TID":1,"PID":1,"M":17,"S":12,"PLID":544830,"PLUUID":"boeam163ur1t3ifq01px99xwp","PN":"J. Le Cardinal","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":25.3,"Y":73.2,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["15"]},{"I":141,"V":["49.3"]},{"I":212,"V":["19.52157"]},{"I":213,"V":["4.125225"]},{"I":318,"V":["0.00000121"]}]}}}
[2025-08-17 18:47:46.832] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":122,"TS":"2025-08-17T14:17:46.512","TID":1,"PID":1,"M":17,"S":17,"PLID":228539,"PLUUID":"d5ecnjd6h89iepxrvrlfn97ft","PN":"R. Majecki","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":14.4,"Y":46,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["19.2"]},{"I":141,"V":["32.3"]},{"I":212,"V":["10.59195"]},{"I":213,"V":["5.2083"]},{"I":318,"V":["0.00000124"]}]}}}
[2025-08-17 18:47:48.245] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":123,"TS":"2025-08-17T14:17:47.143","TID":1,"PID":1,"M":17,"S":17,"PLID":162316,"PLUUID":"7xd54eb65lg7zldvnyd58bq39","PN":"B. Chardonnet","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":19.2,"Y":32.3,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["14.7"]},{"I":141,"V":["46.1"]},{"I":212,"V":["10.50643"]},{"I":213,"V":["2.037253"]},{"I":318,"V":["0.00000088"]}]}}}
[2025-08-17 18:47:51.444] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":179,"TS":"2025-08-17T14:17:51.816","TID":44,"PID":1,"M":17,"S":22,"PLID":55948,"PLUUID":"31sljkjull0n7082fed26stzp","PN":"B. Andr\u00e9","TEAMID":429,"TUUID":"be2k34rut1lz79jxenabttqlc","O":0,"X":44.1,"Y":56.6,"STAT":{"CPID":1,"SC":"0:1"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-17 18:47:52.247] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":124,"TS":"2025-08-17T14:17:48.200","TID":1,"PID":1,"M":17,"S":18,"PLID":228539,"PLUUID":"d5ecnjd6h89iepxrvrlfn97ft","PN":"R. Majecki","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":14.8,"Y":46.6,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["56.7"]},{"I":141,"V":["39.4"]},{"I":212,"V":["44.26659"]},{"I":213,"V":["6.172356"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00022193"]}]}}}
[2025-08-17 18:47:52.845] [POEM] {"data":{"OID":2568437,"UUID":"74zpn9q4fwxv9jgn3a7ijslck","POEM":{"EVID":125,"TS":"2025-08-17T14:17:52.631","TID":44,"PID":1,"M":17,"S":23,"PLID":168539,"PLUUID":"am0pcyvtaws1i69jt09dgnsnp","PN":"L. Ajorque","TEAMID":862,"TUUID":"3adj8hkws0z1al232bg2h6tk0","O":1,"X":55,"Y":37.6,"STAT":{"CPID":1,"SC":"0:1"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
