[2025-08-16 19:13:29.352] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-16 19:13:30.108] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-16 19:13:30.867] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"11i3orjflpi9empra6uuduwpg"}}
[2025-08-16 19:33:15.473] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":22,"TS":"2025-08-16T15:03:09.538","TID":1,"PID":1,"M":1,"S":31,"PLID":462116,"PLUUID":"7cp51c8zn7y08iyk0hc9ix5nt","PN":"J. Todibo","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":36.6,"Y":40,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["37.5"]},{"I":141,"V":["75.3"]},{"I":212,"V":["24.02259"]},{"I":213,"V":["1.531448"]},{"I":318,"V":["0.00001494"]}]}}}
[2025-08-16 19:33:18.260] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":23,"TS":"2025-08-16T15:03:15.698","TID":1,"PID":1,"M":1,"S":38,"PLID":214048,"PLUUID":"2nz313c0ot91untg011l3pc6h","PN":"M. Kilman","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":45.4,"Y":74.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["44.1"]},{"I":141,"V":["95.1"]},{"I":212,"V":["14.2774"]},{"I":213,"V":["1.666548"]},{"I":318,"V":["0.00001671"]}]}}}
[2025-08-16 19:33:20.666] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":24,"TS":"2025-08-16T15:03:18.466","TID":1,"PID":1,"M":1,"S":40,"PLID":210494,"PLUUID":"3o0zpl9cnmna2hyk595ja0xrd","PN":"N. Aguerd","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":44.1,"Y":95.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["63.6"]},{"I":141,"V":["87.2"]},{"I":212,"V":["21.168"]},{"I":213,"V":["6.0266"]},{"I":318,"V":["0.0001684"]}]}}}
[2025-08-16 19:33:21.079] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":25,"TS":"2025-08-16T15:03:20.819","TID":1,"PID":1,"M":1,"S":43,"PLID":178186,"PLUUID":"d542ijpf3j9hdrtt1mfe6vwlx","PN":"J. Bowen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":63.1,"Y":86.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":168,"V":["NULL"]},{"I":56,"V":["Left"]},{"I":140,"V":["68.5"]},{"I":141,"V":["79.3"]},{"I":212,"V":["7.626198"]},{"I":213,"V":["5.550663"]},{"I":318,"V":["0.00042573"]}]}}}
[2025-08-16 19:33:22.697] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":26,"TS":"2025-08-16T15:03:22.786","TID":1,"PID":1,"M":1,"S":45,"PLID":91889,"PLUUID":"cjq9g6zgcxk1ceo2xzpe1qnyt","PN":"N. F\u00fcllkrug","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":0,"X":67.4,"Y":77.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["69.4"]},{"I":141,"V":["72.4"]},{"I":212,"V":["4.230081"]},{"I":213,"V":["5.231887"]}]}}}
[2025-08-16 19:33:23.278] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":22,"TS":"2025-08-16T15:03:23.539","TID":74,"PID":1,"M":1,"S":45,"PLID":519634,"PLUUID":"e1islmeew98wa2ge0dicloay2","PN":"J. Seelt","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":33.4,"Y":25.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 19:33:24.323] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":23,"TS":"2025-08-16T15:03:24.611","TID":49,"PID":1,"M":1,"S":47,"PLID":519634,"PLUUID":"e1islmeew98wa2ge0dicloay2","PN":"J. Seelt","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":34.5,"Y":24.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-16 19:33:24.900] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":24,"TS":"2025-08-16T15:03:24.995","TID":1,"PID":1,"M":1,"S":47,"PLID":519634,"PLUUID":"e1islmeew98wa2ge0dicloay2","PN":"J. Seelt","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":0,"X":34.5,"Y":24.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["38.8"]},{"I":141,"V":["24.3"]},{"I":212,"V":["4.517048"]},{"I":213,"V":["0.03011271"]}]}}}
[2025-08-16 19:33:27.090] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":27,"TS":"2025-08-16T15:03:27.300","TID":49,"PID":1,"M":1,"S":49,"PLID":197024,"PLUUID":"73efpm314q2paeacsvp4e8q8l","PN":"G. Rodr\u00edguez","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":66.5,"Y":53.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-16 19:33:28.698] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":28,"TS":"2025-08-16T15:03:28.19","TID":1,"PID":1,"M":1,"S":50,"PLID":197024,"PLUUID":"73efpm314q2paeacsvp4e8q8l","PN":"G. Rodr\u00edguez","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":66.5,"Y":45.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["73.4"]},{"I":141,"V":["38"]},{"I":212,"V":["8.821057"]},{"I":213,"V":["5.676128"]},{"I":318,"V":["0.00299184"]}]}}}
[2025-08-16 19:33:32.414] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":29,"TS":"2025-08-16T15:03:28.962","TID":1,"PID":1,"M":1,"S":51,"PLID":224024,"PLUUID":"at7mm2zrj2hjhu4bnq1f9noix","PN":"Lucas Paquet\u00e1","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":73.4,"Y":38,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["75.9"]},{"I":141,"V":["2.2"]},{"I":212,"V":["24.48512"]},{"I":213,"V":["4.819803"]},{"I":318,"V":["0.00063492"]}]}}}
[2025-08-16 19:33:32.756] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":30,"TS":"2025-08-16T15:03:32.595","TID":3,"PID":1,"M":1,"S":55,"PLID":214590,"PLUUID":"e1t5rgvs2hwnldts6vn8agzc9","PN":"A. Wan-Bissaka","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":0,"X":75.8,"Y":4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 19:33:33.704] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":25,"TS":"2025-08-16T15:03:33.156","TID":7,"PID":1,"M":1,"S":55,"PLID":434399,"PLUUID":"cj3dik1dqyo2nf1jgmyn471sl","PN":"Reinildo Mandava","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":30,"Y":95.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":167,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 19:33:34.725] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":31,"TS":"2025-08-16T15:03:33.187","TID":5,"PID":1,"M":1,"S":55,"PLID":214590,"PLUUID":"e1t5rgvs2hwnldts6vn8agzc9","PN":"A. Wan-Bissaka","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":72.3,"Y":-2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 19:33:36.513] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":26,"TS":"2025-08-16T15:03:33.988","TID":5,"PID":1,"M":1,"S":56,"PLID":434399,"PLUUID":"cj3dik1dqyo2nf1jgmyn471sl","PN":"Reinildo Mandava","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":0,"X":31.5,"Y":101.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 19:33:42.307] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":32,"TS":"2025-08-16T15:03:39.347","TID":1,"PID":1,"M":2,"S":1,"PLID":214590,"PLUUID":"e1t5rgvs2hwnldts6vn8agzc9","PN":"A. Wan-Bissaka","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":72.3,"Y":-2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["46.2"]},{"I":141,"V":["10.7"]},{"I":212,"V":["28.73351"]},{"I":213,"V":["2.836318"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00002012"]}]}}}
[2025-08-16 19:33:51.144] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":33,"TS":"2025-08-16T15:03:42.516","TID":1,"PID":1,"M":2,"S":4,"PLID":462116,"PLUUID":"7cp51c8zn7y08iyk0hc9ix5nt","PN":"J. Todibo","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":46.2,"Y":10.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28.6"]},{"I":141,"V":["44.5"]},{"I":212,"V":["29.49194"]},{"I":213,"V":["2.247994"]},{"I":318,"V":["0.00000806"]}]}}}
[2025-08-16 19:33:52.589] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":34,"TS":"2025-08-16T15:03:51.476","TID":1,"PID":1,"M":2,"S":13,"PLID":467189,"PLUUID":"eobf6cct1dpm7bdqyatg6ejmx","PN":"M. Hermansen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":27.2,"Y":43.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["29.9"]},{"I":141,"V":["18.9"]},{"I":212,"V":["16.89949"]},{"I":213,"V":["4.880942"]},{"I":318,"V":["0.00000397"]}]}}}
[2025-08-16 19:33:54.349] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":35,"TS":"2025-08-16T15:03:52.851","TID":1,"PID":1,"M":2,"S":15,"PLID":462116,"PLUUID":"7cp51c8zn7y08iyk0hc9ix5nt","PN":"J. Todibo","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":29.9,"Y":18.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["41"]},{"I":141,"V":["4.6"]},{"I":212,"V":["15.17877"]},{"I":213,"V":["5.587865"]},{"I":318,"V":["0.00000843"]}]}}}
[2025-08-16 19:33:54.533] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":27,"TS":"2025-08-16T15:03:54.788","TID":45,"PID":1,"M":2,"S":17,"PLID":434399,"PLUUID":"cj3dik1dqyo2nf1jgmyn471sl","PN":"Reinildo Mandava","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":0,"X":59.2,"Y":89.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 19:33:55.559] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":36,"TS":"2025-08-16T15:03:54.643","TID":1,"PID":1,"M":2,"S":17,"PLID":214590,"PLUUID":"e1t5rgvs2hwnldts6vn8agzc9","PN":"A. Wan-Bissaka","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":40.1,"Y":9.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["33.3"]},{"I":141,"V":["23.6"]},{"I":212,"V":["11.84567"]},{"I":213,"V":["2.217742"]},{"I":318,"V":["0.00000692"]}]}}}
[2025-08-16 19:33:56.152] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":37,"TS":"2025-08-16T15:03:55.908","TID":1,"PID":1,"M":2,"S":18,"PLID":101178,"PLUUID":"7r6vds5j65fohi1k28cnqjqvp","PN":"J. Ward-Prowse","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":32.7,"Y":25.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["32.7"]},{"I":141,"V":["25.3"]},{"I":212,"V":["0"]},{"I":213,"V":["0"]},{"I":318,"V":["0.00000499"]}]}}}
[2025-08-16 19:34:07.229] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":38,"TS":"2025-08-16T15:04:03.636","TID":1,"PID":1,"M":2,"S":26,"PLID":467189,"PLUUID":"eobf6cct1dpm7bdqyatg6ejmx","PN":"M. Hermansen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":13.1,"Y":41.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["64.3"]},{"I":141,"V":["62.4"]},{"I":212,"V":["55.65931"]},{"I":213,"V":["0.2619912"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.0005441"]}]}}}
[2025-08-16 19:34:07.638] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":39,"TS":"2025-08-16T15:04:07.428","TID":44,"PID":1,"M":2,"S":29,"PLID":91889,"PLUUID":"cjq9g6zgcxk1ceo2xzpe1qnyt","PN":"N. F\u00fcllkrug","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":64.3,"Y":62.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 19:34:07.939] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":28,"TS":"2025-08-16T15:04:07.718","TID":44,"PID":1,"M":2,"S":30,"PLID":223827,"PLUUID":"bnjdkz5d7st9gtn2srjs8ozc9","PN":"D. Ballard","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":0,"X":34.4,"Y":28.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 19:34:08.766] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":40,"TS":"2025-08-16T15:04:07.860","TID":1,"PID":1,"M":2,"S":30,"PLID":91889,"PLUUID":"cjq9g6zgcxk1ceo2xzpe1qnyt","PN":"N. F\u00fcllkrug","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":0,"X":64.3,"Y":62.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":168,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["67.2"]},{"I":141,"V":["60.5"]},{"I":212,"V":["3.281798"]},{"I":213,"V":["5.900981"]}]}}}
[2025-08-16 19:34:10.543] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":29,"TS":"2025-08-16T15:04:10.484","TID":12,"PID":1,"M":2,"S":32,"PLID":519634,"PLUUID":"e1islmeew98wa2ge0dicloay2","PN":"J. Seelt","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":28.4,"Y":51.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["28.4"]},{"I":141,"V":["51.9"]},{"I":212,"V":["0"]},{"I":213,"V":["3.141593"]}]}}}
[2025-08-16 19:34:14.750] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":30,"TS":"2025-08-16T15:04:14.741","TID":45,"PID":1,"M":2,"S":37,"PLID":84450,"PLUUID":"6264xjr1y00yu7b9j2pknalzp","PN":"G. Xhaka","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":0,"X":30.3,"Y":60.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 19:34:14.769] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":41,"TS":"2025-08-16T15:04:11.348","TID":1,"PID":1,"M":2,"S":33,"PLID":101178,"PLUUID":"7r6vds5j65fohi1k28cnqjqvp","PN":"J. Ward-Prowse","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":58.4,"Y":47.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["65.5"]},{"I":141,"V":["41.6"]},{"I":212,"V":["8.402405"]},{"I":213,"V":["5.80373"]},{"I":318,"V":["0.00063125"]}]}}}
[2025-08-16 19:34:16.448] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":42,"TS":"2025-08-16T15:04:15.12","TID":3,"PID":1,"M":2,"S":37,"PLID":178186,"PLUUID":"d542ijpf3j9hdrtt1mfe6vwlx","PN":"J. Bowen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":71.2,"Y":31.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-16 19:34:18.966] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":43,"TS":"2025-08-16T15:04:18.84","TID":39,"PID":1,"M":2,"S":40,"PLID":178186,"PLUUID":"d542ijpf3j9hdrtt1mfe6vwlx","PN":"J. Bowen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":92.6,"Y":30.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":63,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":249,"V":["NULL"]}]}}}
[2025-08-16 19:34:19.578] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":44,"TS":"2025-08-16T15:04:19.893","TID":85,"PID":1,"M":2,"S":42,"PLID":178186,"PLUUID":"d542ijpf3j9hdrtt1mfe6vwlx","PN":"J. Bowen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":100.6,"Y":22.2,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-16 19:34:19.749] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":31,"TS":"2025-08-16T15:04:19.957","TID":63,"PID":1,"M":2,"S":42,"PLID":498016,"PLUUID":"6h0fuh0aamz86pf25qebm0fvu","PN":"R. Roefs","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":0,"X":2.3,"Y":52.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":173,"V":["NULL"]},{"I":178,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-16 19:34:20.157] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":32,"TS":"2025-08-16T15:04:20.405","TID":85,"PID":1,"M":2,"S":42,"PLID":498016,"PLUUID":"6h0fuh0aamz86pf25qebm0fvu","PN":"R. Roefs","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":2.3,"Y":52.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-16 19:34:22.789] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":31,"TS":"2025-08-16T15:04:19.957","TID":10,"PID":1,"M":2,"S":42,"PLID":498016,"PLUUID":"6h0fuh0aamz86pf25qebm0fvu","PN":"R. Roefs","TEAMID":56,"TUUID":"1r3545b2dzan8yqa80gtmcjch","O":1,"X":2.3,"Y":52.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":173,"V":["NULL"]},{"I":180,"V":["NULL"]},{"I":182,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-16 19:34:36.574] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":43,"TS":"2025-08-16T15:04:18.84","TID":15,"PID":1,"M":2,"S":40,"PLID":178186,"PLUUID":"d542ijpf3j9hdrtt1mfe6vwlx","PN":"J. Bowen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":92.6,"Y":30.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":63,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0755"]},{"I":324,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]}]}}}
[2025-08-16 19:34:44.812] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":43,"TS":"2025-08-16T15:04:18.84","TID":15,"PID":1,"M":2,"S":40,"PLID":178186,"PLUUID":"d542ijpf3j9hdrtt1mfe6vwlx","PN":"J. Bowen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":92.6,"Y":30.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":63,"V":["NULL"]},{"I":80,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["41"]},{"I":368,"V":["7ukju44sr2khfuve5iyyqixd8"]},{"I":102,"V":["47.5171886936593"]},{"I":103,"V":["5.0632911392405"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0755"]},{"I":324,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":146,"V":["98.3653846153846"]},{"I":147,"V":["46.0277777777778"]},{"I":322,"V":["0.0946"]}]}}}
[2025-08-16 19:34:44.827] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":43,"TS":"2025-08-16T15:04:18.84","TID":15,"PID":1,"M":2,"S":40,"PLID":178186,"PLUUID":"d542ijpf3j9hdrtt1mfe6vwlx","PN":"J. Bowen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":92.6,"Y":30.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":233,"V":["31"]},{"I":372,"V":["dps1dbg958tygp4mdae8aohww"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":63,"V":["NULL"]},{"I":80,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["41"]},{"I":368,"V":["7ukju44sr2khfuve5iyyqixd8"]},{"I":102,"V":["47.5171886936593"]},{"I":103,"V":["5.0632911392405"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0755"]},{"I":324,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":146,"V":["98.3653846153846"]},{"I":147,"V":["46.0277777777778"]},{"I":322,"V":["0.0946"]}]}}}
[2025-08-16 19:34:45.006] [POEM] {"data":{"OID":2561899,"UUID":"11i3orjflpi9empra6uuduwpg","POEM":{"EVID":43,"TS":"2025-08-16T15:04:18.84","TID":15,"PID":1,"M":2,"S":40,"PLID":178186,"PLUUID":"d542ijpf3j9hdrtt1mfe6vwlx","PN":"J. Bowen","TEAMID":21,"TUUID":"4txjdaqveermfryvbfrr4taf7","O":1,"X":92.6,"Y":30.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":233,"V":["31"]},{"I":372,"V":["dps1dbg958tygp4mdae8aohww"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":63,"V":["NULL"]},{"I":80,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["41"]},{"I":368,"V":["7ukju44sr2khfuve5iyyqixd8"]},{"I":102,"V":["47.5171886936593"]},{"I":103,"V":["5.0632911392405"]},{"I":215,"V":["NULL"]},{"I":321,"V":["0.0755"]},{"I":324,"V":["NULL"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":146,"V":["98.3653846153846"]},{"I":147,"V":["46.0277777777778"]},{"I":322,"V":["0.0946"]}]}}}
