[2025-08-23 00:14:47.403] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-23 00:14:48.069] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-23 00:14:48.721] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"cs0hy642fmy1in51iqx5z2syc"}}
[2025-08-23 00:16:36.383] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":113,"TS":"2025-08-22T19:42:03.946","TID":15,"PID":1,"M":10,"S":19,"PLID":109126,"PLUUID":"1qthvf5krys0pzk24h8wtr9at","PN":"K. Laimer","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":89.9,"Y":29.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":142,"V":["NULL"]},{"I":320,"V":["1"]},{"I":360,"V":["Checked by GS"]},{"I":233,"V":["63"]},{"I":372,"V":["bj4f4svh0z2srzwvfc1j3qn7w"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":63,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":133,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["112"]},{"I":368,"V":["3aiugz9lq8rigl6vcg88vmm1m"]},{"I":102,"V":["51.4"]},{"I":103,"V":["19.620253164557"]},{"I":321,"V":["0.0454"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":146,"V":["99.0"]},{"I":147,"V":["48.2"]},{"I":322,"V":["0.0804"]}]}}}
[2025-08-23 00:16:37.133] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":95,"TS":"2025-08-22T19:46:33.670","TID":1,"PID":1,"M":14,"S":48,"PLID":468657,"PLUUID":"aaaskdins76bd0368sbpt7wq2","PN":"C. Lukeba","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":5.6,"Y":74.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["14.4"]},{"I":141,"V":["95.2"]},{"I":212,"V":["17.06583"]},{"I":213,"V":["0.9986561"]},{"I":318,"V":["0.00000046"]}]}}}
[2025-08-23 00:16:40.745] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":96,"TS":"2025-08-22T19:46:36.966","TID":1,"PID":1,"M":14,"S":52,"PLID":243309,"PLUUID":"2uz1cmslnjjzsgfcgji26kqg9","PN":"D. Raum","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":13.8,"Y":88.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["33.9"]},{"I":141,"V":["90.7"]},{"I":212,"V":["21.15796"]},{"I":213,"V":["0.07076532"]},{"I":318,"V":["0.00000519"]}]}}}
[2025-08-23 00:16:40.956] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":97,"TS":"2025-08-22T19:46:40.422","TID":50,"PID":1,"M":14,"S":55,"PLID":692871,"PLUUID":"8e6qzf8dp3c9lch7tu5r03qqc","PN":"Y. Diomande","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":25,"Y":88,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 00:16:42.536] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":180,"TS":"2025-08-22T19:46:40.985","TID":7,"PID":1,"M":14,"S":56,"PLID":199661,"PLUUID":"x4qyxhfr2vi007sazoqe5vit","PN":"D. Upamecano","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":66.7,"Y":12.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":286,"V":["NULL"]}]}}}
[2025-08-23 00:16:42.983] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":98,"TS":"2025-08-22T19:46:42.711","TID":74,"PID":1,"M":14,"S":57,"PLID":204561,"PLUUID":"1s1v1tweyx8wxc9hj2jrnaggl","PN":"X. Schlager","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":19.9,"Y":77.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 00:16:43.809] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":181,"TS":"2025-08-22T19:46:42.344","TID":1,"PID":1,"M":14,"S":57,"PLID":443661,"PLUUID":"m2c4lckkcr7yilnqxrrsgh2i","PN":"M. Olise","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":0,"X":76.5,"Y":22.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["75.0"]},{"I":141,"V":["25.0"]},{"I":212,"V":["2.26805"]},{"I":213,"V":["2.338423"]}]}}}
[2025-08-23 00:16:47.972] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":182,"TS":"2025-08-22T19:46:47.785","TID":61,"PID":1,"M":15,"S":2,"PLID":165687,"PLUUID":"97nv3y9z2ajz6b4ynoo0jn3kl","PN":"J. Kimmich","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":0,"X":54.9,"Y":4.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-23 00:16:48.361] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":99,"TS":"2025-08-22T19:46:44.198","TID":1,"PID":1,"M":14,"S":59,"PLID":243309,"PLUUID":"2uz1cmslnjjzsgfcgji26kqg9","PN":"D. Raum","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":11.1,"Y":85.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["41.9"]},{"I":141,"V":["94.3"]},{"I":212,"V":["32.85246"]},{"I":213,"V":["0.1768587"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-23 00:16:49.959] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":100,"TS":"2025-08-22T19:46:49.655","TID":61,"PID":1,"M":15,"S":4,"PLID":493362,"PLUUID":"exhxdmdq49xj4dnguq03qnlgq","PN":"X. Simons","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":56.9,"Y":93,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Left"]}]}}}
[2025-08-23 00:16:52.820] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":183,"TS":"2025-08-22T19:46:50.361","TID":1,"PID":1,"M":15,"S":5,"PLID":165687,"PLUUID":"97nv3y9z2ajz6b4ynoo0jn3kl","PN":"J. Kimmich","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":39.3,"Y":8.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["15.5"]},{"I":141,"V":["24.5"]},{"I":212,"V":["27.3103"]},{"I":213,"V":["2.726402"]},{"I":318,"V":["0.00000174"]}]}}}
[2025-08-23 00:16:52.962] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":184,"TS":"2025-08-22T19:46:52.441","TID":49,"PID":1,"M":15,"S":7,"PLID":20388,"PLUUID":"64pzn3jdqo6y2izlpm8n3tvpx","PN":"M. Neuer","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":15.5,"Y":24.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[]}}}
[2025-08-23 00:16:59.627] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":113,"TS":"2025-08-22T19:42:03.946","TID":15,"PID":1,"M":10,"S":19,"PLID":109126,"PLUUID":"1qthvf5krys0pzk24h8wtr9at","PN":"K. Laimer","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":89.9,"Y":29.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":142,"V":["NULL"]},{"I":320,"V":["1"]},{"I":360,"V":["Checked by GS"]},{"I":233,"V":["63"]},{"I":372,"V":["bj4f4svh0z2srzwvfc1j3qn7w"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":63,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":133,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["112"]},{"I":368,"V":["3aiugz9lq8rigl6vcg88vmm1m"]},{"I":102,"V":["51.4"]},{"I":103,"V":["19.620253164557"]},{"I":321,"V":["0.0546"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":146,"V":["99.0"]},{"I":147,"V":["48.2"]},{"I":322,"V":["0.0858"]}]}}}
[2025-08-23 00:16:59.980] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":185,"TS":"2025-08-22T19:46:53.817","TID":1,"PID":1,"M":15,"S":8,"PLID":20388,"PLUUID":"64pzn3jdqo6y2izlpm8n3tvpx","PN":"M. Neuer","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":18.9,"Y":21.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["22.8"]},{"I":141,"V":["51.6"]},{"I":212,"V":["20.74028"]},{"I":213,"V":["1.372049"]},{"I":318,"V":["0.00000305"]}]}}}
[2025-08-23 00:17:03.055] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":113,"TS":"2025-08-22T19:42:03.946","TID":15,"PID":1,"M":10,"S":19,"PLID":109126,"PLUUID":"1qthvf5krys0pzk24h8wtr9at","PN":"K. Laimer","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":89.9,"Y":29.4,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":142,"V":["NULL"]},{"I":320,"V":["1"]},{"I":360,"V":["Checked by GS"]},{"I":233,"V":["63"]},{"I":372,"V":["bj4f4svh0z2srzwvfc1j3qn7w"]},{"I":22,"V":["NULL"]},{"I":20,"V":["NULL"]},{"I":63,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":133,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["112"]},{"I":368,"V":["3aiugz9lq8rigl6vcg88vmm1m"]},{"I":102,"V":["51.4"]},{"I":103,"V":["19.620253164557"]},{"I":214,"V":["NULL"]},{"I":321,"V":["0.2072"]},{"I":327,"V":["2"]},{"I":326,"V":["3"]},{"I":146,"V":["99.0"]},{"I":147,"V":["48.2"]},{"I":322,"V":["0.2317"]}]}}}
[2025-08-23 00:17:03.438] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":186,"TS":"2025-08-22T19:46:59.705","TID":1,"PID":1,"M":15,"S":14,"PLID":164454,"PLUUID":"5ec2ede9uwbft3wby33mwowyd","PN":"J. Tah","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":32.4,"Y":53.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.9"]},{"I":141,"V":["34.6"]},{"I":212,"V":["12.98412"]},{"I":213,"V":["4.915962"]},{"I":318,"V":["0.00001424"]}]}}}
[2025-08-23 00:17:05.720] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":187,"TS":"2025-08-22T19:47:03.96","TID":1,"PID":1,"M":15,"S":18,"PLID":165687,"PLUUID":"97nv3y9z2ajz6b4ynoo0jn3kl","PN":"J. Kimmich","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":41.3,"Y":31.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["56.1"]},{"I":141,"V":["5.3"]},{"I":212,"V":["23.53878"]},{"I":213,"V":["5.433457"]},{"I":318,"V":["0.0000913"]}]}}}
[2025-08-23 00:17:08.057] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":188,"TS":"2025-08-22T19:47:05.480","TID":1,"PID":1,"M":15,"S":20,"PLID":109126,"PLUUID":"1qthvf5krys0pzk24h8wtr9at","PN":"K. Laimer","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":57.3,"Y":6.5,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["63.6"]},{"I":141,"V":["1.7"]},{"I":212,"V":["7.376444"]},{"I":213,"V":["5.824812"]},{"I":318,"V":["0.00013525"]}]}}}
[2025-08-23 00:17:10.658] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":189,"TS":"2025-08-22T19:47:07.800","TID":1,"PID":1,"M":15,"S":22,"PLID":443661,"PLUUID":"m2c4lckkcr7yilnqxrrsgh2i","PN":"M. Olise","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":65.7,"Y":2.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["69.9"]},{"I":141,"V":["21.4"]},{"I":212,"V":["13.39478"]},{"I":213,"V":["1.235305"]},{"I":318,"V":["0.00093959"]}]}}}
[2025-08-23 00:17:11.856] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":190,"TS":"2025-08-22T19:47:10.329","TID":1,"PID":1,"M":15,"S":25,"PLID":109126,"PLUUID":"1qthvf5krys0pzk24h8wtr9at","PN":"K. Laimer","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":71.6,"Y":25.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["77.3"]},{"I":141,"V":["37.7"]},{"I":212,"V":["10.17449"]},{"I":213,"V":["0.9419206"]},{"I":318,"V":["0.00780736"]}]}}}
[2025-08-23 00:17:13.680] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":191,"TS":"2025-08-22T19:47:11.561","TID":1,"PID":1,"M":15,"S":26,"PLID":78830,"PLUUID":"b9g4qurpll4wizajo95c406hh","PN":"H. Kane","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":76.8,"Y":37.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["78.6"]},{"I":141,"V":["59.3"]},{"I":212,"V":["14.8091"]},{"I":213,"V":["1.442823"]},{"I":318,"V":["0.01558585"]}]}}}
[2025-08-23 00:17:13.883] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":192,"TS":"2025-08-22T19:47:13.225","TID":39,"PID":1,"M":15,"S":28,"PLID":133798,"PLUUID":"4ysxvym6ww4f9d3hflkqsbf11","PN":"S. Gnabry","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":79.8,"Y":59.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":250,"V":["NULL"]}]}}}
[2025-08-23 00:17:14.670] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":101,"TS":"2025-08-22T19:47:14.438","TID":10,"PID":1,"M":15,"S":29,"PLID":101601,"PLUUID":"eapihgte8ydc4g6hzygsx2e39","PN":"W. Orb\u00e1n","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":18.1,"Y":43.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":94,"V":["NULL"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 00:17:16.661] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":102,"TS":"2025-08-22T19:47:16.391","TID":49,"PID":1,"M":15,"S":31,"PLID":235084,"PLUUID":"64ubq0xra74xaunooi8knyajt","PN":"L. Openda","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":41.2,"Y":36.1,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[]}}}
[2025-08-23 00:17:19.072] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":192,"TS":"2025-08-22T19:47:13.225","TID":15,"PID":1,"M":15,"S":28,"PLID":133798,"PLUUID":"4ysxvym6ww4f9d3hflkqsbf11","PN":"S. Gnabry","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":79.8,"Y":59.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":321,"V":["0.0373"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]}]}}}
[2025-08-23 00:17:20.864] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":22,"TS":"2025-08-22T19:34:55.680","TID":10,"PID":1,"M":3,"S":10,"PLID":468657,"PLUUID":"aaaskdins76bd0368sbpt7wq2","PN":"C. Lukeba","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":5,"Y":71.8,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":94,"V":["NULL"]},{"I":233,"V":["49"]},{"I":372,"V":["73yrl31mu3lmvq8time4g7z5"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 00:17:23.314] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":192,"TS":"2025-08-22T19:47:13.225","TID":15,"PID":1,"M":15,"S":28,"PLID":133798,"PLUUID":"4ysxvym6ww4f9d3hflkqsbf11","PN":"S. Gnabry","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":79.8,"Y":59.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["191"]},{"I":368,"V":["d8caq8s0k8t3b9g72hxueu1zg"]},{"I":102,"V":["51.0"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0547"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]},{"I":146,"V":["82.7"]},{"I":147,"V":["58.1"]},{"I":230,"V":["1.24519230769231"]},{"I":231,"V":["48.1944444444444"]}]}}}
[2025-08-23 00:17:23.512] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":192,"TS":"2025-08-22T19:47:13.225","TID":15,"PID":1,"M":15,"S":28,"PLID":133798,"PLUUID":"4ysxvym6ww4f9d3hflkqsbf11","PN":"S. Gnabry","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":79.8,"Y":59.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":233,"V":["101"]},{"I":372,"V":["8we79mnz109zv2gutd5mzkuo7"]},{"I":22,"V":["NULL"]},{"I":72,"V":["NULL"]},{"I":18,"V":["NULL"]},{"I":78,"V":["NULL"]},{"I":29,"V":["NULL"]},{"I":154,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":55,"V":["191"]},{"I":368,"V":["d8caq8s0k8t3b9g72hxueu1zg"]},{"I":102,"V":["51.0"]},{"I":103,"V":["19"]},{"I":321,"V":["0.0547"]},{"I":327,"V":["2"]},{"I":326,"V":["2"]},{"I":82,"V":["NULL"]},{"I":146,"V":["82.7"]},{"I":147,"V":["58.1"]},{"I":230,"V":["1.24519230769231"]},{"I":231,"V":["48.1944444444444"]}]}}}
[2025-08-23 00:17:23.864] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":101,"TS":"2025-08-22T19:47:13.325","TID":10,"PID":1,"M":15,"S":28,"PLID":101601,"PLUUID":"eapihgte8ydc4g6hzygsx2e39","PN":"W. Orb\u00e1n","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":1,"X":17.3,"Y":41.9,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":94,"V":["NULL"]},{"I":233,"V":["192"]},{"I":372,"V":["paof578joj0xfsx6eq40rp5m"]},{"I":56,"V":["Back"]}]}}}
[2025-08-23 00:17:25.484] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":103,"TS":"2025-08-22T19:47:25.223","TID":61,"PID":1,"M":15,"S":40,"PLID":235084,"PLUUID":"64ubq0xra74xaunooi8knyajt","PN":"L. Openda","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":62.3,"Y":3.3,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]}]}}}
[2025-08-23 00:17:25.665] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":193,"TS":"2025-08-22T19:47:25.320","TID":45,"PID":1,"M":15,"S":40,"PLID":119090,"PLUUID":"4w4ldzomkj7fhrc51iimz8no5","PN":"L. Goretzka","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":0,"X":29.6,"Y":93.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-23 00:17:26.266] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":104,"TS":"2025-08-22T19:47:25.830","TID":5,"PID":1,"M":15,"S":40,"PLID":235084,"PLUUID":"64ubq0xra74xaunooi8knyajt","PN":"L. Openda","TEAMID":6339,"TUUID":"9gefq4dz9b2hl8rqrxwrlrzmp","O":0,"X":61.2,"Y":-0.6,"STAT":{"CPID":1,"SC":"0:0"},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 00:17:27.674] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":194,"TS":"2025-08-22T19:47:26.457","TID":5,"PID":1,"M":15,"S":41,"PLID":119090,"PLUUID":"4w4ldzomkj7fhrc51iimz8no5","PN":"L. Goretzka","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":31.6,"Y":102,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-23 00:17:33.906] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":195,"TS":"2025-08-22T19:47:31.816","TID":1,"PID":1,"M":15,"S":46,"PLID":437921,"PLUUID":"4skrm2y64va3y5jk70gz4ylpm","PN":"J. Stani\u0161i\u0107","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":31.6,"Y":102,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["28.4"]},{"I":141,"V":["72.8"]},{"I":212,"V":["20.13828"]},{"I":213,"V":["4.544759"]},{"I":318,"V":["0.00000169"]}]}}}
[2025-08-23 00:17:41.844] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":196,"TS":"2025-08-22T19:47:38.249","TID":1,"PID":1,"M":15,"S":53,"PLID":165687,"PLUUID":"97nv3y9z2ajz6b4ynoo0jn3kl","PN":"J. Kimmich","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":45.2,"Y":57,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["65.0"]},{"I":141,"V":["94.4"]},{"I":212,"V":["32.8483"]},{"I":213,"V":["0.8854909"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00028425"]}]}}}
[2025-08-23 00:17:43.613] [POEM] {"data":{"OID":2569045,"UUID":"cs0hy642fmy1in51iqx5z2syc","POEM":{"EVID":197,"TS":"2025-08-22T19:47:41.608","TID":1,"PID":1,"M":15,"S":56,"PLID":244731,"PLUUID":"5ch0r2awkzjfd4hv6kbw6c9gp","PN":"L. D\u00edaz","TEAMID":156,"TUUID":"apoawtpvac4zqlancmvw4nk4o","O":1,"X":66,"Y":95.7,"STAT":{"CPID":1,"SC":"0:0"},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["58.0"]},{"I":141,"V":["90.9"]},{"I":212,"V":["9.011864"]},{"I":213,"V":["3.512208"]},{"I":318,"V":["0.00013876"]}]}}}
