[2025-08-16 18:03:14.487] [OUT] {"outlet":{"OutletKeyService":{"outletid":"1hugdxmjczoe21vm8x6kz0zx82"}}}
[2025-08-16 18:03:15.262] [OUT] {"csb":{"name":"init","token":"85372212-5e58-4988-9df1-668199ec69e5","apptype":"OptaWidgetsV3","version":"3.248.1","referer":"pub.fotmob.com","topReferer":"www.fotmob.com"}}
[2025-08-16 18:03:16.030] [OUT] {"csb":{"name":"subscribe","messagetype":["POEM"],"sendLastData":true,"eventuuid":"102dto55773ex3p58gp94ql90"}}
[2025-08-16 18:04:59.146] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":434,"TS":"2025-08-16T13:34:57.195","TID":1,"PID":2,"M":47,"S":40,"PLID":432422,"PLUUID":"9sxg58hszjq17avxgumftdu22","PN":"S. Tonali","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":45.3,"Y":54.9,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["73.3"]},{"I":141,"V":["64.7"]},{"I":212,"V":["30.14579"]},{"I":213,"V":["0.2229002"]}]}}}
[2025-08-16 18:05:06.978] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":376,"TS":"2025-08-16T13:34:59.807","TID":1,"PID":2,"M":47,"S":43,"PLID":199798,"PLUUID":"8qys6qtdwgsycxducl062zld5","PN":"E. Konsa","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":21.7,"Y":32.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["5.6"]},{"I":141,"V":["49.9"]},{"I":212,"V":["20.79148"]},{"I":213,"V":["2.520208"]},{"I":318,"V":["0.00000031"]}]}}}
[2025-08-16 18:05:07.958] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":377,"TS":"2025-08-16T13:35:07.247","TID":1,"PID":2,"M":47,"S":50,"PLID":72147,"PLUUID":"7h2icfuwy00ilm14dw5xyl5g5","PN":"M. Bizot","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":6.7,"Y":61.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":157,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["46.3"]},{"I":141,"V":["84.4"]},{"I":212,"V":["44.49639"]},{"I":213,"V":["0.364063"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-16 18:05:09.846] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":435,"TS":"2025-08-16T13:35:08.602","TID":1,"PID":2,"M":47,"S":52,"PLID":119471,"PLUUID":"dxxc4dioaioidmvamkzqr4b85","PN":"F. Sch\u00e4r","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":54.8,"Y":22,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":3,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["66.6"]},{"I":141,"V":["26.5"]},{"I":212,"V":["12.76228"]},{"I":213,"V":["0.242128"]},{"I":318,"V":["0.00057225"]}]}}}
[2025-08-16 18:05:10.851] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":436,"TS":"2025-08-16T13:35:10.11","TID":1,"PID":2,"M":47,"S":53,"PLID":208706,"PLUUID":"72m84nwa6dshu3ibmy13dz5rd","PN":"Bruno Guimar\u00e3es","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":66.9,"Y":25.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["64.1"]},{"I":141,"V":["10.5"]},{"I":212,"V":["10.68061"]},{"I":213,"V":["4.433524"]},{"I":318,"V":["0.00024663"]}]}}}
[2025-08-16 18:05:11.653] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":437,"TS":"2025-08-16T13:35:11.852","TID":49,"PID":2,"M":47,"S":55,"PLID":77794,"PLUUID":"65z99j774kjnbf7vm0u2q0jit","PN":"K. Trippier","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":63.3,"Y":7.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[]}}}
[2025-08-16 18:05:14.867] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":438,"TS":"2025-08-16T13:35:12.11","TID":1,"PID":2,"M":47,"S":55,"PLID":77794,"PLUUID":"65z99j774kjnbf7vm0u2q0jit","PN":"K. Trippier","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":63.3,"Y":7.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["54.3"]},{"I":141,"V":["7.1"]},{"I":212,"V":["9.456115"]},{"I":213,"V":["3.177556"]},{"I":318,"V":["0.00005999"]}]}}}
[2025-08-16 18:05:21.196] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":439,"TS":"2025-08-16T13:35:15.34","TID":1,"PID":2,"M":47,"S":58,"PLID":119471,"PLUUID":"dxxc4dioaioidmvamkzqr4b85","PN":"F. Sch\u00e4r","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":57.2,"Y":6.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["24.5"]},{"I":141,"V":["38.7"]},{"I":212,"V":["40.75917"]},{"I":213,"V":["2.572494"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00000705"]}]}}}
[2025-08-16 18:05:26.473] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":440,"TS":"2025-08-16T13:35:21.451","TID":1,"PID":2,"M":48,"S":5,"PLID":98747,"PLUUID":"9s9i1a7hdq5bud8ma2dqi295h","PN":"N. Pope","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":25.6,"Y":42,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["38"]},{"I":141,"V":["86.9"]},{"I":212,"V":["33.19222"]},{"I":213,"V":["1.167708"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00001085"]}]}}}
[2025-08-16 18:05:27.286] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":373,"TS":"2025-08-16T13:34:44.519","TID":43,"PID":2,"M":47,"S":28,"PLID":166989,"PLUUID":"eo4uva2gnx08xdazfaqzyz2dx","PN":"Y. Tielemans","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":72.3,"Y":93.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":142,"V":[null]},{"I":399,"V":["208706"]},{"I":144,"V":["83"]}]}}}
[2025-08-16 18:05:27.460] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":441,"TS":"2025-08-16T13:35:26.795","TID":1,"PID":2,"M":48,"S":10,"PLID":441191,"PLUUID":"bdmomasg7lrn5pwihecvgpuga","PN":"T. Livramento","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":42.6,"Y":88.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":140,"V":["55.1"]},{"I":141,"V":["78.4"]},{"I":212,"V":["14.81334"]},{"I":213,"V":["5.801091"]},{"I":318,"V":["0.00008918"]}]}}}
[2025-08-16 18:05:27.862] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":442,"TS":"2025-08-16T13:35:27.770","TID":1,"PID":2,"M":48,"S":11,"PLID":432422,"PLUUID":"9sxg58hszjq17avxgumftdu22","PN":"S. Tonali","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":55.1,"Y":78.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["45.1"]},{"I":141,"V":["78.4"]},{"I":212,"V":["10.5"]},{"I":213,"V":["3.141593"]},{"I":318,"V":["0.00003671"]}]}}}
[2025-08-16 18:05:32.645] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":443,"TS":"2025-08-16T13:35:29.498","TID":1,"PID":2,"M":48,"S":13,"PLID":441191,"PLUUID":"bdmomasg7lrn5pwihecvgpuga","PN":"T. Livramento","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":42.5,"Y":73.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["34.4"]},{"I":141,"V":["31.1"]},{"I":212,"V":["30.12549"]},{"I":213,"V":["4.426178"]},{"I":318,"V":["0.00001434"]}]}}}
[2025-08-16 18:05:36.253] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":444,"TS":"2025-08-16T13:35:32.843","TID":1,"PID":2,"M":48,"S":16,"PLID":119471,"PLUUID":"dxxc4dioaioidmvamkzqr4b85","PN":"F. Sch\u00e4r","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":38.8,"Y":28,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["54.2"]},{"I":141,"V":["5.1"]},{"I":212,"V":["22.44897"]},{"I":213,"V":["5.516624"]},{"I":318,"V":["0.00004734"]}]}}}
[2025-08-16 18:05:41.919] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":445,"TS":"2025-08-16T13:35:36.396","TID":1,"PID":2,"M":48,"S":20,"PLID":77794,"PLUUID":"65z99j774kjnbf7vm0u2q0jit","PN":"K. Trippier","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":58.9,"Y":6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":155,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["101.6"]},{"I":141,"V":["28.2"]},{"I":212,"V":["47.30821"]},{"I":213,"V":["0.3247786"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-16 18:05:42.927] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":446,"TS":"2025-08-16T13:35:42.180","TID":5,"PID":2,"M":48,"S":25,"PLID":77794,"PLUUID":"65z99j774kjnbf7vm0u2q0jit","PN":"K. Trippier","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":101.6,"Y":28.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-16 18:06:02.337] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":378,"TS":"2025-08-16T13:35:42.47","TID":5,"PID":2,"M":48,"S":25,"PLID":149484,"PLUUID":"2smmv9hdoiet7necaf00ol51x","PN":"T. Mings","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":-1.3,"Y":80.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":346,"V":["NULL"]}]}}}
[2025-08-16 18:06:03.371] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":379,"TS":"2025-08-16T13:36:02.615","TID":1,"PID":2,"M":48,"S":46,"PLID":149484,"PLUUID":"2smmv9hdoiet7necaf00ol51x","PN":"T. Mings","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":5.6,"Y":62.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":124,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["2.9"]},{"I":141,"V":["47.5"]},{"I":212,"V":["10.32484"]},{"I":213,"V":["4.434236"]},{"I":318,"V":["0.00000037"]},{"I":237,"V":["NULL"]}]}}}
[2025-08-16 18:06:05.553] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":380,"TS":"2025-08-16T13:36:03.342","TID":1,"PID":2,"M":48,"S":47,"PLID":72147,"PLUUID":"7h2icfuwy00ilm14dw5xyl5g5","PN":"M. Bizot","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":2.9,"Y":47.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["6.3"]},{"I":141,"V":["23.0"]},{"I":212,"V":["17.03821"]},{"I":213,"V":["4.923482"]},{"I":318,"V":["0.00000018"]}]}}}
[2025-08-16 18:06:10.358] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":447,"TS":"2025-08-16T13:36:10.634","TID":45,"PID":2,"M":48,"S":54,"PLID":180974,"PLUUID":"c589fk8pfqvbukvtdqu1yhjv9","PN":"Joelinton","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":65.2,"Y":66.7,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Center"]},{"I":285,"V":["NULL"]}]}}}
[2025-08-16 18:06:10.778] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":381,"TS":"2025-08-16T13:36:05.751","TID":1,"PID":2,"M":48,"S":49,"PLID":199798,"PLUUID":"8qys6qtdwgsycxducl062zld5","PN":"E. Konsa","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":10.1,"Y":18.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["36.2"]},{"I":141,"V":["19.7"]},{"I":212,"V":["27.42397"]},{"I":213,"V":["0.03720231"]},{"I":318,"V":["0.00000649"]}]}}}
[2025-08-16 18:06:11.791] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":382,"TS":"2025-08-16T13:36:11.61","TID":1,"PID":2,"M":48,"S":54,"PLID":122806,"PLUUID":"btvuam6p4391am219taqtcted","PN":"J. McGinn","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":36.7,"Y":32.2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["35.1"]},{"I":141,"V":["53.9"]},{"I":212,"V":["14.85133"]},{"I":213,"V":["1.68416"]},{"I":318,"V":["0.00001223"]}]}}}
[2025-08-16 18:06:17.407] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":383,"TS":"2025-08-16T13:36:15.455","TID":1,"PID":2,"M":48,"S":59,"PLID":449871,"PLUUID":"do3duah478rhz9cg2icde4h9m","PN":"A. Onana","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":48.9,"Y":72.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["59.4"]},{"I":141,"V":["92.0"]},{"I":212,"V":["17.297"]},{"I":213,"V":["0.8796852"]},{"I":318,"V":["0.00010358"]}]}}}
[2025-08-16 18:06:19.996] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":384,"TS":"2025-08-16T13:36:17.663","TID":1,"PID":2,"M":49,"S":1,"PLID":101188,"PLUUID":"e8gz0tmmdh1ql8qrn1ncrvnpx","PN":"L. Digne","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":62.3,"Y":95,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":140,"V":["85.9"]},{"I":141,"V":["84.2"]},{"I":212,"V":["25.84536"]},{"I":213,"V":["5.995064"]}]}}}
[2025-08-16 18:06:21.394] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":448,"TS":"2025-08-16T13:36:20.571","TID":12,"PID":2,"M":49,"S":4,"PLID":78916,"PLUUID":"6f1ljb0an6d0g4nbap6xgxsyd","PN":"D. Burn","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":13.7,"Y":14,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["13.7"]},{"I":141,"V":["14"]},{"I":212,"V":["0"]},{"I":213,"V":["0"]}]}}}
[2025-08-16 18:06:21.603] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":449,"TS":"2025-08-16T13:36:21.628","TID":5,"PID":2,"M":49,"S":5,"PLID":78916,"PLUUID":"6f1ljb0an6d0g4nbap6xgxsyd","PN":"D. Burn","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":11.8,"Y":-0.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 18:07:03.825] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":385,"TS":"2025-08-16T13:36:21.24","TID":5,"PID":2,"M":49,"S":4,"PLID":178301,"PLUUID":"5m0j33eoa5c8pqlr0tdf7undh","PN":"O. Watkins","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":86.1,"Y":101.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Left"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 18:07:07.437] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":386,"TS":"2025-08-16T13:37:04.62","TID":1,"PID":2,"M":49,"S":47,"PLID":101188,"PLUUID":"e8gz0tmmdh1ql8qrn1ncrvnpx","PN":"L. Digne","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":90.2,"Y":101.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["93.6"]},{"I":141,"V":["65.7"]},{"I":212,"V":["24.5371"]},{"I":213,"V":["4.858401"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00461424"]}]}}}
[2025-08-16 18:07:08.820] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":387,"TS":"2025-08-16T13:37:07.655","TID":1,"PID":2,"M":49,"S":51,"PLID":178301,"PLUUID":"5m0j33eoa5c8pqlr0tdf7undh","PN":"O. Watkins","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":93.8,"Y":66.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":3,"V":["NULL"]},{"I":168,"V":["NULL"]},{"I":56,"V":["Center"]},{"I":140,"V":["88.5"]},{"I":141,"V":["40.1"]},{"I":212,"V":["18.72983"]},{"I":213,"V":["4.410715"]}]}}}
[2025-08-16 18:07:12.087] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":450,"TS":"2025-08-16T13:37:09.642","TID":12,"PID":2,"M":49,"S":53,"PLID":201666,"PLUUID":"18paf5a7rfe4kutxjl4cwd695","PN":"H. Barnes","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":13.1,"Y":55.1,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["29.1"]},{"I":141,"V":["48.2"]},{"I":212,"V":["17.4429"]},{"I":213,"V":["6.010839"]}]}}}
[2025-08-16 18:07:18.389] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":388,"TS":"2025-08-16T13:37:11.22","TID":1,"PID":2,"M":49,"S":54,"PLID":226944,"PLUUID":"blth4klpu88kgh73abpjlgusp","PN":"B. Kamara","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":71.5,"Y":49.4,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Back"]},{"I":140,"V":["49.3"]},{"I":141,"V":["55.1"]},{"I":212,"V":["23.63005"]},{"I":213,"V":["2.97682"]},{"I":318,"V":["0.00020286"]}]}}}
[2025-08-16 18:07:20.626] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":389,"TS":"2025-08-16T13:37:18.695","TID":1,"PID":2,"M":50,"S":2,"PLID":199796,"PLUUID":"1e9txzr9hqz94xtun6byo0vs9","PN":"M. Cash","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":44.3,"Y":69.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":155,"V":["NULL"]},{"I":196,"V":["NULL"]},{"I":56,"V":["Right"]},{"I":140,"V":["84.7"]},{"I":141,"V":["-2.0"]},{"I":212,"V":["64.57536"]},{"I":213,"V":["5.429098"]},{"I":1,"V":["NULL"]}]}}}
[2025-08-16 18:07:20.882] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":390,"TS":"2025-08-16T13:37:20.860","TID":5,"PID":2,"M":50,"S":4,"PLID":199796,"PLUUID":"1e9txzr9hqz94xtun6byo0vs9","PN":"M. Cash","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":0,"X":84.7,"Y":-2,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 18:07:23.502] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":451,"TS":"2025-08-16T13:37:22.330","TID":5,"PID":2,"M":50,"S":6,"PLID":201666,"PLUUID":"18paf5a7rfe4kutxjl4cwd695","PN":"H. Barnes","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":7.6,"Y":101.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]},{"I":347,"V":["NULL"]}]}}}
[2025-08-16 18:07:43.972] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":452,"TS":"2025-08-16T13:37:41.786","TID":1,"PID":2,"M":50,"S":25,"PLID":441191,"PLUUID":"bdmomasg7lrn5pwihecvgpuga","PN":"T. Livramento","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":1,"X":10.3,"Y":101.3,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":107,"V":["NULL"]},{"I":56,"V":["Back"]},{"I":140,"V":["30.6"]},{"I":141,"V":["94"]},{"I":212,"V":["21.8854"]},{"I":213,"V":["6.054376"]},{"I":1,"V":["NULL"]},{"I":318,"V":["0.00000043"]}]}}}
[2025-08-16 18:07:44.117] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":453,"TS":"2025-08-16T13:37:44.122","TID":61,"PID":2,"M":50,"S":27,"PLID":180974,"PLUUID":"c589fk8pfqvbukvtdqu1yhjv9","PN":"Joelinton","TEAMID":4,"TUUID":"7vn2i2kd35zuetw6b38gw9jsz","O":0,"X":30.2,"Y":94.5,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":0,"Q":[{"I":56,"V":["Back"]}]}}}
[2025-08-16 18:07:44.633] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":391,"TS":"2025-08-16T13:37:44.784","TID":49,"PID":2,"M":50,"S":28,"PLID":122806,"PLUUID":"btvuam6p4391am219taqtcted","PN":"J. McGinn","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":71.7,"Y":12.8,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[]}}}
[2025-08-16 18:07:48.975] [POEM] {"data":{"OID":2561896,"UUID":"102dto55773ex3p58gp94ql90","POEM":{"EVID":392,"TS":"2025-08-16T13:37:45.550","TID":1,"PID":2,"M":50,"S":29,"PLID":122806,"PLUUID":"btvuam6p4391am219taqtcted","PN":"J. McGinn","TEAMID":7,"TUUID":"b496gs285it6bheuikox6z9mj","O":1,"X":69.4,"Y":17.6,"STAT":{"CPID":2,"SC":"0:0","PSTAT":[{"PID":1,"SC":"0:0"}]},"RTL":1,"Q":[{"I":56,"V":["Right"]},{"I":140,"V":["78.8"]},{"I":141,"V":["20.6"]},{"I":212,"V":["10.07862"]},{"I":213,"V":["0.203817"]},{"I":318,"V":["0.00178068"]}]}}}
